molfrac,T
0.9,313.15
0.1,313.15
0.1001,318.15
0.8999,318.15
0.2001,318.15
0.7999,318.15
0.3,318.15
0.7,318.15
0.4,318.15
0.6,318.15
0.5,318.15
0.5,318.15
0.6,318.15
0.4,318.15
0.7,318.15
0.3,318.15
0.8001,318.15
0.1999,318.15
0.9,318.15
0.1,318.15
0.1001,323.15
0.8999,323.15
0.2001,323.15
0.7999,323.15
0.3,323.15
0.7,323.15
0.4,323.15
0.6,323.15
0.5,323.15
0.5,323.15
0.6,323.15
0.4,323.15
0.7,323.15
0.3,323.15
0.8001,323.15
0.1999,323.15
0.9,323.15
0.1,323.15
0.8,293.138
0.2,293.138
0.6,293.138
0.4,293.138
0.5,293.138
0.5,293.138
0.4,293.138
0.6,293.138
0.2,293.138
0.8,293.138
0.8613,307.342
0.1387,307.342
0.5507,307.342
0.4493,307.342
0.4025,307.342
0.5975,307.342
0.3433,307.342
0.6567,307.342
0.2479,307.342
0.7521,307.342
0.0832,307.342
0.9168,307.342
0.0992,302.993
0.9008,302.993
0.1997,302.993
0.8003,302.993
0.3013,302.993
0.6987,302.993
0.4024,302.993
0.5976,302.993
0.504,302.993
0.496,302.993
0.5997,302.993
0.4003,302.993
0.7035,302.993
0.2965,302.993
0.7997,302.993
0.2003,302.993
0.9018,302.993
0.0982,302.993
0.0992,312.99
0.9008,312.99
0.1997,312.99
0.8003,312.99
0.3013,312.99
0.6987,312.99
0.4024,312.99
0.5976,312.99
0.504,312.99
0.496,312.99
0.5997,312.99
0.4003,312.99
0.7035,312.99
0.2965,312.99
0.7997,312.99
0.2003,312.99
0.9018,312.99
0.0982,312.99
0.0992,322.987
0.9008,322.987
0.1997,322.987
0.8003,322.987
0.3013,322.987
0.6987,322.987
0.4024,322.987
0.5976,322.987
0.504,322.987
0.496,322.987
0.5997,322.987
0.4003,322.987
0.7035,322.987
0.2965,322.987
0.7997,322.987
0.2003,322.987
0.9018,322.987
0.0982,322.987
0.8744,307.342
0.1256,307.342
0.6734,307.342
0.3266,307.342
0.5825,307.342
0.4175,307.342
0.4419,307.342
0.5581,307.342
0.3787,307.342
0.6213,307.342
0.2867,307.342
0.7133,307.342
0.1981,307.342
0.8019,307.342
0.0965,307.342
0.9035,307.342
0.9088,293.145
0.0912,293.145
0.8092,293.145
0.1908,293.145
0.7026,293.145
0.2974,293.145
0.6129,293.145
0.3871,293.145
0.4821,293.145
0.5179,293.145
0.3888,293.145
0.6112,293.145
0.3088,293.145
0.6912,293.145
0.2187,293.145
0.7813,293.145
0.1126,293.145
0.8874,293.145
0.8808,293.145
0.1192,293.145
0.7935,293.145
0.2065,293.145
0.6981,293.145
0.3019,293.145
0.6142,293.145
0.3858,293.145
0.5239,293.145
0.4761,293.145
0.3939,293.145
0.6061,293.145
0.2888,293.145
0.7112,293.145
0.2015,293.145
0.7985,293.145
0.1088,293.145
0.8912,293.145
0.8949,298.15
0.1051,298.15
0.7988,298.15
0.2012,298.15
0.6978,298.15
0.3022,298.15
0.5969,298.15
0.4031,298.15
0.5013,298.15
0.4987,298.15
0.8949,313.15
0.1051,313.15
0.7988,313.15
0.2012,313.15
0.6978,313.15
0.3022,313.15
0.5969,313.15
0.4031,313.15
0.5013,313.15
0.4987,313.15
0.8999,298.15
0.1001,298.15
0.7993,298.15
0.2007,298.15
0.6995,298.15
0.3005,298.15
0.6004,298.15
0.3996,298.15
0.5015,298.15
0.4985,298.15
0.4002,298.15
0.5998,298.15
0.3013,298.15
0.6987,298.15
0.1988,298.15
0.8012,298.15
0.0989,298.15
0.9011,298.15
0.8999,303.15
0.1001,303.15
0.7993,303.15
0.2007,303.15
0.6995,303.15
0.3005,303.15
0.6004,303.15
0.3996,303.15
0.5015,303.15
0.4985,303.15
0.4002,303.15
0.5998,303.15
0.3013,303.15
0.6987,303.15
0.1988,303.15
0.8012,303.15
0.0989,303.15
0.9011,303.15
0.8999,308.15
0.1001,308.15
0.7993,308.15
0.2007,308.15
0.6995,308.15
0.3005,308.15
0.6004,308.15
0.3996,308.15
0.5015,308.15
0.4985,308.15
0.4002,308.15
0.5998,308.15
0.3013,308.15
0.6987,308.15
0.1988,308.15
0.8012,308.15
0.0989,308.15
0.9011,308.15
0.6472,293
0.3528,293
0.4496,293
0.5504,293
0.3225,293
0.6775,293
0.2343,293
0.7657,293
0.1695,293
0.8305,293
0.1198,293
0.8802,293
0.0805,293
0.9195,293
0.0448,293
0.9552,293
0.0222,293
0.9778,293
0.6472,303
0.3528,303
0.4496,303
0.5504,303
0.3225,303
0.6775,303
0.2343,303
0.7657,303
0.1695,303
0.8305,303
0.1198,303
0.8802,303
0.0805,303
0.9195,303
0.0448,303
0.9552,303
0.0222,303
0.9778,303
0.6472,313
0.3528,313
0.3225,313
0.6775,313
0.2343,313
0.7657,313
0.1695,313
0.8305,313
0.1198,313
0.8802,313
0.0805,313
0.9195,313
0.0448,313
0.9552,313
0.0222,313
0.9778,313
0.114,293.145
0.886,293.145
0.2198,293.145
0.7802,293.145
0.3257,293.145
0.6743,293.145
0.4383,293.145
0.5617,293.145
0.542,293.145
0.458,293.145
0.6615,293.145
0.3385,293.145
0.7764,293.145
0.2236,293.145
0.882,293.145
0.118,293.145
0.1101,298.144
0.8899,298.144
0.2223,298.144
0.7777,298.144
0.3227,298.144
0.6773,298.144
0.4226,298.144
0.5774,298.144
0.5207,298.144
0.4793,298.144
0.6643,298.144
0.3357,298.144
0.772,298.144
0.228,298.144
0.8925,298.144
0.1075,298.144
0.117,303.143
0.883,303.143
0.2219,303.143
0.7781,303.143
0.3366,303.143
0.6634,303.143
0.4539,303.143
0.5461,303.143
0.5398,303.143
0.4602,303.143
0.6572,303.143
0.3428,303.143
0.7877,303.143
0.2123,303.143
0.9122,303.143
0.0878,303.143
0.1242,303.15
0.8758,303.15
0.2292,303.15
0.7708,303.15
0.3268,303.15
0.6732,303.15
0.4121,303.15
0.5879,303.15
0.5347,303.15
0.4653,303.15
0.6445,303.15
0.3555,303.15
0.7365,303.15
0.2635,303.15
0.8431,303.15
0.1569,303.15
0.607843,288.141
0.392157,288.141
0.50495,288.141
0.49505,288.141
0.674267,288.141
0.325733,288.141
0.721448,288.141
0.278552,288.141
0.756691,288.141
0.243309,288.141
0.425287,288.141
0.574713,288.141
0.2,293.138
0.8,293.138
0.4,293.138
0.6,293.138
0.6,293.138
0.4,293.138
0.8,293.138
0.2,293.138
0.2,313.13
0.8,313.13
0.4,313.13
0.6,313.13
0.6,313.13
0.4,313.13
0.8,313.13
0.2,313.13
0.2,333.124
0.8,333.124
0.4,333.124
0.6,333.124
0.6,333.124
0.4,333.124
0.8,333.124
0.2,333.124
0.9315,303.143
0.0685,303.143
0.8526,303.143
0.1474,303.143
0.7447,303.143
0.2553,303.143
0.672,303.143
0.328,303.143
0.5753,303.143
0.4247,303.143
0.4803,303.143
0.5197,303.143
0.3893,303.143
0.6107,303.143
0.3007,303.143
0.6993,303.143
0.2054,303.143
0.7946,303.143
0.1181,303.143
0.8819,303.143
0.0593,303.143
0.9407,303.143
0.1475,303.15
0.8525,303.15
0.2127,303.15
0.7873,303.15
0.2918,303.15
0.7082,303.15
0.3842,303.15
0.6158,303.15
0.5074,303.15
0.4926,303.15
0.6083,303.15
0.3917,303.15
0.7064,303.15
0.2936,303.15
0.8686,303.15
0.1314,303.15
0.8689,303.15
0.1311,303.15
0.7717,303.15
0.2283,303.15
0.6863,303.15
0.3137,303.15
0.5723,303.15
0.4277,303.15
0.4747,303.15
0.5253,303.15
0.3756,303.15
0.6244,303.15
0.2884,303.15
0.7116,303.15
0.1982,303.15
0.8018,303.15
0.0851,303.15
0.9149,303.15
0.9414,298.15
0.0586,298.15
0.8304,298.15
0.1696,298.15
0.7579,298.15
0.2421,298.15
0.6487,298.15
0.3513,298.15
0.5445,298.15
0.4555,298.15
0.5013,298.15
0.4987,298.15
0.4485,298.15
0.5515,298.15
0.3485,298.15
0.6515,298.15
0.2513,298.15
0.7487,298.15
0.1505,298.15
0.8495,298.15
0.0442,298.15
0.9558,298.15
0.9414,308.15
0.0586,308.15
0.8304,308.15
0.1696,308.15
0.7579,308.15
0.2421,308.15
0.6487,308.15
0.3513,308.15
0.5445,308.15
0.4555,308.15
0.5013,308.15
0.4987,308.15
0.4485,308.15
0.5515,308.15
0.3485,308.15
0.6515,308.15
0.2513,308.15
0.7487,308.15
0.1505,308.15
0.8495,308.15
0.0442,308.15
0.9558,308.15
0.1128,303.15
0.8872,303.15
0.2313,303.15
0.7687,303.15
0.3808,303.15
0.6192,303.15
0.4933,303.15
0.5067,303.15
0.5377,303.15
0.4623,303.15
0.6473,303.15
0.3527,303.15
0.7388,303.15
0.2612,303.15
0.8447,303.15
0.1553,303.15
0.9229,303.15
0.0771,303.15
0.9763,363.123
0.0237,363.123
0.964,363.123
0.036,363.123
0.944,363.123
0.056,363.123
0.9185,363.123
0.0815,363.123
0.913,363.123
0.087,363.123
0.8708,363.123
0.1292,363.123
0.8278,363.123
0.1722,363.123
0.7442,363.123
0.2558,363.123
0.6784,363.123
0.3216,363.123
0.6019,363.123
0.3981,363.123
0.5248,363.123
0.4752,363.123
0.4709,363.123
0.5291,363.123
0.329,363.123
0.671,363.123
0.2116,363.123
0.7884,363.123
0.1054,363.123
0.8946,363.123
0.2634,303.134
0.7366,303.134
0.2634,368.123
0.7366,368.123
0.4184,303.134
0.5816,303.134
0.4184,328.125
0.5816,328.125
0.4184,368.123
0.5816,368.123
0.8282,303.134
0.1718,303.134
0.8282,328.125
0.1718,328.125
0.8282,348.123
0.1718,348.123
0.8282,368.123
0.1718,368.123
0.888,303.134
0.112,303.134
0.888,328.125
0.112,328.125
0.888,348.123
0.112,348.123
0.888,368.123
0.112,368.123
0.9417,303.134
0.0583,303.134
0.9417,348.123
0.0583,348.123
0.9417,368.123
0.0583,368.123
0.0584,293.15
0.9416,293.15
0.1021,293.15
0.8979,293.15
0.2065,293.15
0.7935,293.15
0.3044,293.15
0.6956,293.15
0.3937,293.15
0.6063,293.15
0.5027,293.15
0.4973,293.15
0.5946,293.15
0.4054,293.15
0.6979,293.15
0.3021,293.15
0.8028,293.15
0.1972,293.15
0.899,293.15
0.101,293.15
0.0499,298.15
0.9501,298.15
0.091,298.15
0.909,298.15
0.1548,298.15
0.8452,298.15
0.2566,298.15
0.7434,298.15
0.3472,298.15
0.6528,298.15
0.4447,298.15
0.5553,298.15
0.5437,298.15
0.4563,298.15
0.6408,298.15
0.3592,298.15
0.7612,298.15
0.2388,298.15
0.8747,298.15
0.1253,298.15
0.0440054,308.15
0.955995,308.15
0.103155,308.15
0.896845,308.15
0.200787,308.15
0.799213,308.15
0.294066,308.15
0.705934,308.15
0.398315,308.15
0.601685,308.15
0.051672,313.15
0.948328,313.15
0.103751,313.15
0.896249,313.15
0.19861,313.15
0.80139,313.15
0.298913,313.15
0.701087,313.15
0.402325,313.15
0.597675,313.15
0.495567,308.15
0.504433,308.15
0.600296,308.15
0.399704,308.15
0.697375,308.15
0.302625,308.15
0.801864,308.15
0.198136,308.15
0.897861,308.15
0.102139,308.15
0.494148,313.15
0.505852,313.15
0.593991,313.15
0.406009,313.15
0.694683,313.15
0.305317,313.15
0.80027,313.15
0.19973,313.15
0.897523,313.15
0.102477,313.15
0.9094,308.15
0.0906,308.15
0.9094,313.15
0.0906,313.15
0.8045,308.15
0.1955,308.15
0.8045,313.15
0.1955,313.15
0.6992,308.15
0.3008,308.15
0.6992,313.15
0.3008,313.15
0.6047,308.15
0.3953,308.15
0.6047,313.15
0.3953,313.15
0.5045,308.15
0.4955,308.15
0.5045,313.15
0.4955,313.15
0.4076,308.15
0.5924,308.15
0.4076,313.15
0.5924,313.15
0.3279,308.15
0.6721,308.15
0.3279,313.15
0.6721,313.15
0.1975,308.15
0.8025,308.15
0.1975,313.15
0.8025,313.15
0.1015,308.15
0.8985,308.15
0.1015,313.15
0.8985,313.15
0.0645,293.15
0.9355,293.15
0.1056,293.15
0.8944,293.15
0.2082,293.15
0.7918,293.15
0.3004,293.15
0.6996,293.15
0.4037,293.15
0.5963,293.15
0.5002,293.15
0.4998,293.15
0.6005,293.15
0.3995,293.15
0.7015,293.15
0.2985,293.15
0.8023,293.15
0.1977,293.15
0.9009,293.15
0.0991,293.15
0.0551,298.15
0.9449,298.15
0.0887,298.15
0.9113,298.15
0.1959,298.15
0.8041,298.15
0.2789,298.15
0.7211,298.15
0.3802,298.15
0.6198,298.15
0.4701,298.15
0.5299,298.15
0.5707,298.15
0.4293,298.15
0.6854,298.15
0.3146,298.15
0.7805,298.15
0.2195,298.15
0.8895,298.15
0.1105,298.15
0.0526763,308.15
0.947324,308.15
0.0995032,308.15
0.900497,308.15
0.204986,308.15
0.795014,308.15
0.291306,308.15
0.708694,308.15
0.402044,308.15
0.597956,308.15
0.0509145,313.15
0.949086,313.15
0.0924077,313.15
0.907592,313.15
0.203315,313.15
0.796685,313.15
0.30028,313.15
0.69972,313.15
0.406336,313.15
0.593664,313.15
0.49853,308.15
0.50147,308.15
0.594413,308.15
0.405587,308.15
0.696976,308.15
0.303024,308.15
0.797914,308.15
0.202086,308.15
0.898091,308.15
0.101909,308.15
0.510427,313.15
0.489573,313.15
0.598799,313.15
0.401201,313.15
0.701494,313.15
0.298506,313.15
0.799916,313.15
0.200084,313.15
0.898921,313.15
0.101079,313.15
0.763136,298.136
0.236864,298.136
0.57383,298.136
0.42617,298.136
0.349456,298.136
0.650544,298.136
0.210966,298.136
0.789034,298.136
0.0997623,298.136
0.900238,298.136
0.89888,298.144
0.10112,298.144
0.80389,298.144
0.19611,298.144
0.68749,298.144
0.31251,298.144
0.5989,298.144
0.4011,298.144
0.50704,298.144
0.49296,298.144
0.40265,298.144
0.59735,298.144
0.29896,298.144
0.70104,298.144
0.19854,298.144
0.80146,298.144
0.10168,298.144
0.89832,298.144
0.89888,303.143
0.10112,303.143
0.80389,303.143
0.19611,303.143
0.68749,303.143
0.31251,303.143
0.5989,303.143
0.4011,303.143
0.50704,303.143
0.49296,303.143
0.40265,303.143
0.59735,303.143
0.29896,303.143
0.70104,303.143
0.19854,303.143
0.80146,303.143
0.10168,303.143
0.89832,303.143
0.89888,308.142
0.10112,308.142
0.80389,308.142
0.19611,308.142
0.68749,308.142
0.31251,308.142
0.5989,308.142
0.4011,308.142
0.50704,308.142
0.49296,308.142
0.40265,308.142
0.59735,308.142
0.29896,308.142
0.70104,308.142
0.19854,308.142
0.80146,308.142
0.10168,308.142
0.89832,308.142
0.89888,313.14
0.10112,313.14
0.80389,313.14
0.19611,313.14
0.68749,313.14
0.31251,313.14
0.5989,313.14
0.4011,313.14
0.50704,313.14
0.49296,313.14
0.40265,313.14
0.59735,313.14
0.29896,313.14
0.70104,313.14
0.19854,313.14
0.80146,313.14
0.10168,313.14
0.89832,313.14
0.9522,298.15
0.0478,298.15
0.9522,308.15
0.0478,308.15
0.8506,298.15
0.1494,298.15
0.8506,308.15
0.1494,308.15
0.751,298.15
0.249,298.15
0.751,308.15
0.249,308.15
0.652,298.15
0.348,298.15
0.652,308.15
0.348,308.15
0.5531,298.15
0.4469,298.15
0.5531,308.15
0.4469,308.15
0.499,298.15
0.501,298.15
0.499,308.15
0.501,308.15
0.4512,298.15
0.5488,298.15
0.4512,308.15
0.5488,308.15
0.3532,298.15
0.6468,298.15
0.3532,308.15
0.6468,308.15
0.2635,298.15
0.7365,298.15
0.2635,308.15
0.7365,308.15
0.1317,298.15
0.8683,298.15
0.1317,308.15
0.8683,308.15
0.0329,298.15
0.9671,298.15
0.0329,308.15
0.9671,308.15
0.1024,288.15
0.8976,288.15
0.205,288.15
0.795,288.15
0.3107,288.15
0.6893,288.15
0.4031,288.15
0.5969,288.15
0.4615,288.15
0.5385,288.15
0.5069,288.15
0.4931,288.15
0.5564,288.15
0.4436,288.15
0.614,288.15
0.386,288.15
0.7101,288.15
0.2899,288.15
0.8103,288.15
0.1897,288.15
0.908,288.15
0.092,288.15
0.1024,293.15
0.8976,293.15
0.205,293.15
0.795,293.15
0.3107,293.15
0.6893,293.15
0.4031,293.15
0.5969,293.15
0.4615,293.15
0.5385,293.15
0.5069,293.15
0.4931,293.15
0.5564,293.15
0.4436,293.15
0.614,293.15
0.386,293.15
0.7101,293.15
0.2899,293.15
0.8103,293.15
0.1897,293.15
0.908,293.15
0.092,293.15
0.1024,298.15
0.8976,298.15
0.205,298.15
0.795,298.15
0.3107,298.15
0.6893,298.15
0.4031,298.15
0.5969,298.15
0.4615,298.15
0.5385,298.15
0.5069,298.15
0.4931,298.15
0.5564,298.15
0.4436,298.15
0.614,298.15
0.386,298.15
0.7101,298.15
0.2899,298.15
0.8103,298.15
0.1897,298.15
0.908,298.15
0.092,298.15
0.1024,303.15
0.8976,303.15
0.205,303.15
0.795,303.15
0.3107,303.15
0.6893,303.15
0.4031,303.15
0.5969,303.15
0.4615,303.15
0.5385,303.15
0.5069,303.15
0.4931,303.15
0.5564,303.15
0.4436,303.15
0.614,303.15
0.386,303.15
0.7101,303.15
0.2899,303.15
0.8103,303.15
0.1897,303.15
0.908,303.15
0.092,303.15
0.1024,308.15
0.8976,308.15
0.205,308.15
0.795,308.15
0.3107,308.15
0.6893,308.15
0.4031,308.15
0.5969,308.15
0.4615,308.15
0.5385,308.15
0.5069,308.15
0.4931,308.15
0.5564,308.15
0.4436,308.15
0.614,308.15
0.386,308.15
0.7101,308.15
0.2899,308.15
0.8103,308.15
0.1897,308.15
0.908,308.15
0.092,308.15
0.1024,313.15
0.8976,313.15
0.205,313.15
0.795,313.15
0.3107,313.15
0.6893,313.15
0.4031,313.15
0.5969,313.15
0.4615,313.15
0.5385,313.15
0.5069,313.15
0.4931,313.15
0.5564,313.15
0.4436,313.15
0.614,313.15
0.386,313.15
0.7101,313.15
0.2899,313.15
0.8103,313.15
0.1897,313.15
0.908,313.15
0.092,313.15
0.1024,318.15
0.8976,318.15
0.205,318.15
0.795,318.15
0.3107,318.15
0.6893,318.15
0.4031,318.15
0.5969,318.15
0.4615,318.15
0.5385,318.15
0.5069,318.15
0.4931,318.15
0.5564,318.15
0.4436,318.15
0.614,318.15
0.386,318.15
0.7101,318.15
0.2899,318.15
0.8103,318.15
0.1897,318.15
0.908,318.15
0.092,318.15
0.0579,293.15
0.9421,293.15
0.1088,293.15
0.8912,293.15
0.2078,293.15
0.7922,293.15
0.3046,293.15
0.6954,293.15
0.4047,293.15
0.5953,293.15
0.4968,293.15
0.5032,293.15
0.5992,293.15
0.4008,293.15
0.6996,293.15
0.3004,293.15
0.7994,293.15
0.2006,293.15
0.9031,293.15
0.0969,293.15
0.0519,298.15
0.9481,298.15
0.1005,298.15
0.8995,298.15
0.2019,298.15
0.7981,298.15
0.3037,298.15
0.6963,298.15
0.406,298.15
0.594,298.15
0.5113,298.15
0.4887,298.15
0.6106,298.15
0.3894,298.15
0.705,298.15
0.295,298.15
0.8021,298.15
0.1979,298.15
0.8957,298.15
0.1043,298.15
0.1596,298.15
0.8404,298.15
0.3625,298.15
0.6375,298.15
0.5161,298.15
0.4839,298.15
0.65,298.15
0.35,298.15
0.8451,298.15
0.1549,298.15
0.049464,308.15
0.950536,308.15
0.0965127,308.15
0.903487,308.15
0.196344,308.15
0.803656,308.15
0.297848,308.15
0.702152,308.15
0.392985,308.15
0.607015,308.15
0.0431883,313.15
0.956812,313.15
0.100829,313.15
0.899171,313.15
0.202085,313.15
0.797915,313.15
0.299332,313.15
0.700668,313.15
0.393558,313.15
0.606442,313.15
0.496171,308.15
0.503829,308.15
0.596406,308.15
0.403594,308.15
0.698111,308.15
0.301889,308.15
0.798748,308.15
0.201252,308.15
0.897875,308.15
0.102125,308.15
0.494698,313.15
0.505302,313.15
0.593126,313.15
0.406874,313.15
0.695914,313.15
0.304086,313.15
0.800898,313.15
0.199102,313.15
0.896214,313.15
0.103786,313.15
0.1267,303.15
0.8733,303.15
0.2458,303.15
0.7542,303.15
0.3587,303.15
0.6413,303.15
0.4651,303.15
0.5349,303.15
0.5662,303.15
0.4338,303.15
0.6617,303.15
0.3383,303.15
0.7527,303.15
0.2473,303.15
0.8392,303.15
0.1608,303.15
0.9206,303.15
0.0794,303.15
0.1267,323.15
0.8733,323.15
0.2458,323.15
0.7542,323.15
0.3587,323.15
0.6413,323.15
0.4651,323.15
0.5349,323.15
0.5662,323.15
0.4338,323.15
0.6617,323.15
0.3383,323.15
0.7527,323.15
0.2473,323.15
0.8392,323.15
0.1608,323.15
0.9206,323.15
0.0794,323.15
0.7448,303.143
0.2552,303.143
0.6608,303.143
0.3392,303.143
0.5392,303.143
0.4608,303.143
0.4241,303.143
0.5759,303.143
0.3166,303.143
0.6834,303.143
0.2552,303.143
0.7448,303.143
0.1605,303.143
0.8395,303.143
0.8498,303.143
0.1502,303.143
0.7388,303.143
0.2612,303.143
0.6255,303.143
0.3745,303.143
0.5285,303.143
0.4715,303.143
0.4334,303.143
0.5666,303.143
0.3572,303.143
0.6428,303.143
0.3095,303.143
0.6905,303.143
0.2471,303.143
0.7529,303.143
0.1624,303.143
0.8376,303.143
0.0664,303.143
0.9336,303.143
0.8966,298.15
0.1034,298.15
0.7938,298.15
0.2062,298.15
0.6921,298.15
0.3079,298.15
0.5907,298.15
0.4093,298.15
0.4905,298.15
0.5095,298.15
0.3908,298.15
0.6092,298.15
0.2917,298.15
0.7083,298.15
0.194,298.15
0.806,298.15
0.0962,298.15
0.9038,298.15
0.5229,298.15
0.4771,298.15
0.5141,298.15
0.4859,298.15
0.5047,298.15
0.4953,298.15
0.5017,298.15
0.4983,298.15
0.5004,298.15
0.4996,298.15
0.4955,298.15
0.5045,298.15
0.4894,298.15
0.5106,298.15
0.4821,298.15
0.5179,298.15
0.4788,298.15
0.5212,298.15
0.4672,298.15
0.5328,298.15
0.4592,298.15
0.5408,298.15
0.45,298.15
0.55,298.15
0.439,298.15
0.561,298.15
0.421,298.15
0.579,298.15
0.397,298.15
0.603,298.15
0.9099,308.15
0.0901,308.15
0.8051,308.15
0.1949,308.15
0.701,308.15
0.299,308.15
0.6041,308.15
0.3959,308.15
0.5164,308.15
0.4836,308.15
0.4191,308.15
0.5809,308.15
0.3191,308.15
0.6809,308.15
0.208,308.15
0.792,308.15
0.1116,308.15
0.8884,308.15
0.9099,313.15
0.0901,313.15
0.8051,313.15
0.1949,313.15
0.701,313.15
0.299,313.15
0.6041,313.15
0.3959,313.15
0.5164,313.15
0.4836,313.15
0.4191,313.15
0.5809,313.15
0.3191,313.15
0.6809,313.15
0.208,313.15
0.792,313.15
0.1116,313.15
0.8884,313.15
0.2213,293.145
0.7787,293.145
0.3198,293.145
0.6802,293.145
0.3686,293.145
0.6314,293.145
0.6577,293.145
0.3423,293.145
0.9734,293.145
0.0266,293.145
0.2213,298.144
0.7787,298.144
0.2781,298.144
0.7219,298.144
0.3198,298.144
0.6802,298.144
0.3686,298.144
0.6314,298.144
0.4987,298.144
0.5013,298.144
0.6577,298.144
0.3423,298.144
0.6782,298.144
0.3218,298.144
0.8284,298.144
0.1716,298.144
0.9039,298.144
0.0961,298.144
0.9585,298.144
0.0415,298.144
0.9734,298.144
0.0266,298.144
0.989,298.144
0.011,298.144
0.8969,308.15
0.1031,308.15
0.8969,313.15
0.1031,313.15
0.784,308.15
0.216,308.15
0.784,313.15
0.216,313.15
0.702,308.15
0.298,308.15
0.702,313.15
0.298,313.15
0.614,308.15
0.386,308.15
0.614,313.15
0.386,313.15
0.5179,308.15
0.4821,308.15
0.5179,313.15
0.4821,313.15
0.4136,308.15
0.5864,308.15
0.4136,313.15
0.5864,313.15
0.3048,308.15
0.6952,308.15
0.3048,313.15
0.6952,313.15
0.2169,308.15
0.7831,308.15
0.2169,313.15
0.7831,313.15
0.0936,308.15
0.9064,308.15
0.0936,313.15
0.9064,313.15
0.0411,302.993
0.9589,302.993
0.1605,302.993
0.8395,302.993
0.3113,302.993
0.6887,302.993
0.4874,302.993
0.5126,302.993
0.6192,302.993
0.3808,302.993
0.7463,302.993
0.2537,302.993
0.8614,302.993
0.1386,302.993
0.9174,302.993
0.0826,302.993
0.973,302.993
0.027,302.993
0.0997,308.15
0.9003,308.15
0.1951,308.15
0.8049,308.15
0.3032,308.15
0.6968,308.15
0.3904,308.15
0.6096,308.15
0.4868,308.15
0.5132,308.15
0.5898,308.15
0.4102,308.15
0.6919,308.15
0.3081,308.15
0.8003,308.15
0.1997,308.15
0.888,308.15
0.112,308.15
0.0997,313.15
0.9003,313.15
0.1951,313.15
0.8049,313.15
0.3032,313.15
0.6968,313.15
0.3904,313.15
0.6096,313.15
0.4868,313.15
0.5132,313.15
0.5898,313.15
0.4102,313.15
0.6919,313.15
0.3081,313.15
0.8003,313.15
0.1997,313.15
0.888,313.15
0.112,313.15
0.18812,298.144
0.81188,298.144
0.26752,298.144
0.73248,298.144
0.3466,298.144
0.6534,298.144
0.42465,298.144
0.57535,298.144
0.50944,298.144
0.49056,298.144
0.59556,298.144
0.40444,298.144
0.68494,298.144
0.31506,298.144
0.77224,298.144
0.22776,298.144
0.84794,298.144
0.15206,298.144
0.91783,298.144
0.08217,298.144
0.1857,298.15
0.8143,298.15
0.2987,298.15
0.7013,298.15
0.3979,298.15
0.6021,298.15
0.4996,298.15
0.5004,298.15
0.5993,298.15
0.4007,298.15
0.701,298.15
0.299,298.15
0.8004,298.15
0.1996,298.15
0.9,298.15
0.1,298.15
0.1857,303.15
0.8143,303.15
0.2987,303.15
0.7013,303.15
0.3979,303.15
0.6021,303.15
0.4996,303.15
0.5004,303.15
0.5993,303.15
0.4007,303.15
0.701,303.15
0.299,303.15
0.8004,303.15
0.1996,303.15
0.9,303.15
0.1,303.15
0.1857,313.15
0.8143,313.15
0.2987,313.15
0.7013,313.15
0.3979,313.15
0.6021,313.15
0.4996,313.15
0.5004,313.15
0.5993,313.15
0.4007,313.15
0.701,313.15
0.299,313.15
0.8004,313.15
0.1996,313.15
0.9,313.15
0.1,313.15
0.0997,323.15
0.9003,323.15
0.1857,323.15
0.8143,323.15
0.2987,323.15
0.7013,323.15
0.3979,323.15
0.6021,323.15
0.4996,323.15
0.5004,323.15
0.5993,323.15
0.4007,323.15
0.701,323.15
0.299,323.15
0.8004,323.15
0.1996,323.15
0.9,323.15
0.1,323.15
0.0997,333.15
0.9003,333.15
0.1857,333.15
0.8143,333.15
0.2987,333.15
0.7013,333.15
0.3979,333.15
0.6021,333.15
0.4996,333.15
0.5004,333.15
0.5993,333.15
0.4007,333.15
0.701,333.15
0.299,333.15
0.8004,333.15
0.1996,333.15
0.9,333.15
0.1,333.15
0.0997,343.15
0.9003,343.15
0.1857,343.15
0.8143,343.15
0.2987,343.15
0.7013,343.15
0.3979,343.15
0.6021,343.15
0.4996,343.15
0.5004,343.15
0.5993,343.15
0.4007,343.15
0.701,343.15
0.299,343.15
0.8004,343.15
0.1996,343.15
0.9,343.15
0.1,343.15
0.0997,353.15
0.9003,353.15
0.1857,353.15
0.8143,353.15
0.2987,353.15
0.7013,353.15
0.3979,353.15
0.6021,353.15
0.4996,353.15
0.5004,353.15
0.5993,353.15
0.4007,353.15
0.701,353.15
0.299,353.15
0.8004,353.15
0.1996,353.15
0.9,353.15
0.1,353.15
0.8862,298.144
0.1138,298.144
0.7968,298.144
0.2032,298.144
0.7204,298.144
0.2796,298.144
0.6681,298.144
0.3319,298.144
0.5956,298.144
0.4044,298.144
0.5635,298.144
0.4365,298.144
0.5017,298.144
0.4983,298.144
0.382,298.144
0.618,298.144
0.3066,298.144
0.6934,298.144
0.2685,298.144
0.7315,298.144
0.1964,298.144
0.8036,298.144
0.1034,298.144
0.8966,298.144
0.0708,298.144
0.9292,298.144
0.0257,298.144
0.9743,298.144
0.9356,308.15
0.0644,308.15
0.8783,308.15
0.1217,308.15
0.8067,308.15
0.1933,308.15
