molfrac,T
0.0442,308.15
0.9558,308.15
0.7414,293.15
0.2586,293.15
0.7,293.15
0.3,293.15
0.5136,293.15
0.4864,293.15
0.5031,293.15
0.4969,293.15
0.3223,293.15
0.6777,293.15
0.2389,293.15
0.7611,293.15
0.1526,293.15
0.8474,293.15
0.9205,293.15
0.7414,298.15
0.2586,298.15
0.7,298.15
0.3,298.15
0.5136,298.15
0.4864,298.15
0.5031,298.15
0.4969,298.15
0.3223,298.15
0.6777,298.15
0.2389,298.15
0.7611,298.15
0.1526,298.15
0.8474,298.15
0.9205,298.15
0.7414,303.15
0.2586,303.15
0.7,303.15
0.3,303.15
0.5136,303.15
0.4864,303.15
0.5031,303.15
0.4969,303.15
0.3223,303.15
0.6777,303.15
0.2389,303.15
0.7611,303.15
0.1526,303.15
0.8474,303.15
0.9205,303.15
0.0358,298.15
0.9642,298.15
0.0726,298.15
0.9274,298.15
0.1106,298.15
0.8894,298.15
0.1498,298.15
0.8502,298.15
0.1903,298.15
0.8097,298.15
0.232,298.15
0.768,298.15
0.2752,298.15
0.7248,298.15
0.3197,298.15
0.6803,298.15
0.3658,298.15
0.6342,298.15
0.4135,298.15
0.5865,298.15
0.4628,298.15
0.5372,298.15
0.514,298.15
0.486,298.15
0.567,298.15
0.433,298.15
0.6219,298.15
0.3781,298.15
0.679,298.15
0.321,298.15
0.7382,298.15
0.2618,298.15
0.7998,298.15
0.2002,298.15
0.8638,298.15
0.1362,298.15
0.9305,298.15
0.0695,298.15
0.0358,303.15
0.9642,303.15
0.0726,303.15
0.9274,303.15
0.1106,303.15
0.8894,303.15
0.1498,303.15
0.8502,303.15
0.1903,303.15
0.8097,303.15
0.232,303.15
0.768,303.15
0.2752,303.15
0.7248,303.15
0.3197,303.15
0.6803,303.15
0.3658,303.15
0.6342,303.15
0.4135,303.15
0.5865,303.15
0.4628,303.15
0.5372,303.15
0.514,303.15
0.486,303.15
0.567,303.15
0.433,303.15
0.6219,303.15
0.3781,303.15
0.679,303.15
0.321,303.15
0.7382,303.15
0.2618,303.15
0.7998,303.15
0.2002,303.15
0.8638,303.15
0.1362,303.15
0.9305,303.15
0.0695,303.15
0.0358,308.15
0.9642,308.15
0.0726,308.15
0.9274,308.15
0.1106,308.15
0.8894,308.15
0.1498,308.15
0.8502,308.15
0.1903,308.15
0.8097,308.15
0.232,308.15
0.768,308.15
0.2752,308.15
0.7248,308.15
0.3197,308.15
0.6803,308.15
0.3658,308.15
0.6342,308.15
0.4135,308.15
0.5865,308.15
0.4628,308.15
0.5372,308.15
0.514,308.15
0.486,308.15
0.567,308.15
0.433,308.15
0.0358,313.15
0.9642,313.15
0.0726,313.15
0.9274,313.15
0.1106,313.15
0.8894,313.15
0.1498,313.15
0.8502,313.15
0.1903,313.15
0.8097,313.15
0.232,313.15
0.768,313.15
0.2752,313.15
0.7248,313.15
0.3197,313.15
0.6803,313.15
0.3658,313.15
0.6342,313.15
0.4135,313.15
0.5865,313.15
0.4628,313.15
0.5372,313.15
0.514,313.15
0.486,313.15
0.567,313.15
0.433,313.15
0.0358,318.15
0.9642,318.15
0.0726,318.15
0.9274,318.15
0.1106,318.15
0.8894,318.15
0.1498,318.15
0.8502,318.15
0.1903,318.15
0.8097,318.15
0.232,318.15
0.768,318.15
0.2752,318.15
0.7248,318.15
0.3197,318.15
0.6803,318.15
0.3658,318.15
0.6342,318.15
0.4135,318.15
0.5865,318.15
0.4628,318.15
0.5372,318.15
0.514,318.15
0.486,318.15
0.567,318.15
0.433,318.15
0.6219,318.15
0.3781,318.15
0.679,318.15
0.321,318.15
0.7382,318.15
0.2618,318.15
0.7998,318.15
0.2002,318.15
0.8638,318.15
0.1362,318.15
0.9305,318.15
0.0695,318.15
0.899,298.15
0.101,298.15
0.802,298.15
0.198,298.15
0.701,298.15
0.299,298.15
0.602,298.15
0.398,298.15
0.5,298.15
0.5,298.15
0.399,298.15
0.601,298.15
0.3,298.15
0.7,298.15
0.2,298.15
0.8,298.15
0.15,298.15
0.85,298.15
0.1,293.15
0.9,293.15
0.2,293.15
0.8,293.15
0.3,293.15
0.7,293.15
0.4,293.15
0.6,293.15
0.5,293.15
0.5,293.15
0.6,293.15
0.4,293.15
0.7,293.15
0.3,293.15
0.8,293.15
0.2,293.15
0.1,298.15
0.9,298.15
0.2,298.15
0.8,298.15
0.3,298.15
0.7,298.15
0.4,298.15
0.6,298.15
0.5,298.15
0.5,298.15
0.6,298.15
0.4,298.15
0.7,298.15
0.3,298.15
0.8,298.15
0.2,298.15
0.9,298.15
0.1,298.15
0.1,303.15
0.9,303.15
0.2,303.15
0.8,303.15
0.3,303.15
0.7,303.15
0.4,303.15
0.6,303.15
0.5,303.15
0.5,303.15
0.6,303.15
0.4,303.15
0.7,303.15
0.3,303.15
0.8,303.15
0.2,303.15
0.9,303.15
0.1,303.15
0.1,308.15
0.9,308.15
0.2,308.15
0.8,308.15
0.3,308.15
0.7,308.15
0.4,308.15
0.6,308.15
0.5,308.15
0.5,308.15
0.6,308.15
0.4,308.15
0.7,308.15
0.3,308.15
0.8,308.15
0.2,308.15
0.9,308.15
0.1,308.15
0.1,313.15
0.9,313.15
0.2,313.15
0.8,313.15
0.3,313.15
0.7,313.15
0.4,313.15
0.6,313.15
0.5,313.15
0.5,313.15
0.6,313.15
0.4,313.15
0.7,313.15
0.3,313.15
0.8,313.15
0.2,313.15
0.9,313.15
0.1,313.15
0.1,318.15
0.9,318.15
0.2,318.15
0.8,318.15
0.3,318.15
0.7,318.15
0.4,318.15
0.6,318.15
0.5,318.15
0.5,318.15
0.6,318.15
0.4,318.15
0.7,318.15
0.3,318.15
0.8,318.15
0.2,318.15
0.9,318.15
0.1,318.15
0.1,323.15
0.9,323.15
0.2,323.15
0.8,323.15
0.3,323.15
0.7,323.15
0.4,323.15
0.6,323.15
0.5,323.15
0.5,323.15
0.6,323.15
0.4,323.15
0.7,323.15
0.3,323.15
0.8,323.15
0.2,323.15
0.9,323.15
0.1,323.15
0.1,328.15
0.9,328.15
0.2,328.15
0.8,328.15
0.3,328.15
0.7,328.15
0.4,328.15
0.6,328.15
0.5,328.15
0.5,328.15
0.6,328.15
0.4,328.15
0.7,328.15
0.3,328.15
0.8,328.15
0.2,328.15
0.9,328.15
0.1,328.15
0.1,333.15
0.9,333.15
0.2,333.15
0.8,333.15
0.3,333.15
0.7,333.15
0.4,333.15
0.6,333.15
0.5,333.15
0.5,333.15
0.6,333.15
0.4,333.15
0.7,333.15
0.3,333.15
0.8,333.15
0.2,333.15
0.9,333.15
0.1,333.15
0.1,338.15
0.9,338.15
0.2,338.15
0.8,338.15
0.3,338.15
0.7,338.15
0.4,338.15
0.6,338.15
0.5,338.15
0.5,338.15
0.6,338.15
0.4,338.15
0.7,338.15
0.3,338.15
0.8,338.15
0.2,338.15
0.9,338.15
0.1,338.15
0.1,343.15
0.9,343.15
0.2,343.15
0.8,343.15
0.3,343.15
0.7,343.15
0.4,343.15
0.6,343.15
0.5,343.15
0.5,343.15
0.6,343.15
0.4,343.15
0.7,343.15
0.3,343.15
0.8,343.15
0.2,343.15
0.9,343.15
0.1,343.15
0.0778,308.15
0.9222,308.15
0.1769,308.15
0.8231,308.15
0.2668,308.15
0.7332,308.15
0.3876,308.15
0.6124,308.15
0.4886,308.15
0.5114,308.15
0.5876,308.15
0.4124,308.15
0.6766,308.15
0.3234,308.15
0.7758,308.15
0.2242,308.15
0.8676,308.15
0.1324,308.15
0.0778,313.15
0.9222,313.15
0.1769,313.15
0.8231,313.15
0.2668,313.15
0.7332,313.15
0.3876,313.15
0.6124,313.15
0.4886,313.15
0.5114,313.15
0.5876,313.15
0.4124,313.15
0.6766,313.15
0.3234,313.15
0.7758,313.15
0.2242,313.15
0.8676,313.15
0.1324,313.15
0.0778,318.15
0.9222,318.15
0.1769,318.15
0.8231,318.15
0.2668,318.15
0.7332,318.15
0.3876,318.15
0.6124,318.15
0.4886,318.15
0.5114,318.15
0.5876,318.15
0.4124,318.15
0.6766,318.15
0.3234,318.15
0.7758,318.15
0.2242,318.15
0.8676,318.15
0.1324,318.15
0.943,293.15
0.057,293.15
0.8882,293.15
0.1118,293.15
0.8053,293.15
0.1947,293.15
0.7282,293.15
0.2718,293.15
0.6424,293.15
0.3576,293.15
0.5798,293.15
0.4202,293.15
0.5034,293.15
0.4966,293.15
0.4535,293.15
0.5465,293.15
0.419,293.15
0.581,293.15
0.3754,293.15
0.6246,293.15
0.2728,293.15
0.7272,293.15
0.1898,293.15
0.8102,293.15
0.1043,293.15
0.8957,293.15
0.0875,293.15
0.9125,293.15
0.0486,293.15
0.9514,293.15
0.943,298.15
0.057,298.15
0.8882,298.15
0.1118,298.15
0.8053,298.15
0.1947,298.15
0.7282,298.15
0.2718,298.15
0.6424,298.15
0.3576,298.15
0.5498,298.15
0.4502,298.15
0.5034,298.15
0.4966,298.15
0.4535,298.15
0.5465,298.15
0.419,298.15
0.581,298.15
0.3754,298.15
0.6246,298.15
0.2728,298.15
0.7272,298.15
0.1898,298.15
0.8102,298.15
0.1043,298.15
0.8957,298.15
0.0875,298.15
0.9125,298.15
0.0486,298.15
0.9514,298.15
0.943,303.15
0.057,303.15
0.8882,303.15
0.1118,303.15
0.8053,303.15
0.1947,303.15
0.7282,303.15
0.2718,303.15
0.6424,303.15
0.3576,303.15
0.5498,303.15
0.4502,303.15
0.5034,303.15
0.4966,303.15
0.4535,303.15
0.5465,303.15
0.419,303.15
0.581,303.15
0.3754,303.15
0.6246,303.15
0.2728,303.15
0.7272,303.15
0.1898,303.15
0.8102,303.15
0.1043,303.15
0.8957,303.15
0.0875,303.15
0.9125,303.15
0.0486,303.15
0.9514,303.15
0.9658,308.15
0.0342,308.15
0.8561,308.15
0.1439,308.15
0.8221,308.15
0.1779,308.15
0.6686,308.15
0.3314,308.15
0.5963,308.15
0.4037,308.15
0.5539,308.15
0.4461,308.15
0.5416,308.15
0.4584,308.15
0.4995,308.15
0.5005,308.15
0.3873,308.15
0.6127,308.15
0.3347,308.15
0.6653,308.15
0.2517,308.15
0.7483,308.15
0.1784,308.15
0.8216,308.15
0.0914,308.15
0.9086,308.15
0.0229,308.15
0.9771,308.15
0.8,283.15
0.2,283.15
0.8,303.15
0.2,303.15
0.8,323.15
0.2,323.15
0.6,283.15
0.4,283.15
0.6,303.15
0.4,303.15
0.6,323.15
0.4,323.15
0.4,283.15
0.6,283.15
0.4,303.15
0.6,303.15
0.4,323.15
0.6,323.15
0.2,283.15
0.8,283.15
0.2,303.15
0.8,303.15
0.2,323.15
0.8,323.15
0.8,343.15
0.2,343.15
0.8,363.15
0.2,363.15
0.6,343.15
0.4,343.15
0.6,363.15
0.4,363.15
0.4,343.15
0.6,343.15
0.4,363.15
0.6,363.15
0.2,343.15
0.8,343.15
0.2,363.15
0.8,363.15
0.84996,318.149
0.15004,318.149
0.84996,328.146
0.15004,328.146
0.84996,338.143
0.15004,338.143
0.65006,318.149
0.34994,318.149
0.65006,328.146
0.34994,328.146
0.65006,338.143
0.34994,338.143
0.49989,318.149
0.50011,318.149
0.49989,328.146
0.50011,328.146
0.49989,338.143
0.50011,338.143
0.36018,318.149
0.63982,318.149
0.36018,328.146
0.63982,328.146
0.36018,338.143
0.63982,338.143
0.20044,318.149
0.79956,318.149
0.20044,328.146
0.79956,328.146
0.20044,338.143
0.79956,338.143
0.1039,298.15
0.8961,298.15
0.2122,298.15
0.7878,298.15
0.3109,298.15
0.6891,298.15
0.4114,298.15
0.5886,298.15
0.5033,298.15
0.4967,298.15
0.6068,298.15
0.3932,298.15
0.7096,298.15
0.2904,298.15
0.8067,298.15
0.1933,298.15
0.9049,298.15
0.0951,298.15
0.2002,298.15
0.7998,298.15
0.5001,298.15
0.4999,298.15
0.7997,298.15
0.2003,298.15
0.9051,283.15
0.0949,283.15
0.86517,283.15
0.13483,283.15
0.78318,283.15
0.21682,283.15
0.68822,283.15
0.31178,283.15
0.58632,283.15
0.41368,283.15
0.4883,283.15
0.5117,283.15
0.38938,283.15
0.61062,283.15
0.30858,283.15
0.69142,283.15
0.20181,283.15
0.79819,283.15
0.14271,283.15
0.85729,283.15
0.08517,283.15
0.91483,283.15
0.9107,293.15
0.0893,293.15
0.86297,293.15
0.13703,293.15
0.78313,293.15
0.21687,293.15
0.68985,293.15
0.31015,293.15
0.60939,293.15
0.39061,293.15
0.49378,293.15
0.50622,293.15
0.39056,293.15
0.60944,293.15
0.3023,293.15
0.6977,293.15
0.20502,293.15
0.79498,293.15
0.14276,293.15
0.85724,293.15
0.07778,293.15
0.92222,293.15
0.86084,303.15
0.13916,303.15
0.77294,303.15
0.22706,303.15
0.68504,303.15
0.31496,303.15
0.59265,303.15
0.40735,303.15
0.48536,303.15
0.51464,303.15
0.39304,303.15
0.60696,303.15
0.30428,303.15
0.69572,303.15
0.20058,303.15
0.79942,303.15
0.13692,303.15
0.86308,303.15
0.08017,303.15
0.91983,303.15
0.92556,313.15
0.07444,313.15
0.86619,313.15
0.13381,313.15
0.77506,313.15
0.22494,313.15
0.68771,313.15
0.31229,313.15
0.60639,313.15
0.39361,313.15
0.50318,313.15
0.49682,313.15
0.39514,313.15
0.60486,313.15
0.30193,313.15
0.69807,313.15
0.1993,313.15
0.8007,313.15
0.13398,313.15
0.86602,313.15
0.06812,313.15
0.93188,313.15
0.9612,283.15
0.0388,283.15
0.8997,283.15
0.1003,283.15
0.806,283.15
0.194,283.15
0.6945,283.15
0.3055,283.15
0.601,283.15
0.399,283.15
0.513,283.15
0.487,283.15
0.4052,283.15
0.5948,283.15
0.2973,283.15
0.7027,283.15
0.2142,283.15
0.7858,283.15
0.1082,283.15
0.8918,283.15
0.0523,283.15
0.9477,283.15
0.9303,293.15
0.0697,293.15
0.883,293.15
0.117,293.15
0.7913,293.15
0.2087,293.15
0.6924,293.15
0.3076,293.15
0.6086,293.15
0.3914,293.15
0.5097,293.15
0.4903,293.15
0.4026,293.15
0.5974,293.15
0.2985,293.15
0.7015,293.15
0.2081,293.15
0.7919,293.15
0.1405,293.15
0.8595,293.15
0.0638,293.15
0.9362,293.15
0.9317,303.15
0.0683,303.15
0.8985,303.15
0.1015,303.15
0.8828,303.15
0.1172,303.15
0.7884,303.15
0.2116,303.15
0.6935,303.15
0.3065,303.15
0.5926,303.15
0.4074,303.15
0.5454,303.15
0.4546,303.15
0.4822,303.15
0.5178,303.15
0.3954,303.15
0.6046,303.15
0.3023,303.15
0.6977,303.15
0.1292,303.15
0.8708,303.15
0.0549,303.15
0.9451,303.15
0.9429,313.15
0.0571,313.15
0.9066,313.15
0.0934,313.15
0.7981,313.15
0.2019,313.15
0.7014,313.15
0.2986,313.15
0.6043,313.15
0.3957,313.15
0.4979,313.15
0.5021,313.15
0.3979,313.15
0.6021,313.15
0.3058,313.15
0.6942,313.15
0.206,313.15
0.794,313.15
0.0956,313.15
0.9044,313.15
0.0665,313.15
0.9335,313.15
0.905,273.15
0.095,273.15
0.905,275.65
0.095,275.65
0.905,278.15
0.095,278.15
0.905,280.65
0.095,280.65
0.905,283.15
0.095,283.15
0.905,285.65
0.095,285.65
0.905,288.15
0.095,288.15
0.905,290.65
0.095,290.65
0.905,293.15
0.095,293.15
0.905,295.65
0.095,295.65
0.905,298.15
0.095,298.15
0.808,273.15
0.192,273.15
0.808,275.65
0.192,275.65
0.808,278.15
0.192,278.15
0.808,280.65
0.192,280.65
0.808,283.15
0.192,283.15
0.808,285.65
0.192,285.65
0.808,288.15
0.192,288.15
0.808,290.65
0.192,290.65
0.808,293.15
0.192,293.15
0.808,295.65
0.192,295.65
0.808,298.15
0.192,298.15
0.706,273.15
0.294,273.15
0.706,275.65
0.294,275.65
0.706,278.15
0.294,278.15
0.706,280.65
0.294,280.65
0.706,283.15
0.294,283.15
0.706,285.65
0.294,285.65
0.706,288.15
0.294,288.15
0.706,290.65
0.294,290.65
0.706,293.15
0.294,293.15
0.706,295.65
0.294,295.65
0.706,298.15
0.294,298.15
0.601,273.15
0.399,273.15
0.601,275.65
0.399,275.65
0.601,278.15
0.399,278.15
0.601,280.65
0.399,280.65
0.601,283.15
0.399,283.15
0.601,285.65
0.399,285.65
0.601,288.15
0.399,288.15
0.601,290.65
0.399,290.65
0.601,293.15
0.399,293.15
0.601,295.65
0.399,295.65
0.601,298.15
0.399,298.15
0.504,273.15
0.496,273.15
0.504,275.65
0.496,275.65
0.504,278.15
0.496,278.15
0.504,280.65
0.496,280.65
0.504,283.15
0.496,283.15
0.504,285.65
0.496,285.65
0.504,288.15
0.496,288.15
0.504,290.65
0.496,290.65
0.504,293.15
0.496,293.15
0.504,295.65
0.496,295.65
0.504,298.15
0.496,298.15
0.398,273.15
0.602,273.15
0.398,275.65
0.602,275.65
0.398,278.15
0.602,278.15
0.398,280.65
0.602,280.65
0.398,283.15
0.602,283.15
0.398,285.65
0.602,285.65
0.398,288.15
0.602,288.15
0.398,290.65
0.602,290.65
0.398,293.15
0.602,293.15
0.398,295.65
0.602,295.65
0.398,298.15
0.602,298.15
0.309,273.15
0.691,273.15
0.309,275.65
0.691,275.65
0.309,278.15
0.691,278.15
0.309,280.65
0.691,280.65
0.309,283.15
0.691,283.15
0.309,285.65
0.691,285.65
0.309,288.15
0.691,288.15
0.309,290.65
0.691,290.65
0.309,293.15
0.691,293.15
0.309,295.65
0.691,295.65
0.309,298.15
0.691,298.15
0.193,273.15
0.807,273.15
0.193,275.65
0.807,275.65
0.193,278.15
0.807,278.15
0.193,280.65
0.807,280.65
0.193,283.15
0.807,283.15
0.193,285.65
0.807,285.65
0.193,288.15
0.807,288.15
0.193,290.65
0.807,290.65
0.193,293.15
0.807,293.15
0.193,295.65
0.807,295.65
0.193,298.15
0.807,298.15
0.089,273.15
0.911,273.15
0.089,275.65
0.911,275.65
0.089,278.15
0.911,278.15
0.089,280.65
0.911,280.65
0.089,283.15
0.911,283.15
0.089,285.65
0.911,285.65
0.089,288.15
0.911,288.15
0.089,290.65
0.911,290.65
0.089,293.15
0.911,293.15
0.089,295.65
0.911,295.65
0.089,298.15
0.911,298.15
0.9014,298.15
0.0986,298.15
0.7847,298.15
0.2153,298.15
0.6796,298.15
0.3204,298.15
0.5569,298.15
0.4431,298.15
0.3883,298.15
0.6117,298.15
0.2622,298.15
0.7378,298.15
0.1638,298.15
0.8362,298.15
0.0866,298.15
0.9134,298.15
0.0227,298.15
0.9773,298.15
0.0101,298.15
0.9899,298.15
0.03,298.15
0.97,298.15
0.04,298.15
0.96,298.15
0.05002,298.15
0.94998,298.15
0.06001,298.15
0.93999,298.15
0.07017,298.15
0.92983,298.15
0.08,298.15
0.92,298.15
0.09,298.15
0.91,298.15
0.10024,298.15
0.89976,298.15
0.9633,298.15
0.0367,298.15
0.9318,298.15
0.0682,298.15
0.9275,298.15
0.0725,298.15
0.9067,298.15
0.0933,298.15
0.8841,298.15
0.1159,298.15
0.0469,298.15
0.9531,298.15
0.0313,298.15
0.9687,298.15
0.0147,298.15
0.9853,298.15
0.9482,293.15
0.0518,293.15
0.9104,293.15
0.0896,293.15
0.788,293.15
0.212,293.15
0.718,293.15
0.282,293.15
0.5897,293.15
0.4103,293.15
0.3973,293.15
0.6027,293.15
0.3012,293.15
0.6988,293.15
0.2012,293.15
0.7988,293.15
0.0504,293.15
0.9496,293.15
0.9482,298.15
0.0518,298.15
0.9104,298.15
0.0896,298.15
0.788,298.15
0.212,298.15
0.718,298.15
0.282,298.15
0.5897,298.15
0.4103,298.15
0.3973,298.15
0.6027,298.15
0.3012,298.15
0.6988,298.15
0.2012,298.15
0.7988,298.15
0.0993,298.15
0.9007,298.15
0.0504,298.15
0.9496,298.15
0.9482,303.15
0.0518,303.15
0.9104,303.15
0.0896,303.15
0.788,303.15
0.212,303.15
0.718,303.15
0.282,303.15
0.5897,303.15
0.4103,303.15
0.3973,303.15
0.6027,303.15
0.3012,303.15
0.6988,303.15
0.2012,303.15
0.7988,303.15
0.0993,303.15
0.9007,303.15
0.0504,303.15
0.9496,303.15
0.9431,298.15
0.0569,298.15
0.8907,298.15
0.1093,298.15
0.8559,298.15
0.1441,298.15
0.7657,298.15
0.2343,298.15
0.6772,298.15
0.3228,298.15
0.6483,298.15
0.3517,298.15
0.5804,298.15
0.4196,298.15
0.4984,298.15
0.5016,298.15
0.4397,298.15
0.5603,298.15
0.3878,298.15
0.6122,298.15
0.2988,298.15
0.7012,298.15
0.2063,298.15
0.7937,298.15
0.0878,298.15
0.9122,298.15
0.0525,298.15
0.9475,298.15
0.9431,308.15
0.0569,308.15
0.8907,308.15
0.1093,308.15
0.8559,308.15
0.1441,308.15
0.7657,308.15
0.2343,308.15
0.6772,308.15
0.3228,308.15
0.6483,308.15
0.3517,308.15
0.5804,308.15
0.4196,308.15
0.4984,308.15
0.5016,308.15
0.4397,308.15
0.5603,308.15
0.3878,308.15
0.6122,308.15
0.2988,308.15
0.7012,308.15
0.2063,308.15
0.7937,308.15
0.0878,308.15
0.9122,308.15
0.6779,292.995
0.3221,292.995
0.4412,292.995
0.5588,292.995
0.1163,292.995
0.8837,292.995
0.8982,298.15
0.1018,298.15
0.8222,298.15
0.1778,298.15
0.6849,298.15
0.3151,298.15
0.5729,298.15
0.4271,298.15
0.4488,298.15
0.5512,298.15
0.3199,298.15
0.6801,298.15
0.2045,298.15
0.7955,298.15
0.886,293.15
0.114,293.15
0.7244,293.15
0.2756,293.15
0.5835,293.15
0.4165,293.15
0.4649,293.15
0.5351,293.15
0.3645,293.15
0.6355,293.15
0.3178,293.15
0.6822,293.15
0.2779,293.15
0.7221,293.15
0.2066,293.15
0.7934,293.15
0.1274,293.15
0.8726,293.15
0.886,298.15
0.114,298.15
0.7244,298.15
0.2756,298.15
0.5835,298.15
0.4165,298.15
0.4649,298.15
0.5351,298.15
0.3644,298.15
0.6356,298.15
0.3177,298.15
0.6823,298.15
0.2779,298.15
0.7221,298.15
0.2066,298.15
0.7934,298.15
0.1274,298.15
0.8726,298.15
0.0757,298.15
0.9243,298.15
0.0248,298.15
0.9752,298.15
0.886,303.15
0.114,303.15
0.7244,303.15
0.2756,303.15
0.5835,303.15
0.4165,303.15
0.4649,303.15
0.5351,303.15
0.3645,303.15
0.6355,303.15
0.3178,303.15
0.6822,303.15
0.2779,303.15
0.7221,303.15
0.2066,303.15
0.7934,303.15
0.1274,303.15
0.8726,303.15
0.0757,303.15
0.9243,303.15
0.0248,303.15
0.9752,303.15
0.9583,308.15
0.0417,308.15
0.8611,308.15
0.1389,308.15
0.7318,308.15
0.2682,308.15
0.6523,308.15
0.3477,308.15
0.5895,308.15
0.4105,308.15
0.5352,308.15
0.4648,308.15
0.475,308.15
0.525,308.15
0.4089,308.15
0.5911,308.15
0.3488,308.15
0.6512,308.15
0.2989,308.15
0.7011,308.15
0.2603,308.15
0.7397,308.15
0.2136,308.15
0.7864,308.15
0.1618,308.15
0.8382,308.15
0.1173,308.15
0.8827,308.15
0.0711,308.15
0.9289,308.15
0.9,293.15
0.1,293.15
0.7994,293.15
0.2006,293.15
0.6991,293.15
0.3009,293.15
0.602,293.15
0.398,293.15
0.4993,293.15
0.5007,293.15
0.3997,293.15
0.6003,293.15
0.3,293.15
0.7,293.15
0.1999,293.15
0.8001,293.15
0.0997,293.15
0.9003,293.15
0.9,298.15
0.1,298.15
0.7994,298.15
0.2006,298.15
0.6991,298.15
0.3009,298.15
0.602,298.15
0.398,298.15
0.4993,298.15
0.5007,298.15
0.3997,298.15
0.6003,298.15
0.3,298.15
0.7,298.15
0.1999,298.15
0.8001,298.15
0.0997,298.15
0.9003,298.15
0.9,303.15
0.1,303.15
0.7994,303.15
0.2006,303.15
0.6991,303.15
0.3009,303.15
0.602,303.15
0.398,303.15
0.4993,303.15
0.5007,303.15
0.3997,303.15
0.6003,303.15
0.3,303.15
0.7,303.15
0.1999,303.15
0.8001,303.15
0.0997,303.15
0.9003,303.15
0.9,308.15
0.1,308.15
0.7994,308.15
0.2006,308.15
0.6991,308.15
0.3009,308.15
0.602,308.15
0.398,308.15
0.4993,308.15
0.5007,308.15
0.3997,308.15
0.6003,308.15
0.3,308.15
0.7,308.15
0.1999,308.15
0.8001,308.15
0.0997,308.15
0.9003,308.15
0.9,313.15
0.1,313.15
0.7994,313.15
0.2006,313.15
0.6991,313.15
0.3009,313.15
0.602,313.15
0.398,313.15
0.4993,313.15
0.5007,313.15
0.3997,313.15
0.6003,313.15
0.3,313.15
0.7,313.15
0.1999,313.15
0.8001,313.15
0.0997,313.15
0.9003,313.15
0.9,318.15
0.1,318.15
0.7994,318.15
0.2006,318.15
0.6991,318.15
0.3009,318.15
0.602,318.15
0.398,318.15
0.4993,318.15
0.5007,318.15
0.3997,318.15
0.6003,318.15
0.3,318.15
0.7,318.15
0.1999,318.15
0.8001,318.15
0.0997,318.15
0.9003,318.15
0.9,323.15
0.1,323.15
0.7994,323.15
0.2006,323.15
0.6991,323.15
0.3009,323.15
0.602,323.15
0.398,323.15
0.4993,323.15
0.5007,323.15
0.3997,323.15
0.6003,323.15
0.3,323.15
0.7,323.15
0.1999,323.15
0.8001,323.15
0.0997,323.15
0.9003,323.15
0.0832,298.15
0.9168,298.15
0.1173,298.15
0.8827,298.15
0.1519,298.15
0.8481,298.15
0.2113,298.15
0.7887,298.15
0.7044,298.15
0.2956,298.15
0.9189,298.15
0.0811,298.15
0.9437,298.15
0.0563,298.15
0.8909,298.15
0.1091,298.15
0.8421,298.15
0.1579,298.15
0.7755,298.15
0.2245,298.15
0.6883,298.15
0.3117,298.15
0.5987,298.15
0.4013,298.15
0.5481,298.15
0.4519,298.15
0.4894,298.15
0.5106,298.15
0.3968,298.15
0.6032,298.15
0.2913,298.15
0.7087,298.15
0.1937,298.15
0.8063,298.15
0.1508,298.15
0.8492,298.15
0.091,298.15
0.909,298.15
0.044,298.15
0.956,298.15
0.1999,323.15
0.8001,323.15
0.0967,323.15
0.9033,323.15
0.8991,293.15
0.1009,293.15
0.7999,293.15
0.2001,293.15
0.7002,293.15
0.2998,293.15
0.6004,293.15
0.3996,293.15
0.4995,293.15
0.5005,293.15
0.4064,293.15
0.5936,293.15
0.3022,293.15
0.6978,293.15
0.1999,293.15
0.8001,293.15
0.0967,293.15
0.9033,293.15
0.8991,298.15
0.1009,298.15
0.7999,298.15
0.2001,298.15
0.7002,298.15
0.2998,298.15
0.6004,298.15
0.3996,298.15
0.4995,298.15
0.5005,298.15
0.4064,298.15
0.5936,298.15
0.3022,298.15
0.6978,298.15
0.1999,298.15
0.8001,298.15
0.0967,298.15
0.9033,298.15
0.8991,303.15
0.1009,303.15
0.7999,303.15
0.2001,303.15
0.7002,303.15
0.2998,303.15
0.6004,303.15
0.3996,303.15
0.4995,303.15
0.5005,303.15
0.4064,303.15
0.5936,303.15
0.3022,303.15
0.6978,303.15
0.1999,303.15
0.8001,303.15
0.0967,303.15
0.9033,303.15
0.8991,308.15
0.1009,308.15
0.7999,308.15
0.2001,308.15
0.7002,308.15
0.2998,308.15
0.6004,308.15
0.3996,308.15
0.4995,308.15
0.5005,308.15
0.4064,308.15
0.5936,308.15
0.3022,308.15
0.6978,308.15
0.1999,308.15
0.8001,308.15
0.0967,308.15
0.9033,308.15
0.8991,313.15
0.1009,313.15
0.7999,313.15
0.2001,313.15
0.7002,313.15
0.2998,313.15
0.6004,313.15
0.3996,313.15
0.4995,313.15
0.5005,313.15
0.4064,313.15
0.5936,313.15
0.3022,313.15
0.6978,313.15
0.1999,313.15
0.8001,313.15
0.0967,313.15
0.9033,313.15
0.8991,318.15
0.1009,318.15
0.7999,318.15
0.2001,318.15
0.7002,318.15
0.2998,318.15
0.6004,318.15
0.3996,318.15
0.4995,318.15
0.5005,318.15
0.4064,318.15
0.5936,318.15
0.3022,318.15
0.6978,318.15
0.1999,318.15
0.8001,318.15
0.0967,318.15
