MolFrac_1,T
0.7001,323.15
0.2999,323.15
0.5999,323.15
0.4001,323.15
0.5003,323.15
0.4997,323.15
0.4,323.15
0.6,323.15
0.3,323.15
0.7,323.15
0.2,323.15
0.8,323.15
0.1001,323.15
0.8999,323.15
0.1068,303.15
0.8932,303.15
1,303.15
1,303.15
0.2121,303.15
0.7879,303.15
0.3156,303.15
0.6844,303.15
0.4178,303.15
0.5822,303.15
0.5184,303.15
0.4816,303.15
0.6174,303.15
0.3826,303.15
0.7152,303.15
0.2848,303.15
0.8113,303.15
0.1887,303.15
0.9065,303.15
0.0935,303.15
0.1068,323.15
0.8932,323.15
1,323.15
1,323.15
0.2121,323.15
0.7879,323.15
0.3156,323.15
0.6844,323.15
0.4178,323.15
0.5822,323.15
0.5184,323.15
0.4816,323.15
0.6174,323.15
0.3826,323.15
0.7152,323.15
0.2848,323.15
0.8113,323.15
0.1887,323.15
0.9065,323.15
0.0935,323.15
0.1068,298.15
0.8932,298.15
1,298.15
1,298.15
0.2121,298.15
0.7879,298.15
0.3156,298.15
0.6844,298.15
0.4178,298.15
0.5822,298.15
0.5184,298.15
0.4816,298.15
0.6174,298.15
0.3826,298.15
0.7152,298.15
0.2848,298.15
0.8113,298.15
0.1887,298.15
0.9065,298.15
0.0935,298.15
0.1068,303.15
0.8932,303.15
1,303.15
1,303.15
0.2121,303.15
0.7879,303.15
0.3156,303.15
0.6844,303.15
0.4178,303.15
0.5822,303.15
0.5184,303.15
0.4816,303.15
0.6174,303.15
0.3826,303.15
0.7152,303.15
0.2848,303.15
0.8113,303.15
0.1887,303.15
0.9065,303.15
0.0935,303.15
0.1068,313.15
0.8932,313.15
1,313.15
1,313.15
0.2121,313.15
0.7879,313.15
0.3156,313.15
0.6844,313.15
0.4178,313.15
0.5822,313.15
0.5184,313.15
0.4816,313.15
0.6174,313.15
0.3826,313.15
0.7152,313.15
0.2848,313.15
0.8113,313.15
0.1887,313.15
0.9065,313.15
0.0935,313.15
0.1068,323.15
0.8932,323.15
1,323.15
1,323.15
0.2121,323.15
0.7879,323.15
0.3156,323.15
0.6844,323.15
0.4178,323.15
0.5822,323.15
0.5184,323.15
0.4816,323.15
0.6174,323.15
0.3826,323.15
0.7152,323.15
0.2848,323.15
0.8113,323.15
0.1887,323.15
0.9065,323.15
0.0935,323.15
0.989734,303.15
0.0102661,303.15
1,303.15
1,303.15
0.979452,303.15
0.0205477,303.15
0.969572,303.15
0.0304283,303.15
0.957391,303.15
0.0426093,303.15
0.94592,303.15
0.0540797,303.15
0.933536,303.15
0.0664643,303.15
0.923975,303.15
0.0760249,303.15
0.915373,303.15
0.0846272,303.15
0.904109,303.15
0.0958914,303.15
0.892475,303.15
0.107525,303.15
0.9541,298.15
0.0459,298.15
1,298.15
1,298.15
0.9541,308.15
0.0459,308.15
1,308.15
1,308.15
0.8489,298.15
0.1511,298.15
0.8489,308.15
0.1511,308.15
0.7495,298.15
0.2505,298.15
0.7495,308.15
0.2505,308.15
0.6489,298.15
0.3511,298.15
0.6489,308.15
0.3511,308.15
0.5523,298.15
0.4477,298.15
0.5523,308.15
0.4477,308.15
0.5052,298.15
0.4948,298.15
0.5052,308.15
0.4948,308.15
0.45,298.15
0.55,298.15
0.45,308.15
0.55,308.15
0.3485,298.15
0.6515,298.15
0.3485,308.15
0.6515,308.15
0.2491,298.15
0.7509,298.15
0.2491,308.15
0.7509,308.15
0.1483,298.15
0.8517,298.15
0.1483,308.15
0.8517,308.15
0.0555,298.15
0.9445,298.15
0.0555,308.15
0.9445,308.15
0.9284,293.15
0.0716,293.15
1,293.15
1,293.15
0.8555,293.15
0.1445,293.15
0.7868,293.15
0.2132,293.15
0.7129,293.15
0.2871,293.15
0.6418,293.15
0.3582,293.15
0.5642,293.15
0.4358,293.15
0.4958,293.15
0.5042,293.15
0.4154,293.15
0.5846,293.15
0.3457,293.15
0.6543,293.15
0.2751,293.15
0.7249,293.15
0.2077,293.15
0.7923,293.15
0.1377,293.15
0.8623,293.15
0.0689,293.15
0.9311,293.15
0.9284,298.15
0.0716,298.15
1,298.15
1,298.15
0.8555,298.15
0.1445,298.15
0.7868,298.15
0.2132,298.15
0.7129,298.15
0.2871,298.15
0.6418,298.15
0.3582,298.15
0.5642,298.15
0.4358,298.15
0.4958,298.15
0.5042,298.15
0.4154,298.15
0.5846,298.15
0.3457,298.15
0.6543,298.15
0.2751,298.15
0.7249,298.15
0.2077,298.15
0.7923,298.15
0.1377,298.15
0.8623,298.15
0.0689,298.15
0.9311,298.15
0.9284,303.15
0.0716,303.15
1,303.15
1,303.15
0.8555,303.15
0.1445,303.15
0.7868,303.15
0.2132,303.15
0.7129,303.15
0.2871,303.15
0.6418,303.15
0.3582,303.15
0.5642,303.15
0.4358,303.15
0.4958,303.15
0.5042,303.15
0.4154,303.15
0.5846,303.15
0.3457,303.15
0.6543,303.15
0.2751,303.15
0.7249,303.15
0.2077,303.15
0.7923,303.15
0.1377,303.15
0.8623,303.15
0.0689,303.15
0.9311,303.15
0.9284,308.15
0.0716,308.15
1,308.15
1,308.15
0.8555,308.15
0.1445,308.15
0.7868,308.15
0.2132,308.15
0.7129,308.15
0.2871,308.15
0.6418,308.15
0.3582,308.15
0.5642,308.15
0.4358,308.15
0.4958,308.15
0.5042,308.15
0.4154,308.15
0.5846,308.15
0.3457,308.15
0.6543,308.15
0.2751,308.15
0.7249,308.15
0.2077,308.15
0.7923,308.15
0.1377,308.15
0.8623,308.15
0.0689,308.15
0.9311,308.15
0.9284,313.15
0.0716,313.15
1,313.15
1,313.15
0.8555,313.15
0.1445,313.15
0.7868,313.15
0.2132,313.15
0.7129,313.15
0.2871,313.15
0.6418,313.15
0.3582,313.15
0.5642,313.15
0.4358,313.15
0.4958,313.15
0.5042,313.15
0.4154,313.15
0.5846,313.15
0.3457,313.15
0.6543,313.15
0.2751,313.15
0.7249,313.15
0.2077,313.15
0.7923,313.15
0.1377,313.15
0.8623,313.15
0.0689,313.15
0.9311,313.15
0.9284,318.15
0.0716,318.15
1,318.15
1,318.15
0.8555,318.15
0.1445,318.15
0.7868,318.15
0.2132,318.15
0.7129,318.15
0.2871,318.15
0.6418,318.15
0.3582,318.15
0.5642,318.15
0.4358,318.15
0.4958,318.15
0.5042,318.15
0.4154,318.15
0.5846,318.15
0.3457,318.15
0.6543,318.15
0.2751,318.15
0.7249,318.15
0.2077,318.15
0.7923,318.15
0.1377,318.15
0.8623,318.15
0.0689,318.15
0.9311,318.15
0.1533,303.15
0.8467,303.15
1,303.15
1,303.15
0.2952,303.15
0.7048,303.15
0.4189,303.15
0.5811,303.15
0.4949,303.15
0.5051,303.15
0.6001,303.15
0.3999,303.15
0.6938,303.15
0.3062,303.15
0.7777,303.15
0.2223,303.15
0.8604,303.15
0.1396,303.15
0.9332,303.15
0.0668,303.15
0.1533,308.15
0.8467,308.15
1,308.15
1,308.15
0.2952,308.15
0.7048,308.15
0.4189,308.15
0.5811,308.15
0.4949,308.15
0.5051,308.15
0.6001,308.15
0.3999,308.15
0.6938,308.15
0.3062,308.15
0.7777,308.15
0.2223,308.15
0.8604,308.15
0.1396,308.15
0.9332,308.15
0.0668,308.15
0.1533,313.15
0.8467,313.15
1,313.15
1,313.15
0.2952,313.15
0.7048,313.15
0.4189,313.15
0.5811,313.15
0.4949,313.15
0.5051,313.15
0.6001,313.15
0.3999,313.15
0.6938,313.15
0.3062,313.15
0.7777,313.15
0.2223,313.15
0.8604,313.15
0.1396,313.15
0.9332,313.15
0.0668,313.15
0.1529,298.15
0.8471,298.15
1,298.15
1,298.15
0.343,298.15
0.657,298.15
0.5078,298.15
0.4922,298.15
0.6406,298.15
0.3594,298.15
0.8435,298.15
0.1565,298.15
0.8191,303.15
0.1809,303.15
1,303.15
1,303.15
0.9106,303.15
0.0894,303.15
0.3266,323.15
0.6734,323.15
1,323.15
1,323.15
0.4301,323.15
0.5699,323.15
0.531,323.15
0.469,323.15
0.6293,323.15
0.3707,323.15
0.7252,323.15
0.2748,323.15
0.8191,323.15
0.1809,323.15
0.9106,323.15
0.0894,323.15
0.1118,303.15
0.8882,303.15
0.2206,303.15
0.7794,303.15
0.3266,303.15
0.6734,303.15
0.4301,303.15
0.5699,303.15
0.531,303.15
0.469,303.15
0.6293,303.15
0.3707,303.15
0.7252,303.15
0.2748,303.15
0.1118,303.15
0.8882,303.15
1,303.15
1,303.15
0.2206,303.15
0.7794,303.15
0.3266,303.15
0.6734,303.15
0.4301,303.15
0.5699,303.15
0.531,303.15
0.469,303.15
0.6293,303.15
0.3707,303.15
0.7252,303.15
0.2748,303.15
0.8191,303.15
0.1809,303.15
0.9106,303.15
0.0894,303.15
0.1118,313.15
0.8882,313.15
1,313.15
1,313.15
0.2206,313.15
0.7794,313.15
0.3266,313.15
0.6734,313.15
0.4301,313.15
0.5699,313.15
0.531,313.15
0.469,313.15
0.6293,313.15
0.3707,313.15
0.7252,313.15
0.2748,313.15
0.8191,313.15
0.1809,313.15
0.9106,313.15
0.0894,313.15
0.3266,323.15
0.6734,323.15
1,323.15
1,323.15
0.4301,323.15
0.5699,323.15
0.531,323.15
0.469,323.15
0.6293,323.15
0.3707,323.15
0.7252,323.15
0.2748,323.15
0.8191,323.15
0.1809,323.15
0.9106,323.15
0.0894,323.15
0.3266,323.15
0.6734,323.15
1,323.15
1,323.15
0.4301,323.15
0.5699,323.15
0.531,323.15
0.469,323.15
0.6293,323.15
0.3707,323.15
0.7252,323.15
0.2748,323.15
0.8191,323.15
0.1809,323.15
0.9106,323.15
0.0894,323.15
0.1118,303.15
0.8882,303.15
1,303.15
1,303.15
0.2206,303.15
0.7794,303.15
0.3266,303.15
0.6734,303.15
0.4301,303.15
0.5699,303.15
0.531,303.15
0.469,303.15
0.6293,303.15
0.3707,303.15
0.7252,303.15
0.2748,303.15
0.8191,303.15
0.1809,303.15
0.9106,303.15
0.0894,303.15
0.9376,303.143
0.0624,303.143
1,303.143
1,303.143
0.8172,303.143
0.1828,303.143
0.7937,313.14
0.2063,313.14
1,313.14
1,313.14
0.7062,303.143
0.2938,303.143
0.5969,303.143
0.4031,303.143
0.5923,313.14
0.4077,313.14
0.4944,303.143
0.5056,303.143
0.4939,313.14
0.5061,313.14
0.448,303.143
0.552,303.143
0.4009,313.14
0.5991,313.14
0.3959,303.143
0.6041,303.143
0.3024,303.143
0.6976,303.143
0.2113,303.143
0.7887,303.143
0.1984,313.14
0.8016,313.14
0.1243,303.143
0.8757,303.143
0.0415,303.143
0.9585,303.143
0.956,298.15
0.044,298.15
1,298.15
1,298.15
0.956,308.15
0.044,308.15
1,308.15
1,308.15
0.8497,298.15
0.1503,298.15
0.8497,308.15
0.1503,308.15
0.7494,298.15
0.2506,298.15
0.7494,308.15
0.2506,308.15
0.6498,298.15
0.3502,298.15
0.6498,308.15
0.3502,308.15
0.5626,298.15
0.4374,298.15
0.5626,308.15
0.4374,308.15
0.5014,298.15
0.4986,298.15
0.5014,308.15
0.4986,308.15
0.4495,298.15
0.5505,298.15
0.4495,308.15
0.5505,308.15
0.3527,298.15
0.6473,298.15
0.3527,308.15
0.6473,308.15
0.2481,298.15
0.7519,298.15
0.2481,308.15
0.7519,308.15
0.1515,298.15
0.8485,298.15
0.1515,308.15
0.8485,308.15
0.0574,298.15
0.9426,298.15
0.0574,308.15
0.9426,308.15
0.8355,313.14
0.1645,313.14
1,313.14
1,313.14
0.7937,313.14
0.2063,313.14
0.5923,313.14
0.4077,313.14
0.4939,313.14
0.5061,313.14
0.4009,313.14
0.5991,313.14
0.1984,313.14
0.8016,313.14
0.0415,313.14
0.9585,313.14
0.0948,323.15
0.9052,323.15
1,323.15
1,323.15
0.1911,323.15
0.8089,323.15
0.288,323.15
0.712,323.15
0.3865,323.15
0.6135,323.15
0.4856,323.15
0.5144,323.15
0.5861,323.15
0.4139,323.15
0.6877,323.15
0.3123,323.15
0.7906,323.15
0.2094,323.15
0.8949,323.15
0.1051,323.15
0.0948,303.15
0.9052,303.15
1,303.15
1,303.15
0.1911,303.15
0.8089,303.15
0.288,303.15
0.712,303.15
0.3865,303.15
0.6135,303.15
0.4856,303.15
0.5144,303.15
0.5861,303.15
0.4139,303.15
0.6877,303.15
0.3123,303.15
0.7906,303.15
0.2094,303.15
0.8949,303.15
0.1051,303.15
0.0948,298.15
0.9052,298.15
1,298.15
1,298.15
0.1911,298.15
0.8089,298.15
0.288,298.15
0.712,298.15
0.3865,298.15
0.6135,298.15
0.4856,298.15
0.5144,298.15
0.5861,298.15
0.4139,298.15
0.6877,298.15
0.3123,298.15
0.7906,298.15
0.2094,298.15
0.8949,298.15
0.1051,298.15
0.0948,303.15
0.9052,303.15
1,303.15
1,303.15
0.1911,303.15
0.8089,303.15
0.288,303.15
0.712,303.15
0.3865,303.15
0.6135,303.15
0.4856,303.15
0.5144,303.15
0.5861,303.15
0.4139,303.15
0.6877,303.15
0.3123,303.15
0.7906,303.15
0.2094,303.15
0.8949,303.15
0.1051,303.15
0.0948,313.15
0.9052,313.15
1,313.15
1,313.15
0.1911,313.15
0.8089,313.15
0.288,313.15
0.712,313.15
0.3865,313.15
0.6135,313.15
0.4856,313.15
0.5144,313.15
0.5861,313.15
0.4139,313.15
0.6877,313.15
0.3123,313.15
0.7906,313.15
0.2094,313.15
0.8949,313.15
0.1051,313.15
0.0948,323.15
0.9052,323.15
1,323.15
1,323.15
0.1911,323.15
0.8089,323.15
0.288,323.15
0.712,323.15
0.3865,323.15
0.6135,323.15
0.4856,323.15
0.5144,323.15
0.5861,323.15
0.4139,323.15
0.6877,323.15
0.3123,323.15
0.7906,323.15
0.2094,323.15
0.8949,323.15
0.1051,323.15
0.1,298.144
0.9,298.144
1,298.144
1,298.144
0.2,298.144
0.8,298.144
0.3,298.144
0.7,298.144
0.4,298.144
0.6,298.144
0.5,298.144
0.5,298.144
0.6,298.144
0.4,298.144
0.7,298.144
0.3,298.144
0.8,298.144
0.2,298.144
0.9,298.144
0.1,298.144
0.1663,298.15
0.8337,298.15
1,298.15
1,298.15
0.3495,298.15
0.6505,298.15
0.5057,298.15
0.4943,298.15
0.6536,298.15
0.3464,298.15
0.8494,298.15
0.1506,298.15
0.8993,298.15
0.1007,298.15
1,298.15
1,298.15
0.7998,298.15
0.2002,298.15
0.7003,298.15
0.2997,298.15
0.6,298.15
0.4,298.15
0.5004,298.15
0.4996,298.15
0.3995,298.15
0.6005,298.15
0.2999,298.15
0.7001,298.15
0.2002,298.15
0.7998,298.15
0.1002,298.15
0.8998,298.15
0.0352,293.15
0.9648,293.15
1,293.15
1,293.15
0.0758,293.15
0.9242,293.15
0.1233,293.15
0.8767,293.15
0.1795,293.15
0.8205,293.15
0.247,293.15
0.753,293.15
0.3298,293.15
0.6702,293.15
0.4336,293.15
0.5664,293.15
0.5673,293.15
0.4327,293.15
0.747,293.15
0.253,293.15
0.0352,298.15
0.9648,298.15
1,298.15
1,298.15
0.0758,298.15
0.9242,298.15
0.1233,298.15
0.8767,298.15
0.1795,298.15
0.8205,298.15
0.247,298.15
0.753,298.15
0.3298,298.15
0.6702,298.15
0.4336,298.15
0.5664,298.15
0.5673,298.15
0.4327,298.15
0.747,298.15
0.253,298.15
0.0352,308.15
0.9648,308.15
1,308.15
1,308.15
0.0758,308.15
0.9242,308.15
0.1233,308.15
0.8767,308.15
0.1795,308.15
0.8205,308.15
0.247,308.15
0.753,308.15
0.3298,308.15
0.6702,308.15
0.4336,308.15
0.5664,308.15
0.5673,308.15
0.4327,308.15
0.747,308.15
0.253,308.15
0.0352,318.15
0.9648,318.15
1,318.15
1,318.15
0.0758,318.15
0.9242,318.15
0.1233,318.15
0.8767,318.15
0.1795,318.15
0.8205,318.15
0.247,318.15
0.753,318.15
0.3298,318.15
0.6702,318.15
0.4336,318.15
0.5664,318.15
0.5673,318.15
0.4327,318.15
0.747,318.15
0.253,318.15
0.8999,303.15
0.1001,303.15
1,303.15
1,303.15
0.8002,303.15
0.1998,303.15
0.6985,303.15
0.3015,303.15
0.5995,303.15
0.4005,303.15
0.5,303.15
0.5,303.15
0.4001,303.15
0.5999,303.15
0.2995,303.15
0.7005,303.15
0.2,303.15
0.8,303.15
0.1016,303.15
0.8984,303.15
0.8999,308.15
0.1001,308.15
1,308.15
1,308.15
0.8002,308.15
0.1998,308.15
0.6985,308.15
0.3015,308.15
0.5995,308.15
0.4005,308.15
0.5,308.15
0.5,308.15
0.4001,308.15
0.5999,308.15
0.2995,308.15
0.7005,308.15
0.2,308.15
0.8,308.15
0.1016,308.15
0.8984,308.15
0.8999,313.15
0.1001,313.15
1,313.15
1,313.15
0.8002,313.15
0.1998,313.15
0.6985,313.15
0.3015,313.15
0.5995,313.15
0.4005,313.15
0.5,313.15
0.5,313.15
0.4001,313.15
0.5999,313.15
0.2995,313.15
0.7005,313.15
0.2,313.15
0.8,313.15
0.1016,313.15
0.8984,313.15
0.8999,318.15
0.1001,318.15
1,318.15
1,318.15
0.8002,318.15
0.1998,318.15
0.6985,318.15
0.3015,318.15
0.5995,318.15
0.4005,318.15
0.5,318.15
0.5,318.15
0.4001,318.15
0.5999,318.15
0.2995,318.15
0.7005,318.15
0.2,318.15
0.8,318.15
0.1016,318.15
0.8984,318.15
0.8999,323.15
0.1001,323.15
1,323.15
1,323.15
0.8002,323.15
0.1998,323.15
0.6985,323.15
0.3015,323.15
0.5995,323.15
0.4005,323.15
0.5,323.15
0.5,323.15
0.4001,323.15
0.5999,323.15
0.2995,323.15
0.7005,323.15
0.2,323.15
0.8,323.15
0.1016,323.15
0.8984,323.15
0.8984,298.15
0.1016,298.15
1,298.15
1,298.15
0.8011,298.15
0.1989,298.15
0.7016,298.15
0.2984,298.15
0.5968,298.15
0.4032,298.15
0.5004,298.15
0.4996,298.15
0.3982,298.15
0.6018,298.15
0.2996,298.15
0.7004,298.15
0.1995,298.15
0.8005,298.15
0.1005,298.15
0.8995,298.15
0.8597,307.342
0.1403,307.342
1,307.342
1,307.342
0.5692,307.342
0.4308,307.342
0.4232,307.342
0.5768,307.342
0.3702,307.342
0.6298,307.342
0.2715,307.342
0.7285,307.342
0.0882,307.342
0.9118,307.342
0.557093,298.144
0.442907,298.144
1,298.144
1,298.144
0.492563,298.144
0.507437,298.144
0.442925,298.144
0.557075,298.144
0.400272,298.144
0.599728,298.144
0.349466,298.144
0.650534,298.144
0.31027,298.144
0.68973,298.144
0.264887,298.144
0.735113,298.144
0.9007,293.145
0.0993,293.145
1,293.145
1,293.145
0.7933,293.145
0.2067,293.145
0.6981,293.145
0.3019,293.145
0.6,293.145
0.4,293.145
0.4958,293.145
0.5042,293.145
0.41,293.145
0.59,293.145
0.3044,293.145
0.6956,293.145
0.199,293.145
0.801,293.145
0.1037,293.145
0.8963,293.145
0.9007,303.143
0.0993,303.143
1,303.143
1,303.143
0.7933,303.143
0.2067,303.143
0.6981,303.143
0.3019,303.143
0.6,303.143
0.4,303.143
0.4958,303.143
0.5042,303.143
0.41,303.143
0.59,303.143
0.3044,303.143
0.6956,303.143
0.199,303.143
0.801,303.143
0.1037,303.143
0.8963,303.143
0.9007,313.14
0.0993,313.14
1,313.14
1,313.14
0.7933,313.14
0.2067,313.14
0.6981,313.14
0.3019,313.14
0.6,313.14
0.4,313.14
0.4958,313.14
0.5042,313.14
0.41,313.14
0.59,313.14
0.3044,313.14
0.6956,313.14
0.199,313.14
0.801,313.14
0.1037,313.14
0.8963,313.14
0.9007,323.137
0.0993,323.137
1,323.137
1,323.137
0.7933,323.137
0.2067,323.137
0.6981,323.137
0.3019,323.137
0.6,323.137
0.4,323.137
0.4958,323.137
0.5042,323.137
0.41,323.137
0.59,323.137
0.3044,323.137
0.6956,323.137
0.199,323.137
0.801,323.137
0.1037,323.137
0.8963,323.137
0.9357,298.15
0.0643,298.15
1,298.15
1,298.15
0.8746,298.15
0.1254,298.15
0.7746,298.15
0.2254,298.15
0.6453,298.15
0.3547,298.15
0.5297,298.15
0.4703,298.15
0.4257,298.15
0.5743,298.15
0.3317,298.15
0.6683,298.15
0.2462,298.15
0.7538,298.15
0.1682,298.15
0.8318,298.15
0.0967,298.15
0.9033,298.15
0.0309,298.15
0.9691,298.15
0.9357,308.15
0.0643,308.15
1,308.15
1,308.15
0.8746,308.15
0.1254,308.15
0.7746,308.15
0.2254,308.15
0.6453,308.15
0.3547,308.15
0.5297,308.15
0.4703,308.15
0.4257,308.15
0.5743,308.15
0.3317,308.15
0.6683,308.15
0.2462,308.15
0.7538,308.15
0.1682,308.15
0.8318,308.15
0.0967,308.15
0.9033,308.15
0.0309,308.15
0.9691,308.15
0.8496,298.144
0.1504,298.144
1,298.144
1,298.144
0.7351,298.144
0.2649,298.144
0.6029,298.144
0.3971,298.144
0.4991,298.144
0.5009,298.144
0.415,298.144
0.585,298.144
0.3068,298.144
0.6932,298.144
0.2312,298.144
0.7688,298.144
0.9505,308.15
0.0495,308.15
1,308.15
1,308.15
0.8864,308.15
0.1136,308.15
0.794,308.15
0.206,308.15
0.6776,308.15
0.3224,308.15
0.5949,308.15
0.4051,308.15
0.4902,308.15
0.5098,308.15
0.3678,308.15
0.6322,308.15
0.2759,308.15
0.7241,308.15
0.1784,308.15
0.8216,308.15
0.0965,308.15
0.9035,308.15
0.0379,308.15
0.9621,308.15
0.8542,293.15
0.1458,293.15
1,293.15
1,293.15
0.7725,293.15
0.2275,293.15
0.7278,293.15
0.2722,293.15
0.6545,293.15
0.3455,293.15
0.5907,293.15
0.4093,293.15
0.5181,293.15
0.4819,293.15
0.4466,293.15
0.5534,293.15
0.3858,293.15
0.6142,293.15
0.2815,293.15
0.7185,293.15
0.2313,293.15
0.7687,293.15
0.1502,293.15
0.8498,293.15
0.0575,293.15
0.9425,293.15
0.7798,293.138
0.2202,293.138
1,293.138
1,293.138
0.58,293.138
0.42,293.138
0.2607,293.138
0.7393,293.138
0.1793,293.138
0.8207,293.138
0.7798,303.134
0.2202,303.134
1,303.134
1,303.134
0.58,303.134
0.42,303.134
0.2607,303.134
0.7393,303.134
0.1793,303.134
0.8207,303.134
0.7798,313.13
0.2202,313.13
1,313.13
1,313.13
0.58,313.13
0.42,313.13
0.2607,313.13
0.7393,313.13
0.1793,313.13
0.8207,313.13
0.7798,323.127
0.2202,323.127
1,323.127
1,323.127
0.58,323.127
0.42,323.127
0.2607,323.127
0.7393,323.127
0.1793,323.127
0.8207,323.127
0.7901,297.994
0.2099,297.994
1,297.994
1,297.994
0.6234,297.994
0.3766,297.994
0.4161,297.994
0.5839,297.994
0.2795,297.994
0.7205,297.994
0.1198,297.994
0.8802,297.994
0.8023,317.989
0.1977,317.989
1,317.989
1,317.989
0.6244,317.989
0.3756,317.989
0.4179,317.989
0.5821,317.989
0.2788,317.989
0.7212,317.989
0.1118,317.989
0.8882,317.989
0.1002,302.993
0.8998,302.993
1,302.993
1,302.993
0.2018,302.993
0.7982,302.993
0.3012,302.993
0.6988,302.993
0.397,302.993
0.603,302.993
0.4983,302.993
0.5017,302.993
0.5959,302.993
0.4041,302.993
0.7005,302.993
0.2995,302.993
0.8019,302.993
0.1981,302.993
0.8988,302.993
0.1012,302.993
0.1002,312.99
0.8998,312.99
1,312.99
1,312.99
0.2018,312.99
0.7982,312.99
0.3012,312.99
0.6988,312.99
0.397,312.99
0.603,312.99
0.4983,312.99
0.5017,312.99
0.5959,312.99
0.4041,312.99
0.7005,312.99
0.2995,312.99
0.8019,312.99
0.1981,312.99
0.8988,312.99
0.1012,312.99
0.1002,322.987
0.8998,322.987
1,322.987
1,322.987
0.2018,322.987
0.7982,322.987
0.3012,322.987
0.6988,322.987
0.397,322.987
0.603,322.987
0.4983,322.987
0.5017,322.987
0.5959,322.987
0.4041,322.987
0.7005,322.987
0.2995,322.987
0.8019,322.987
0.1981,322.987
0.8988,322.987
0.1012,322.987
0.8196,298.15
0.1804,298.15
1,298.15
1,298.15
0.632,298.15
0.368,298.15
0.4918,298.15
0.5082,298.15
0.3805,298.15
0.6195,298.15
0.1932,298.15
0.8068,298.15
0.8659,303.143
0.1341,303.143
1,303.143
1,303.143
0.7834,303.143
0.2166,303.143
0.6928,303.143
0.3072,303.143
0.5709,303.143
0.4291,303.143
0.4888,303.143
0.5112,303.143
0.3798,303.143
0.6202,303.143
0.31,303.143
0.69,303.143
0.2176,303.143
0.7824,303.143
0.1597,303.143
0.8403,303.143
0.0956,303.143
0.9044,303.143
0.7051,293.145
0.2949,293.145
1,293.145
1,293.145
0.5591,293.145
0.4409,293.145
0.4478,293.145
0.5522,293.145
0.391,293.145
0.609,293.145
0.3064,293.145
0.6936,293.145
0.2541,293.145
0.7459,293.145
0.1875,293.145
0.8125,293.145
0.1442,293.145
0.8558,293.145
0.7653,298.144
0.2347,298.144
1,298.144
1,298.144
0.6154,298.144
0.3846,298.144
0.5482,298.144
0.4518,298.144
0.4338,298.144
0.5662,298.144
0.3625,298.144
0.6375,298.144
0.3028,298.144
0.6972,298.144
0.2658,298.144
0.7342,298.144
0.2108,298.144
0.7892,298.144
0.1624,298.144
0.8376,298.144
0.7714,303.143
0.2286,303.143
1,303.143
1,303.143
0.6373,303.143
0.3627,303.143
0.5638,303.143
0.4362,303.143
0.4629,303.143
0.5371,303.143
0.376,303.143
0.624,303.143
0.3052,303.143
0.6948,303.143
0.2357,303.143
0.7643,303.143
0.182,303.143
0.818,303.143
0.9548,308.15
0.0452,308.15
1,308.15
1,308.15
0.8957,308.15
0.1043,308.15
0.8092,308.15
0.1908,308.15
0.6981,308.15
0.3019,308.15
0.6177,308.15
0.3823,308.15
0.5141,308.15
0.4859,308.15
0.3903,308.15
0.6097,308.15
0.2954,308.15
0.7046,308.15
0.1929,308.15
0.8071,308.15
0.1052,308.15
0.8948,308.15
0.0415,308.15
0.9585,308.15
0.9571,308.15
0.0429,308.15
1,308.15
1,308.15
0.8972,308.15
0.1028,308.15
0.7987,308.15
0.2013,308.15
0.6808,308.15
0.3192,308.15
0.5956,308.15
0.4044,308.15
0.4915,308.15
0.5085,308.15
0.3369,308.15
0.6631,308.15
0.2506,308.15
0.7494,308.15
0.1715,308.15
0.8285,308.15
0.0988,308.15
0.9012,308.15
0.0316,308.15
0.9684,308.15
0.9522,298.15
0.0478,298.15
1,298.15
1,298.15
0.9522,308.15
0.0478,308.15
1,308.15
1,308.15
0.8484,298.15
0.1516,298.15
0.8484,308.15
0.1516,308.15
0.7504,298.15
0.2496,298.15
0.7504,308.15
0.2496,308.15
0.6474,298.15
0.3526,298.15
0.6474,308.15
0.3526,308.15
0.5547,298.15
0.4453,298.15
0.5547,308.15
0.4453,308.15
0.508,298.15
0.492,298.15
0.508,308.15
0.492,308.15
0.4475,298.15
0.5525,298.15
0.4475,308.15
0.5525,308.15
0.3485,298.15
0.6515,298.15
0.3485,308.15
0.6515,308.15
0.2494,298.15
0.7506,298.15
0.2494,308.15
0.7506,308.15
0.1489,298.15
0.8511,298.15
0.1489,308.15
0.8511,308.15
0.0572,298.15
0.9428,298.15
0.0572,308.15
0.9428,308.15
0.9032,293.145
0.0968,293.145
1,293.145
1,293.145
0.8083,293.145
0.1917,293.145
0.7,293.145
0.3,293.145
0.5961,293.145
0.4039,293.145
0.5067,293.145
0.4933,293.145
0.3917,293.145
0.6083,293.145
0.3006,293.145
0.6994,293.145
0.2062,293.145
0.7938,293.145
0.0989,293.145
0.9011,293.145
0.8948,293.145
0.1052,293.145
1,293.145
1,293.145
0.7921,293.145
0.2079,293.145
0.7055,293.145
0.2945,293.145
0.6027,293.145
0.3973,293.145
0.5024,293.145
0.4976,293.145
0.3961,293.145
0.6039,293.145
0.2911,293.145
0.7089,293.145
0.1992,293.145
0.8008,293.145
0.1075,293.145
0.8925,293.145
0.0947,303.15
0.9053,303.15
1,303.15
1,303.15
0.1893,303.15
0.8107,303.15
0.2858,303.15
