MOL_1,MOL_2,logV
CCCCCCCCO,COc1ccccc1,-5.06627
COc1ccccc1,CCCCCCCCO,-6.99989
COc1ccccc1,CCCCCCCCO,-7.35427
CCCCCCCCO,COc1ccccc1,-5.11066
COc1ccccc1,CCCCCCCCO,-7.35691
CCCCCCCCO,COc1ccccc1,-5.10871
COc1ccccc1,CCCCCCCCO,-7.38296
CCCCCCCCO,COc1ccccc1,-5.09494
COc1ccccc1,CCCCCCCCO,-7.37162
CCCCCCCCO,COc1ccccc1,-5.10572
COc1ccccc1,CCCCCCCCO,-7.30741
CCCCCCCCO,COc1ccccc1,-5.18687
COc1ccccc1,CCCCCCCCO,-7.20669
CCCCCCCCO,COc1ccccc1,-5.37754
COc1ccccc1,CCCCCCCCO,-7.10133
CCCCCCCCO,COc1ccccc1,-5.69772
COc1ccccc1,CCCCCCCCO,-7.02564
CCCCCCCCO,COc1ccccc1,-6.12956
COc1ccccc1,CCCCCCCCO,-7.61507
CCCCCCCCO,COc1ccccc1,-5.42266
CCCCCCCCO,COc1ccccc1,-5.39182
COc1ccccc1,CCCCCCCCO,-7.14107
COc1ccccc1,CCCCCCCCO,-7.42548
CCCCCCCCO,COc1ccccc1,-5.45254
COc1ccccc1,CCCCCCCCO,-7.4489
CCCCCCCCO,COc1ccccc1,-5.44311
COc1ccccc1,CCCCCCCCO,-7.50841
CCCCCCCCO,COc1ccccc1,-5.41131
COc1ccccc1,CCCCCCCCO,-7.5177
CCCCCCCCO,COc1ccccc1,-5.40564
COc1ccccc1,CCCCCCCCO,-7.45607
CCCCCCCCO,COc1ccccc1,-5.48426
COc1ccccc1,CCCCCCCCO,-7.34749
CCCCCCCCO,COc1ccccc1,-5.68998
COc1ccccc1,CCCCCCCCO,-7.23551
CCCCCCCCO,COc1ccccc1,-6.02953
COc1ccccc1,CCCCCCCCO,-7.16174
CCCCCCCCO,COc1ccccc1,-6.44645
COc1ccccc1,CCCCCCCCO,-7.72191
CCCCCCCCO,COc1ccccc1,-5.72727
CCCCCCCCO,COc1ccccc1,-5.68785
COc1ccccc1,CCCCCCCCO,-7.26922
COc1ccccc1,CCCCCCCCO,-7.48799
CCCCCCCCO,COc1ccccc1,-5.76388
COc1ccccc1,CCCCCCCCO,-7.53091
CCCCCCCCO,COc1ccccc1,-5.74743
COc1ccccc1,CCCCCCCCO,-7.6218
CCCCCCCCO,COc1ccccc1,-5.69873
COc1ccccc1,CCCCCCCCO,-7.65045
CCCCCCCCO,COc1ccccc1,-5.67761
COc1ccccc1,CCCCCCCCO,-7.59123
CCCCCCCCO,COc1ccccc1,-5.75387
COc1ccccc1,CCCCCCCCO,-7.47529
CCCCCCCCO,COc1ccccc1,-5.9737
COc1ccccc1,CCCCCCCCO,-7.35709
CCCCCCCCO,COc1ccccc1,-6.33142
COc1ccccc1,CCCCCCCCO,-7.28513
CCCCCCCCO,COc1ccccc1,-6.73435
COc1ccccc1,C1COCCO1,-6.89681
C1COCCO1,COc1ccccc1,-6.73705
C1COCCO1,COc1ccccc1,-6.73729
COc1ccccc1,C1COCCO1,-6.92349
COc1ccccc1,C1COCCO1,-6.90155
C1COCCO1,COc1ccccc1,-6.73622
COc1ccccc1,C1COCCO1,-6.90609
C1COCCO1,COc1ccccc1,-6.7347
COc1ccccc1,C1COCCO1,-6.91013
C1COCCO1,COc1ccccc1,-6.7325
COc1ccccc1,C1COCCO1,-6.91384
C1COCCO1,COc1ccccc1,-6.72946
COc1ccccc1,C1COCCO1,-6.91701
C1COCCO1,COc1ccccc1,-6.7256
COc1ccccc1,C1COCCO1,-6.91981
C1COCCO1,COc1ccccc1,-6.72038
COc1ccccc1,C1COCCO1,-6.92176
C1COCCO1,COc1ccccc1,-6.71451
COc1ccccc1,C1COCCO1,-6.92305
C1COCCO1,COc1ccccc1,-6.70719
COc1ccccc1,C1COCCO1,-6.9731
C1COCCO1,COc1ccccc1,-6.82291
C1COCCO1,COc1ccccc1,-6.82277
COc1ccccc1,C1COCCO1,-6.99989
COc1ccccc1,C1COCCO1,-6.97254
C1COCCO1,COc1ccccc1,-6.82298
COc1ccccc1,C1COCCO1,-6.97431
C1COCCO1,COc1ccccc1,-6.82235
COc1ccccc1,C1COCCO1,-6.97762
C1COCCO1,COc1ccccc1,-6.82053
COc1ccccc1,C1COCCO1,-6.98201
C1COCCO1,COc1ccccc1,-6.81689
COc1ccccc1,C1COCCO1,-6.9868
C1COCCO1,COc1ccccc1,-6.81102
COc1ccccc1,C1COCCO1,-6.99184
C1COCCO1,COc1ccccc1,-6.80158
COc1ccccc1,C1COCCO1,-6.99585
C1COCCO1,COc1ccccc1,-6.78941
COc1ccccc1,C1COCCO1,-6.9988
C1COCCO1,COc1ccccc1,-6.77257
COc1ccccc1,C1COCCO1,-7.04232
C1COCCO1,COc1ccccc1,-6.90278
C1COCCO1,COc1ccccc1,-6.90261
COc1ccccc1,C1COCCO1,-7.07228
COc1ccccc1,C1COCCO1,-7.04156
C1COCCO1,COc1ccccc1,-6.90287
COc1ccccc1,C1COCCO1,-7.04346
C1COCCO1,COc1ccccc1,-6.9022
COc1ccccc1,C1COCCO1,-7.04714
C1COCCO1,COc1ccccc1,-6.90017
COc1ccccc1,C1COCCO1,-7.05208
C1COCCO1,COc1ccccc1,-6.89608
COc1ccccc1,C1COCCO1,-7.05747
C1COCCO1,COc1ccccc1,-6.88947
COc1ccccc1,C1COCCO1,-7.06316
C1COCCO1,COc1ccccc1,-6.8788
COc1ccccc1,C1COCCO1,-7.0677
C1COCCO1,COc1ccccc1,-6.86502
COc1ccccc1,C1COCCO1,-7.07104
C1COCCO1,COc1ccccc1,-6.84595
COc1ccccc1,C1COCCO1,-7.10519
C1COCCO1,COc1ccccc1,-6.97735
C1COCCO1,COc1ccccc1,-6.97748
COc1ccccc1,C1COCCO1,-7.14107
COc1ccccc1,C1COCCO1,-7.10883
C1COCCO1,COc1ccccc1,-6.9767
COc1ccccc1,C1COCCO1,-7.1135
C1COCCO1,COc1ccccc1,-6.97512
COc1ccccc1,C1COCCO1,-7.11856
C1COCCO1,COc1ccccc1,-6.97236
COc1ccccc1,C1COCCO1,-7.12389
C1COCCO1,COc1ccccc1,-6.96797
COc1ccccc1,C1COCCO1,-7.12898
C1COCCO1,COc1ccccc1,-6.96175
COc1ccccc1,C1COCCO1,-7.13389
C1COCCO1,COc1ccccc1,-6.95258
COc1ccccc1,C1COCCO1,-7.13756
C1COCCO1,COc1ccccc1,-6.94145
COc1ccccc1,C1COCCO1,-7.14014
C1COCCO1,COc1ccccc1,-6.92674
COc1ccccc1,C1COCCO1,-6.81648
C1COCCO1,COc1ccccc1,-6.64392
C1COCCO1,COc1ccccc1,-6.6454
COc1ccccc1,C1COCCO1,-6.8426
COc1ccccc1,C1COCCO1,-6.83329
C1COCCO1,COc1ccccc1,-6.64029
COc1ccccc1,C1COCCO1,-6.84306
C1COCCO1,COc1ccccc1,-6.63613
COc1ccccc1,C1COCCO1,-6.8473
C1COCCO1,COc1ccccc1,-6.63313
COc1ccccc1,C1COCCO1,-6.84811
C1COCCO1,COc1ccccc1,-6.63232
COc1ccccc1,C1COCCO1,-6.8467
C1COCCO1,COc1ccccc1,-6.6352
COc1ccccc1,C1COCCO1,-6.8437
C1COCCO1,COc1ccccc1,-6.64776
COc1ccccc1,C1COCCO1,-6.97275
C1COCCO1,COc1ccccc1,-6.82295
C1COCCO1,COc1ccccc1,-6.82277
COc1ccccc1,C1COCCO1,-6.99989
COc1ccccc1,C1COCCO1,-6.97303
C1COCCO1,COc1ccccc1,-6.82284
COc1ccccc1,C1COCCO1,-6.97627
C1COCCO1,COc1ccccc1,-6.82136
COc1ccccc1,C1COCCO1,-6.98101
C1COCCO1,COc1ccccc1,-6.81784
COc1ccccc1,C1COCCO1,-6.98702
C1COCCO1,COc1ccccc1,-6.81068
COc1ccccc1,C1COCCO1,-6.99247
C1COCCO1,COc1ccccc1,-6.80003
COc1ccccc1,C1COCCO1,-6.99829
C1COCCO1,COc1ccccc1,-6.77663
COc1ccccc1,C1COCCO1,-7.10586
C1COCCO1,COc1ccccc1,-6.97727
C1COCCO1,COc1ccccc1,-6.97748
COc1ccccc1,C1COCCO1,-7.14107
COc1ccccc1,C1COCCO1,-7.11068
C1COCCO1,COc1ccccc1,-6.97617
COc1ccccc1,C1COCCO1,-7.11668
C1COCCO1,COc1ccccc1,-6.97352
COc1ccccc1,C1COCCO1,-7.12275
C1COCCO1,COc1ccccc1,-6.96906
COc1ccccc1,C1COCCO1,-7.1292
C1COCCO1,COc1ccccc1,-6.96141
COc1ccccc1,C1COCCO1,-7.13448
C1COCCO1,COc1ccccc1,-6.95113
COc1ccccc1,C1COCCO1,-7.13971
C1COCCO1,COc1ccccc1,-6.93023
COc1ccccc1,C1COCCO1,-7.22018
C1COCCO1,COc1ccccc1,-7.11234
C1COCCO1,COc1ccccc1,-7.11464
COc1ccccc1,C1COCCO1,-7.26922
COc1ccccc1,C1COCCO1,-7.24686
C1COCCO1,COc1ccccc1,-7.10657
COc1ccccc1,C1COCCO1,-7.26324
C1COCCO1,COc1ccccc1,-7.09957
COc1ccccc1,C1COCCO1,-7.2713
C1COCCO1,COc1ccccc1,-7.09382
COc1ccccc1,C1COCCO1,-7.27429
C1COCCO1,COc1ccccc1,-7.09051
COc1ccccc1,C1COCCO1,-7.27361
C1COCCO1,COc1ccccc1,-7.09204
COc1ccccc1,C1COCCO1,-7.2705
C1COCCO1,COc1ccccc1,-7.10529
COc1ccccc1,CCCCCCC,-7.30498
CCCCCCC,COc1ccccc1,-7.7858
CCCCCCC,COc1ccccc1,-7.79061
COc1ccccc1,CCCCCCC,-6.8426
COc1ccccc1,CCCCCCC,-7.28489
CCCCCCC,COc1ccccc1,-7.79053
COc1ccccc1,CCCCCCC,-7.19766
CCCCCCC,COc1ccccc1,-7.82026
COc1ccccc1,CCCCCCC,-7.08877
CCCCCCC,COc1ccccc1,-7.87901
COc1ccccc1,CCCCCCC,-6.99082
CCCCCCC,COc1ccccc1,-7.95893
COc1ccccc1,CCCCCCC,-6.92025
CCCCCCC,COc1ccccc1,-8.04395
COc1ccccc1,CCCCCCC,-6.87311
CCCCCCC,COc1ccccc1,-8.12952
COc1ccccc1,CCCCCCC,-6.85131
CCCCCCC,COc1ccccc1,-8.19315
COc1ccccc1,CCCCCCC,-6.84377
CCCCCCC,COc1ccccc1,-8.23341
COc1ccccc1,CCCCCCC,-7.38587
CCCCCCC,COc1ccccc1,-7.84062
CCCCCCC,COc1ccccc1,-7.84543
COc1ccccc1,CCCCCCC,-6.92349
COc1ccccc1,CCCCCCC,-7.36578
CCCCCCC,COc1ccccc1,-7.84536
COc1ccccc1,CCCCCCC,-7.27855
CCCCCCC,COc1ccccc1,-7.87508
COc1ccccc1,CCCCCCC,-7.16966
CCCCCCC,COc1ccccc1,-7.93384
COc1ccccc1,CCCCCCC,-7.07171
CCCCCCC,COc1ccccc1,-8.01375
COc1ccccc1,CCCCCCC,-7.00114
CCCCCCC,COc1ccccc1,-8.09877
COc1ccccc1,CCCCCCC,-6.954
CCCCCCC,COc1ccccc1,-8.18434
COc1ccccc1,CCCCCCC,-6.93219
CCCCCCC,COc1ccccc1,-8.24798
COc1ccccc1,CCCCCCC,-6.92466
CCCCCCC,COc1ccccc1,-8.28824
COc1ccccc1,CCCCCCC,-7.46227
CCCCCCC,COc1ccccc1,-7.89389
CCCCCCC,COc1ccccc1,-7.8987
COc1ccccc1,CCCCCCC,-6.99989
COc1ccccc1,CCCCCCC,-7.44218
CCCCCCC,COc1ccccc1,-7.89863
COc1ccccc1,CCCCCCC,-7.35495
CCCCCCC,COc1ccccc1,-7.92836
COc1ccccc1,CCCCCCC,-7.24606
CCCCCCC,COc1ccccc1,-7.98711
COc1ccccc1,CCCCCCC,-7.14811
CCCCCCC,COc1ccccc1,-8.06702
COc1ccccc1,CCCCCCC,-7.07754
CCCCCCC,COc1ccccc1,-8.15204
COc1ccccc1,CCCCCCC,-7.0304
CCCCCCC,COc1ccccc1,-8.23762
COc1ccccc1,CCCCCCC,-7.00859
CCCCCCC,COc1ccccc1,-8.30125
COc1ccccc1,CCCCCCC,-7.00106
CCCCCCC,COc1ccccc1,-8.34151
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.91073
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.00698
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.0052
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.92349
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.89145
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.01038
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.88152
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.0136
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.87987
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.01437
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.8845
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.0104
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.89243
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.00056
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.90288
ClC(Cl)(Cl)Cl,COc1ccccc1,-6.98106
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.91268
ClC(Cl)(Cl)Cl,COc1ccccc1,-6.95165
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.92049
ClC(Cl)(Cl)Cl,COc1ccccc1,-6.9073
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.98368
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.07629
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.07474
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.99989
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.96723
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.07918
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.95915
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.08179
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.95837
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.08211
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.96324
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.07797
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.9709
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.06847
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.98076
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.05009
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.98989
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.02268
COc1ccccc1,ClC(Cl)(Cl)Cl,-6.99712
ClC(Cl)(Cl)Cl,COc1ccccc1,-6.98162
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.05273
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14334
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14202
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.07228
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.03902
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14574
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.03273
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14776
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.03279
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14764
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.03789
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.14333
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.04529
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.13417
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.05457
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.11687
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.06306
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.0914
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.06974
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.05352
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.11829
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.20828
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.20718
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.14107
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.10723
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.21021
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.10268
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.21166
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.10355
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.21111
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.10888
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.20663
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.11601
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.1978
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.12474
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.18155
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.13261
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.15795
COc1ccccc1,ClC(Cl)(Cl)Cl,-7.13875
ClC(Cl)(Cl)Cl,COc1ccccc1,-7.12316
COc1ccccc1,CO,-6.47519
CO,COc1ccccc1,-7.50796
CO,COc1ccccc1,-7.51034
COc1ccccc1,CO,-6.92327
COc1ccccc1,CO,-6.5743
CO,COc1ccccc1,-7.49939
COc1ccccc1,CO,-6.67694
CO,COc1ccccc1,-7.48192
COc1ccccc1,CO,-6.77761
CO,COc1ccccc1,-7.45265
COc1ccccc1,CO,-6.86795
CO,COc1ccccc1,-7.40937
COc1ccccc1,CO,-6.93185
CO,COc1ccccc1,-7.35763
COc1ccccc1,CO,-6.94756
CO,COc1ccccc1,-7.3379
COc1ccccc1,CO,-6.77842
CO,COc1ccccc1,-7.45235
CO,COc1ccccc1,-7.51034
COc1ccccc1,CO,-6.92327
COc1ccccc1,CO,-6.62218
CO,COc1ccccc1,-7.56624
CO,COc1ccccc1,-7.57772
COc1ccccc1,CO,-6.99989
COc1ccccc1,CO,-6.78397
CO,COc1ccccc1,-7.53736
COc1ccccc1,CO,-6.89126
CO,COc1ccccc1,-7.50174
COc1ccccc1,CO,-6.96915
CO,COc1ccccc1,-7.46027
COc1ccccc1,CO,-7.00986
CO,COc1ccccc1,-7.42732
COc1ccccc1,CO,-7.0272
CO,COc1ccccc1,-7.40688
COc1ccccc1,CO,-7.02674
CO,COc1ccccc1,-7.40893
COc1ccccc1,CO,-7.01662
CO,COc1ccccc1,-7.4417
COc1ccccc1,CO,-7.00537
CO,COc1ccccc1,-7.50962
COc1ccccc1,CO,-6.67806
CO,COc1ccccc1,-7.62981
CO,COc1ccccc1,-7.64313
COc1ccccc1,CO,-7.07228
COc1ccccc1,CO,-6.8594
CO,COc1ccccc1,-7.59753
COc1ccccc1,CO,-6.97431
CO,COc1ccccc1,-7.55946
COc1ccccc1,CO,-7.05324
CO,COc1ccccc1,-7.51754
COc1ccccc1,CO,-7.09129
CO,COc1ccccc1,-7.48685
COc1ccccc1,CO,-7.10481
CO,COc1ccccc1,-7.47111
COc1ccccc1,CO,-7.10089
CO,COc1ccccc1,-7.47963
COc1ccccc1,CO,-7.08908
CO,COc1ccccc1,-7.51752
COc1ccccc1,CO,-7.07755
CO,COc1ccccc1,-7.58681
COc1ccccc1,CO,-6.73087
CO,COc1ccccc1,-7.69178
CO,COc1ccccc1,-7.70689
COc1ccccc1,CO,-7.14107
COc1ccccc1,CO,-6.93114
CO,COc1ccccc1,-7.65622
COc1ccccc1,CO,-7.05342
CO,COc1ccccc1,-7.61578
COc1ccccc1,CO,-7.13336
CO,COc1ccccc1,-7.57342
COc1ccccc1,CO,-7.16883
CO,COc1ccccc1,-7.54492
COc1ccccc1,CO,-7.17866
CO,COc1ccccc1,-7.53372
COc1ccccc1,CO,-7.17139
CO,COc1ccccc1,-7.54852
COc1ccccc1,CO,-7.15795
CO,COc1ccccc1,-7.59135
COc1ccccc1,CO,-7.14613
CO,COc1ccccc1,-7.66197
COc1ccccc1,CO,-6.80385
CO,COc1ccccc1,-7.4425
CO,COc1ccccc1,-7.51053
COc1ccccc1,CO,-6.92349
COc1ccccc1,CO,-6.88065
CO,COc1ccccc1,-7.4015
COc1ccccc1,CO,-6.92412
CO,COc1ccccc1,-7.36621
COc1ccccc1,CO,-6.94541
CO,COc1ccccc1,-7.34092
COc1ccccc1,CO,-6.94852
CO,COc1ccccc1,-7.33626
COc1ccccc1,CO,-6.94014
CO,COc1ccccc1,-7.36376
COc1ccccc1,CO,-6.9292
CO,COc1ccccc1,-7.43026
COc1ccccc1,CO,-6.93262
CO,COc1ccccc1,-7.40343
CO,COc1ccccc1,-7.51053
COc1ccccc1,CO,-6.92349
COc1ccccc1,CO,-6.94196
CO,COc1ccccc1,-7.35655
COc1ccccc1,CO,-6.9491
CO,COc1ccccc1,-7.33492
COc1ccccc1,CO,-6.94497
CO,COc1ccccc1,-7.34157
COc1ccccc1,CO,-6.92189
CO,COc1ccccc1,-7.36841
COc1ccccc1,CO,-6.87593
CO,COc1ccccc1,-7.40463
COc1ccccc1,CO,-6.79788
CO,COc1ccccc1,-7.445
COc1ccccc1,CO,-6.70042
CO,COc1ccccc1,-7.4766
COc1ccccc1,CO,-6.54951
CO,COc1ccccc1,-7.5024
COc1ccccc1,CS(C)=O,-6.92445
CS(C)=O,COc1ccccc1,-6.24794
CS(C)=O,COc1ccccc1,-6.22273
COc1ccccc1,CS(C)=O,-6.92349
COc1ccccc1,CS(C)=O,-6.92115
CS(C)=O,COc1ccccc1,-6.26465
COc1ccccc1,CS(C)=O,-6.913
CS(C)=O,COc1ccccc1,-6.28873
COc1ccccc1,CS(C)=O,-6.90729
CS(C)=O,COc1ccccc1,-6.29969
COc1ccccc1,CS(C)=O,-6.91348
CS(C)=O,COc1ccccc1,-6.29287
COc1ccccc1,CS(C)=O,-6.93967
CS(C)=O,COc1ccccc1,-6.2724
COc1ccccc1,CS(C)=O,-6.98511
CS(C)=O,COc1ccccc1,-6.24871
COc1ccccc1,CS(C)=O,-7.04154
CS(C)=O,COc1ccccc1,-6.23022
COc1ccccc1,CS(C)=O,-7.08272
CS(C)=O,COc1ccccc1,-6.22269
COc1ccccc1,CS(C)=O,-7.00085
CS(C)=O,COc1ccccc1,-6.34418
CS(C)=O,COc1ccccc1,-6.31897
COc1ccccc1,CS(C)=O,-6.99989
COc1ccccc1,CS(C)=O,-6.99755
CS(C)=O,COc1ccccc1,-6.36089
COc1ccccc1,CS(C)=O,-6.9894
CS(C)=O,COc1ccccc1,-6.38497
COc1ccccc1,CS(C)=O,-6.98369
CS(C)=O,COc1ccccc1,-6.39592
COc1ccccc1,CS(C)=O,-6.98988
CS(C)=O,COc1ccccc1,-6.3891
COc1ccccc1,CS(C)=O,-7.01607
CS(C)=O,COc1ccccc1,-6.36864
COc1ccccc1,CS(C)=O,-7.06151
CS(C)=O,COc1ccccc1,-6.34494
COc1ccccc1,CS(C)=O,-7.11794
CS(C)=O,COc1ccccc1,-6.32645
COc1ccccc1,CS(C)=O,-7.15913
CS(C)=O,COc1ccccc1,-6.31893
COc1ccccc1,CS(C)=O,-7.07324
CS(C)=O,COc1ccccc1,-6.43473
CS(C)=O,COc1ccccc1,-6.40952
COc1ccccc1,CS(C)=O,-7.07228
COc1ccccc1,CS(C)=O,-7.06994
CS(C)=O,COc1ccccc1,-6.45144
COc1ccccc1,CS(C)=O,-7.06179
CS(C)=O,COc1ccccc1,-6.47552
COc1ccccc1,CS(C)=O,-7.05608
CS(C)=O,COc1ccccc1,-6.48648
COc1ccccc1,CS(C)=O,-7.06228
CS(C)=O,COc1ccccc1,-6.47966
COc1ccccc1,CS(C)=O,-7.08846
CS(C)=O,COc1ccccc1,-6.45919
COc1ccccc1,CS(C)=O,-7.1339
CS(C)=O,COc1ccccc1,-6.4355
COc1ccccc1,CS(C)=O,-7.19033
CS(C)=O,COc1ccccc1,-6.41701
COc1ccccc1,CS(C)=O,-7.23152
CS(C)=O,COc1ccccc1,-6.40948
COc1ccccc1,CS(C)=O,-7.0838
CS(C)=O,COc1ccccc1,-6.22258
CS(C)=O,COc1ccccc1,-6.22273
COc1ccccc1,CS(C)=O,-6.92349
COc1ccccc1,CS(C)=O,-7.03849
CS(C)=O,COc1ccccc1,-6.23097
COc1ccccc1,CS(C)=O,-6.98139
CS(C)=O,COc1ccccc1,-6.25029
COc1ccccc1,CS(C)=O,-6.93786
CS(C)=O,COc1ccccc1,-6.27359
COc1ccccc1,CS(C)=O,-6.91178
CS(C)=O,COc1ccccc1,-6.29457
COc1ccccc1,CS(C)=O,-6.90728
CS(C)=O,COc1ccccc1,-6.29969
COc1ccccc1,CS(C)=O,-6.91304
CS(C)=O,COc1ccccc1,-6.28863
COc1ccccc1,CS(C)=O,-6.92126
CS(C)=O,COc1ccccc1,-6.2642
COc1ccccc1,CS(C)=O,-6.92444
CS(C)=O,COc1ccccc1,-6.24804
COc1ccccc1,CS(C)=O,-7.1602
CS(C)=O,COc1ccccc1,-6.31881
CS(C)=O,COc1ccccc1,-6.31897
COc1ccccc1,CS(C)=O,-6.99989
COc1ccccc1,CS(C)=O,-7.1149
CS(C)=O,COc1ccccc1,-6.32721
COc1ccccc1,CS(C)=O,-7.0578
CS(C)=O,COc1ccccc1,-6.34653
COc1ccccc1,CS(C)=O,-7.01426
CS(C)=O,COc1ccccc1,-6.36983
COc1ccccc1,CS(C)=O,-6.98818
CS(C)=O,COc1ccccc1,-6.39081
COc1ccccc1,CS(C)=O,-6.98368
CS(C)=O,COc1ccccc1,-6.39593
COc1ccccc1,CS(C)=O,-6.98944
CS(C)=O,COc1ccccc1,-6.38487
COc1ccccc1,CS(C)=O,-6.99767
CS(C)=O,COc1ccccc1,-6.36044
COc1ccccc1,CS(C)=O,-7.00084
CS(C)=O,COc1ccccc1,-6.34428
COc1ccccc1,CS(C)=O,-7.23259
CS(C)=O,COc1ccccc1,-6.40937
CS(C)=O,COc1ccccc1,-6.40952
COc1ccccc1,CS(C)=O,-7.07228
COc1ccccc1,CS(C)=O,-7.18729
CS(C)=O,COc1ccccc1,-6.41776
COc1ccccc1,CS(C)=O,-7.13019
CS(C)=O,COc1ccccc1,-6.43708
COc1ccccc1,CS(C)=O,-7.08665
CS(C)=O,COc1ccccc1,-6.46038
COc1ccccc1,CS(C)=O,-7.06057
CS(C)=O,COc1ccccc1,-6.48137
COc1ccccc1,CS(C)=O,-7.05607
CS(C)=O,COc1ccccc1,-6.48648
COc1ccccc1,CS(C)=O,-7.06183
CS(C)=O,COc1ccccc1,-6.47542
COc1ccccc1,CS(C)=O,-7.07006
CS(C)=O,COc1ccccc1,-6.45099
COc1ccccc1,CS(C)=O,-7.07323
CS(C)=O,COc1ccccc1,-6.43483
COc1ccccc1,CN(C)C=O,-6.75883
CN(C)C=O,COc1ccccc1,-7.11112
CN(C)C=O,COc1ccccc1,-7.11315
COc1ccccc1,CN(C)C=O,-6.92349
COc1ccccc1,CN(C)C=O,-6.79928
CN(C)C=O,COc1ccccc1,-7.10406
COc1ccccc1,CN(C)C=O,-6.83236
CN(C)C=O,COc1ccccc1,-7.09346
COc1ccccc1,CN(C)C=O,-6.85225
CN(C)C=O,COc1ccccc1,-7.08321
COc1ccccc1,CN(C)C=O,-6.85995
CN(C)C=O,COc1ccccc1,-7.07717
COc1ccccc1,CN(C)C=O,-6.86362
CN(C)C=O,COc1ccccc1,-7.07267
COc1ccccc1,CN(C)C=O,-6.87104
CN(C)C=O,COc1ccccc1,-7.05849
COc1ccccc1,CN(C)C=O,-6.88786
CN(C)C=O,COc1ccccc1,-7.00662
