Smiles,T,Property
CCCCCCCCCCO,298,-4.45192
CCCCCCCCCCO,323,-5.32787
CCCCCCCCCC=O,298,-5.96484
CCCCCCCCCC=O,323,-6.53825
CCCCCCCCOC=O,298,-6.5395
CCCCCCCCOC=O,323,-6.9245
COCCOCCOCCO,273,-4.08926
COCCOCCOCCO,298,-5.05816
COCCOCCOCCO,323,-5.73687
CCCCCCCCCCCC,273,-6.08102
CCCCCCCCCCCC,298,-6.59881
CCCCCCCCCCCC,323,-6.99232
C=CCCCCCCCCCC,273,-6.22394
C=CCCCCCCCCCC,298,-6.72175
C=CCCCCCCCCCC,323,-7.09353
CCCCCCCCCCCO,298,-4.2561
CCCCCCCCCCCO,323,-5.16036
CCOCCOCCOCCO,273,-3.95017
CCOCCOCCOCCO,298,-4.97956
CCOCCOCCOCCO,323,-5.70493
CCCCCCCCCCCCCl,298,-5.93558
CCCCCCCCCCCCCl,323,-6.41166
CCCCCCCC/C=C\CCCCCCCC(=O)OC,273,-4.38259
CCCCCCCC/C=C\CCCCCCCC(=O)OC,298,-5.178
CCCCCCCC/C=C\CCCCCCCC(=O)OC,323,-5.749
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,273,-4.72573
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,298,-5.4178
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,323,-5.92175
CCCCCCCCCCCCOC(C)=O,273,-5.14741
CCCCCCCCCCCCOC(C)=O,298,-5.68153
CCCCCCCCCCCCOC(C)=O,323,-6.1291
CCCCNc1ccccc1,273,-5.14218
CCCCNc1ccccc1,298,-5.90534
CCCCNc1ccccc1,323,-6.45064
CCCCOc1ccccc1,273,-5.75412
CCCCOc1ccccc1,298,-6.36445
CCCCOc1ccccc1,323,-6.8165
CCCCSc1ccccc1,298,-6.25233
CCCCSc1ccccc1,323,-6.64787
CCc1cccc2ccccc12,273,-4.82113
CCc1cccc2ccccc12,298,-5.62831
CCc1cccc2ccccc12,323,-6.19223
CCCCCCCC/C=C\CCCCCCCC(=O)O,298,-3.53567
CCCCCCCC/C=C\CCCCCCCC(=O)O,323,-4.37909
CCCCCCCCCCCCCCCCBr,273,-4.29439
CCCCCCCCCCCCCCCCBr,298,-5.03341
CCCCCCCCCCCCCCCCBr,323,-5.60653
C=CCCCCCCCCCCCCCCCC,273,-4.99143
C=CCCCCCCCCCCCCCCCC,298,-5.57979
C=CCCCCCCCCCCCCCCCC,323,-6.05423
C=CC(C)(C)O,298,-6.16748
C=CC(C)(C)O,323,-6.89506
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,273,-1.28381
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,298,-2.93583
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,323,-4.1075
CCC(C)(C)CO,298,-4.71442
CCC(C)(C)CO,323,-5.83148
CCOC(=O)c1ccccc1O,298,-5.86712
CCOC(=O)c1ccccc1O,323,-6.39539
Cc1c(Cl)cccc1Cl,273,-5.50428
Cc1c(Cl)cccc1Cl,298,-6.13136
Cc1c(Cl)cccc1Cl,323,-6.65031
CCCCOC(=O)CC(=O)OCCCC,273,-5.07373
CCCCOC(=O)CC(=O)OCCCC,298,-5.80389
CCCCOC(=O)CC(=O)OCCCC,323,-6.29572
COC(=O)c1ccccc1O,298,-3.83807
COC(=O)c1ccccc1O,323,-4.65727
O=C(c1ccccc1)c1ccccc1,298,-4.21481
O=C(c1ccccc1)c1ccccc1,323,-5.20861
c1ccc2c(c1)CCCC2,273,-5.64291
c1ccc2c(c1)CCCC2,298,-6.21385
c1ccc2c(c1)CCCC2,323,-6.64501
O=C1CCCC1,298,-6.83592
O=C1CCCC1,323,-7.18346
CCN(CC)CC,298,-7.94057
CCN(CC)CC,323,-8.18107
COP(OC)OC,273,-7.16665
COP(OC)OC,298,-7.50975
COP(OC)OC,323,-7.7777
CN(C)c1ccccc1,298,-6.64962
CN(C)c1ccccc1,323,-7.01033
CC(O)CN(CC(C)O)CC(C)O,273,0.588882
CC(O)CN(CC(C)O)CC(C)O,298,-0.799838
CC(O)CN(CC(C)O)CC(C)O,323,-2.01644
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,273,-2.89163
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,298,-4.04188
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,323,-4.85193
CCC(=O)OCc1ccccc1,298,-6.15091
CCC(=O)OCc1ccccc1,323,-6.57068
CC(=O)Oc1ccccc1,273,-5.17403
CC(=O)Oc1ccccc1,298,-5.87854
CC(=O)Oc1ccccc1,323,-6.41522
OCCCc1ccccc1,273,-3.64678
OCCCc1ccccc1,298,-4.51696
OCCCc1ccccc1,323,-5.20556
CCCCCCCCCCCCc1ccccc1,298,-5.34898
CCCCCCCCCCCCc1ccccc1,323,-5.91614
CCCC(=O)CCC,273,-6.1375
CCCC(=O)CCC,298,-6.69572
CCCC(=O)CCC,323,-7.15584
CCOC(=O)CCC(=O)OCC,298,-5.99505
CCOC(=O)CCC(=O)OCC,323,-6.4946
CCCCCCCCC(=O)OCC,273,-5.63785
CCCCCCCCC(=O)OCC,298,-6.36539
CCCCCCCCC(=O)OCC,323,-6.81535
CCC=O,273,-7.73114
CCC=O,298,-8.04203
CCC=O,323,-8.29414
CNC=O,298,-6.35089
CNC=O,323,-6.74302
CC(=O)CC(C)=O,298,-7.28525
CC(=O)CC(C)=O,323,-7.50368
CCC(=O)OC(=O)CC,273,-6.42095
CCC(=O)OC(=O)CC,298,-6.86501
CCC(=O)OC(=O)CC,323,-7.21299
CC1OC(C)OC(C)O1,298,-6.81714
CC1OC(C)OC(C)O1,323,-7.26461
CCCCCC(=O)OCC,298,-7.06418
CCCCCC(=O)OCC,323,-7.41731
CCCC=O,273,-7.42458
CCCC=O,298,-7.75044
CCCC=O,323,-8.01673
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,298,-4.48783
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,323,-5.2467
CCCCCC(C)N,298,-7.09214
CCCCCC(C)N,323,-7.45696
CCCCOC(C)=O,273,-6.90035
CCCCOC(C)=O,298,-7.29533
CCCCOC(C)=O,323,-7.61128
C1COCCO1,298,-6.73463
C1COCCO1,323,-7.11269
CC(=O)OCCC(C)C,298,-7.10887
CC(=O)OCCC(C)C,323,-7.43283
CCCCCCC(C)O,273,-3.63306
CCCCCCC(C)O,298,-5.07406
CCCCCCC(C)O,323,-5.9366
CCCCCCCCCCCCCC(=O)OCC,298,-5.47304
CCCCCCCCCCCCCC(=O)OCC,323,-6.009
CCCCCCCC(=O)O,298,-5.26681
CCCCCCCC(=O)O,323,-5.8307
CCCCCCCCCCCCCC(=O)OC,298,-5.50511
CCCCCCCCCCCCCC(=O)OC,323,-6.05426
C=CCCCCCCC,273,-7.09468
C=CCCCCCCC,298,-7.43851
C=CCCCCCCC,323,-7.72666
CCCCCCCC=O,298,-6.53889
CCCCCCCC=O,323,-6.96762
CCCCCCCCCC,273,-6.65167
CCCCCCCCCC,298,-7.06491
CCCCCCCCCC,323,-7.39504
CCCCCCCCC=O,273,-6.28772
CCCCCCCCC=O,298,-6.56597
CCCCCCCCC=O,323,-6.85608
FC(F)(Br)C(F)(F)Br,273,-6.87052
FC(F)(Br)C(F)(F)Br,298,-7.20087
FC(F)(Br)C(F)(F)Br,323,-7.48544
CC(C)COP(=O)(OCC(C)C)OCC(C)C,298,-5.48103
CC(C)COP(=O)(OCC(C)C)OCC(C)C,323,-6.26044
CCCCOP(=O)(OCCCC)OCCCC,273,-4.99621
CCCCOP(=O)(OCCCC)OCCCC,298,-5.69514
CCCCOP(=O)(OCCCC)OCCCC,323,-6.21879
C=C(C)C#N,298,-7.92423
C=C(C)C#N,323,-8.14777
ClC(Cl)=C(Cl)Cl,273,-6.77514
ClC(Cl)=C(Cl)Cl,298,-7.05713
ClC(Cl)=C(Cl)Cl,323,-7.30394
CC(=O)N(C)C,273,-6.5229
CC(=O)N(C)C,298,-6.96048
CC(=O)N(C)C,323,-7.28617
C=C1CCC2CC1C2(C)C,273,-5.93061
C=C1CCC2CC1C2(C)C,298,-6.44433
C=C1CCC2CC1C2(C)C,323,-6.89691
COC(=O)c1ccccc1C(=O)OC,298,-4.26593
COC(=O)c1ccccc1C(=O)OC,323,-5.20025
COCCCCOC,273,-7.11866
COCCCCOC,298,-7.2769
COCCCCOC,323,-7.44627
CCOCCCCOCC,273,-6.75221
CCOCCCCOCC,298,-6.98758
CCOCCCCOCC,323,-7.21297
C=CCCCCCCCCCCCCC,273,-5.47538
C=CCCCCCCCCCCCCC,298,-6.09865
C=CCCCCCCCCCCCCC,323,-6.5576
CC1=CCC2C(C1)C2(C)C,298,-6.79238
CC1=CCC2C(C1)C2(C)C,323,-7.13092
CCCCCCCCCCCC(CCCC)CCCCCCCCCC,273,-3.27542
CCCCCCCCCCCC(CCCC)CCCCCCCCCC,298,-4.37039
CCCCCCCCCCCC(CCCC)CCCCCCCCCC,323,-5.15085
CC(CC(C)(C)C)CC(C)(C)C,273,-6.25654
CC(CC(C)(C)C)CC(C)(C)C,298,-6.72156
CC(CC(C)(C)C)CC(C)(C)C,323,-7.09753
COc1ccccc1C=O,298,-5.20459
COc1ccccc1C=O,323,-5.81055
CCC1CCCc2ccccc21,273,-5.11609
CCC1CCCc2ccccc21,298,-5.86703
CCC1CCCc2ccccc21,323,-6.38905
CCC(C)c1ccccc1,298,-7.02833
CCC(C)c1ccccc1,323,-7.3443
CCCCOC(=O)c1ccccc1,298,-5.93127
CCCCOC(=O)c1ccccc1,323,-6.44821
CCC(C)CO,273,-4.40836
CCC(C)CO,298,-5.39034
CCC(C)CO,323,-6.18924
CCCCOC(=O)C(C)O,298,-5.72193
CCCCOC(=O)C(C)O,323,-6.3699
C=C(C)C1CC=C(C)CC1,298,-7.04154
C=C(C)C1CC=C(C)CC1,323,-7.22685
CCC(C)N,273,-7.35294
CCC(C)N,298,-7.7733
CCC(C)N,323,-8.07608
CCN(CCO)CCO,273,-0.906756
CCN(CCO)CCO,298,-2.7452
CCN(CCO)CCO,323,-4.03001
CC(=O)OCc1ccccc1,298,-6.18893
CC(=O)OCc1ccccc1,323,-6.63864
N#CCc1ccccc1,298,-6.22329
N#CCc1ccccc1,323,-6.64904
C=CC(=O)OCC,298,-7.53518
C=CC(=O)OCC,323,-7.82009
CC(C)COC(=O)CCCCC(=O)OCC(C)C,298,-5.23069
CC(C)COC(=O)CCCCC(=O)OCC(C)C,323,-5.83442
CCCCC(=O)OCCC,273,-6.61363
CCCCC(=O)OCCC,298,-7.01805
CCCCC(=O)OCCC,323,-7.32781
CCOC(=O)CCCCC(=O)OCC,298,-5.76707
CCOC(=O)CCCCC(=O)OCC,323,-6.26945
C=CC(=O)OCCCC,298,-7.11302
C=CC(=O)OCCCC,323,-7.44467
NCCO,298,-3.94698
NCCO,323,-4.96867
CCCC(=O)Cl,298,-7.5136
CCCC(=O)Cl,323,-7.77735
CCOC(C)=O,273,-7.46525
CCOC(C)=O,298,-7.75579
CCOC(C)=O,323,-8.01289
CC(=O)C=C(C)C,273,-7.08101
CC(=O)C=C(C)C,298,-7.41333
CC(=O)C=C(C)C,323,-7.67469
CCc1cccc(CC)c1,298,-7.13702
CCc1cccc(CC)c1,323,-7.42074
CCOC(=O)CC(C)=O,298,-6.4481
CCOC(=O)CC(C)=O,323,-6.85426
ClCCCCl,273,-6.64063
ClCCCCl,298,-6.96271
ClCCCCl,323,-7.24776
C1=CCCC1,273,-7.73146
C1=CCCC1,298,-8.02335
C1=CCCC1,323,-8.26244
CCCCCCCCOC(=O)CC,298,-6.35453
CCCCCCCCOC(=O)CC,323,-6.77067
CCCCCC(=O)O,273,-5.21103
CCCCCC(=O)O,298,-5.866
CCCCCC(=O)O,323,-6.34284
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,273,-4.08746
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,298,-4.91885
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,323,-5.50984
CCCCCCC,273,-7.55099
CCCCCCC,298,-7.84381
CCCCCCC,323,-8.09712
CCCNCCC,298,-7.56194
CCCNCCC,323,-7.87781
CCCCCCCCCCCCCCCC(=O)OC(C)C,298,-5.06169
CCCCCCCCCCCCCCCC(=O)OC(C)C,323,-5.66933
CCCCCCOC(C)=O,298,-6.86293
CCCCCCOC(C)=O,323,-7.21764
CCCCOCCCC,273,-6.96616
CCCCOCCCC,298,-7.34105
CCCCOCCCC,323,-7.64513
CCCCCCCCCO,298,-4.6611
CCCCCCCCCO,323,-5.48383
CCCCCCCCCCCCBr,273,-4.99812
CCCCCCCCCCCCBr,298,-5.68495
CCCCCCCCCCCCBr,323,-6.19557
CCCCCCNCCCCCC,273,-5.5155
CCCCCCNCCCCCC,298,-6.15878
CCCCCCNCCCCCC,323,-6.64896
CCCCOCCOCCOCCO,273,-3.7781
CCCCOCCOCCOCCO,298,-4.80491
CCCCOCCOCCOCCO,323,-5.56667
COCCOCCOCCOCCOC,273,-4.9882
COCCOCCOCCOCCOC,298,-5.69281
COCCOCCOCCOCCOC,323,-6.21248
O=C/C=C/c1ccccc1,273,-4.83958
O=C/C=C/c1ccccc1,298,-5.52166
O=C/C=C/c1ccccc1,323,-6.08841
Cc1cc[nH]n1,298,-4.41892
Cc1cc[nH]n1,323,-5.44565
CCCCc1cccs1,273,-4.77256
CCCCc1cccs1,298,-5.47605
CCCCc1cccs1,323,-6.0603
CCCCCCCCCS,273,-5.96306
CCCCCCCCCS,298,-6.47669
CCCCCCCCCS,323,-6.86792
CCCCCCCCCCCCCCc1ccccc1,298,-5.01692
CCCCCCCCCCCCCCc1ccccc1,323,-5.62824
CCCC(C)CC(C)(C)C,273,-7.11094
CCCC(C)CC(C)(C)C,298,-7.57133
CCCC(C)CC(C)(C)C,323,-7.87529
OCCC1CCCCN1,298,-1.25356
OCCC1CCCCN1,323,-3.21231
CCCCC(CC)C(=O)O,298,-5.0587
CCCCC(CC)C(=O)O,323,-5.78986
CCCC(C)C(O)CC,273,-6.13711
CCCC(C)C(O)CC,298,-6.71494
CCCC(C)C(O)CC,323,-7.18583
COc1cccc(O)c1,298,-3.33704
COc1cccc(O)c1,323,-4.63394
COc1cccc(OC)c1,273,-5.40465
COc1cccc(OC)c1,298,-6.09314
COc1cccc(OC)c1,323,-6.59575
O=C(CC(=O)C(F)(F)F)C(F)(F)F,273,-6.0626
O=C(CC(=O)C(F)(F)F)C(F)(F)F,298,-6.72516
O=C(CC(=O)C(F)(F)F)C(F)(F)F,323,-7.28815
CCCCCC(c1ccccc1)c1ccccc1,273,-3.08685
CCCCCC(c1ccccc1)c1ccccc1,298,-4.26951
CCCCCC(c1ccccc1)c1ccccc1,323,-5.05967
CCCCCCC(c1ccccc1)c1ccccc1,298,-4.31623
CCCCCCC(c1ccccc1)c1ccccc1,323,-5.29414
CSC(C)C,273,-7.41387
CSC(C)C,298,-7.75036
CSC(C)C,323,-8.02331
CCCc1cccs1,273,-5.3411
CCCc1cccs1,298,-5.99311
CCCc1cccs1,323,-6.52984
CC1CCCc2ccccc21,273,-5.3069
CC1CCCc2ccccc21,298,-5.98045
CC1CCCc2ccccc21,323,-6.4699
CCCCCCCCCCCCCCCCCC(C)C,298,-5.05349
CCCCCCCCCCCCCCCCCC(C)C,323,-5.65819
CCCCCCCCCCCCCCCCC(C)C,298,-5.25876
CCCCCCCCCCCCCCCCC(C)C,323,-5.84784
CCCCCCCCCCCCCCCC(C)C,298,-5.40877
CCCCCCCCCCCCCCCC(C)C,323,-5.97362
CCCCCCCCCCCCCC(C)C,273,-5.09237
CCCCCCCCCCCCCC(C)C,298,-5.78696
CCCCCCCCCCCCCC(C)C,323,-6.30017
CCCCCCCCCCCCC(C)C,273,-5.34114
CCCCCCCCCCCCC(C)C,298,-6.00078
CCCCCCCCCCCCC(C)C,323,-6.48209
CCCCCCCCCCCC(C)C,273,-5.60428
CCCCCCCCCCCC(C)C,298,-6.198
CCCCCCCCCCCC(C)C,323,-6.65016
CCCCCCCCCCC(C)C,273,-5.84145
CCCCCCCCCCC(C)C,298,-6.42353
CCCCCCCCCCC(C)C,323,-6.84829
CCOc1ccc(N)cc1,298,-4.57698
CCOc1ccc(N)cc1,323,-5.50193
Cl/C=C\Cl,273,-7.45904
Cl/C=C\Cl,298,-7.71582
Cl/C=C\Cl,323,-7.93762
NCCCO,298,-3.47187
NCCCO,323,-4.58225
CCCOCC(C)O,273,-5.14919
CCCOCC(C)O,298,-6.03632
CCCOCC(C)O,323,-6.66795
CCCCC(CC)CC,273,-6.14705
CCCCC(CC)CC,298,-6.74947
CCCCC(CC)CC,323,-7.24347
CCCCC(C)CCCC,273,-6.77437
CCCCC(C)CCCC,298,-7.1805
CCCCC(C)CCCC,323,-7.50603
CCC(C)CCC(C)CC,298,-7.1442
CCC(C)CCC(C)CC,323,-7.46916
CCCCCC(CCCCC)CCCCC(CCCCC)CCCCC,273,-2.91584
CCCCCC(CCCCC)CCCCC(CCCCC)CCCCC,298,-4.17248
CCCCCC(CCCCC)CCCCC(CCCCC)CCCCC,323,-5.0561
CC(=O)/C=C/C=C(\C)CCCC(C)CCCC(C)C,298,-4.03152
CC(=O)/C=C/C=C(\C)CCCC(C)CCCC(C)C,323,-5.18023
CCCCOC(=O)CCCCCCC(=O)OCCCC,298,-5.06394
CCCCOC(=O)CCCCCCC(=O)OCCCC,323,-5.66709
C(CCCC1CCCCC1)CCC1CCCCC1,298,-4.29358
C(CCCC1CCCCC1)CCC1CCCCC1,323,-5.07453
C1CCSCC1,298,-6.11846
C1CCSCC1,323,-6.57819
CCC1CCC2CCCCC2C1,273,-5.07457
CCC1CCC2CCCCC2C1,298,-5.89273
CCC1CCC2CCCCC2C1,323,-6.4271
C=C(CC)CCCC,298,-7.71302
C=C(CC)CCCC,323,-7.97112
COC(C)(C)C,273,-7.73023
COC(C)(C)C,298,-8.02586
COC(C)(C)C,323,-8.28146
C1CCC(C2CCCC2)C1,273,-6.23178
C1CCC(C2CCCC2)C1,298,-6.62006
C1CCC(C2CCCC2)C1,323,-6.94772
CCCCCCCS,273,-6.51973
CCCCCCCS,298,-6.9789
CCCCCCCS,323,-7.33355
CCC1CCCC1,273,-7.2098
CCC1CCCC1,298,-7.53632
CCC1CCCC1,323,-7.78917
CC1=CCCC1C,273,-7.0295
CC1=CCCC1C,298,-7.54062
CC1=CCCC1C,323,-7.95405
CC(C)CCCCCO,273,-3.76543
CC(C)CCCCCO,298,-4.84142
CC(C)CCCCCO,323,-5.65687
CCC(C)CC(C)(C)C,298,-7.37891
CCC(C)CC(C)(C)C,323,-7.58986
CCC(C)(C)CC(C)C,273,-7.12443
CCC(C)(C)CC(C)C,298,-7.41063
CCC(C)(C)CC(C)C,323,-7.672
CC(C)C(C)(C)C(C)C,273,-3.557
CC(C)C(C)(C)C(C)C,298,-5.12942
CC(C)C(C)(C)C(C)C,323,-6.26725
N#CCCCCCCCC#N,298,-4.79411
N#CCCCCCCCC#N,323,-5.4755
CCC1CCCCC1,273,-6.76843
CCC1CCCCC1,298,-7.14224
CCC1CCCCC1,323,-7.44303
CCCC1CCCCC1,273,-6.55984
CCCC1CCCCC1,298,-6.97874
CCCC1CCCCC1,323,-7.30896
CCCCC1CCCCC1,273,-6.2597
CCCCC1CCCCC1,298,-6.722
CCCCC1CCCCC1,323,-7.08213
CC(C)CC1CCCCC1,298,-6.83063
CC(C)CC1CCCCC1,323,-7.17298
CCC(C)(C)S,298,-7.35346
CCC(C)(C)S,323,-7.68405
CC(=O)N1CCOCC1,273,-3.42381
CC(=O)N1CCOCC1,298,-4.75441
CC(=O)N1CCOCC1,323,-5.54155
CC(C)(C)c1cccc2ccccc12,273,-2.89654
CC(C)(C)c1cccc2ccccc12,298,-4.42945
CC(C)(C)c1cccc2ccccc12,323,-5.37853
c1ccc(CCCCCc2ccccc2)cc1,273,-3.93859
c1ccc(CCCCCc2ccccc2)cc1,298,-5.03751
c1ccc(CCCCCc2ccccc2)cc1,323,-5.70678
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],273,-7.17028
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],298,-7.49022
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],323,-7.76133
CCCCC(c1ccccc1)c1ccccc1,273,-3.19427
CCCCC(c1ccccc1)c1ccccc1,298,-4.65243
CCCCC(c1ccccc1)c1ccccc1,323,-5.51706
CCCCCC(C)CCC,273,-6.73846
CCCCCC(C)CCC,298,-7.14568
CCCCCC(C)CCC,323,-7.48197
CCCCCCCCCC(C)CC,273,-5.87031
CCCCCCCCCC(C)CC,298,-6.44314
CCCCCCCCCC(C)CC,323,-6.86508
CCCCCCCCC(=O)OC,273,-5.89031
CCCCCCCCC(=O)OC,298,-6.4534
CCCCCCCCC(=O)OC,323,-6.87061
CCCCCCCCCCC(=O)OC,273,-5.41595
CCCCCCCCCCC(=O)OC,298,-6.06608
CCCCCCCCCCC(=O)OC,323,-6.53038
CCCCCCCCCCCCC(=O)OC,298,-5.71231
CCCCCCCCCCCCC(=O)OC,323,-6.22114
COC(=O)CCCCCCCC(=O)OC,298,-5.38592
COC(=O)CCCCCCCC(=O)OC,323,-5.74748
CC(C)OC(C)(C)C,273,-7.28763
CC(C)OC(C)(C)C,298,-7.662
CC(C)OC(C)(C)C,323,-7.96272
CCCCCC/C=C/C(=O)OCC,298,-5.92059
CCCCCC/C=C/C(=O)OCC,323,-6.36645
C1CCC2(CC1)CCCC2,273,-5.70157
C1CCC2(CC1)CCCC2,298,-6.20742
C1CCC2(CC1)CCCC2,323,-6.61034
CCCCCCCCC1CCCCC1,273,-5.06696
CCCCCCCCC1CCCCC1,298,-5.76322
CCCCCCCCC1CCCCC1,323,-6.27897
CCCCCCCCCCC1CCCCC1,273,-4.57865
CCCCCCCCCCC1CCCCC1,298,-5.3659
CCCCCCCCCCC1CCCCC1,323,-5.94552
CCCCCCCCCCCCC1CCCCC1,298,-5.00383
CCCCCCCCCCCCC1CCCCC1,323,-5.63706
CCCCCCCCCCC1CCCC1,273,-5.07673
CCCCCCCCCCC1CCCC1,298,-5.74126
CCCCCCCCCCC1CCCC1,323,-6.24071
C[C@H]1C[C@@H](C)C[C@@H](C)C1,298,-7.39646
C[C@H]1C[C@@H](C)C[C@@H](C)C1,323,-7.5653
C1CCC2(CC1)CCCCC2,273,-5.27994
C1CCC2(CC1)CCCCC2,298,-5.8632
C1CCC2(CC1)CCCCC2,323,-6.32404
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,298,-5.53334
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,323,-5.97921
C1CCCC2(CC1)CCCCC2,273,-4.8246
C1CCCC2(CC1)CCCCC2,298,-5.51738
C1CCCC2(CC1)CCCCC2,323,-6.04423
CCc1ccccc1-c1ccccc1,273,-4.2614
CCc1ccccc1-c1ccccc1,298,-5.31313
CCc1ccccc1-c1ccccc1,323,-5.99567
CCCC(O)C(C)CC,298,-6.25947
CCCC(O)C(C)CC,323,-6.84733
N#CCCCCCCCCC#N,298,-4.62357
N#CCCCCCCCCC#N,323,-5.35638
CCCCC(O)C(C)C,273,-3.25097
CCCCC(O)C(C)C,298,-4.44419
CCCCC(O)C(C)C,323,-5.42837
CCC(C)CC(O)CC,273,-5.62227
CCC(C)CC(O)CC,298,-6.6255
CCC(C)CC(O)CC,323,-7.1798
CC(C)CCCC(C)CCCC(C)CCCC(C)C,273,-4.29109
CC(C)CCCC(C)CCCC(C)CCCC(C)C,298,-5.22029
CC(C)CCCC(C)CCCC(C)CCCC(C)C,323,-5.87508
CCC(CC)Cc1ccccc1,273,-5.90209
CCC(CC)Cc1ccccc1,298,-6.49317
CCC(CC)Cc1ccccc1,323,-6.91427
CCCCCCCC/C=C/CCCCCCCC(=O)OC,298,-4.89373
CCCCCCCC/C=C/CCCCCCCC(=O)OC,323,-5.50671
CCCCCC/C=C\CCCCCCCCCC(=O)OC,273,-4.42128
CCCCCC/C=C\CCCCCCCCCC(=O)OC,298,-5.13314
CCCCCC/C=C\CCCCCCCCCC(=O)OC,323,-5.65201
CC(C)CC(O)C(C)C,273,-3.35626
CC(C)CC(O)C(C)C,298,-4.59007
CC(C)CC(O)C(C)C,323,-5.59267
C=CCCCCC1CO1,298,-6.83714
C=CCCCCC1CO1,323,-7.15206
CCCCCCCCCCN,298,-6.21919
CCCCCCCCCCN,323,-6.69271
CCCc1ccccc1-c1ccccc1,273,-3.79313
CCCc1ccccc1-c1ccccc1,298,-4.99862
CCCc1ccccc1-c1ccccc1,323,-5.75101
CCCCC1CCCC1,298,-7.0991
CCCCC1CCCC1,323,-7.40081
CCCC1CCCC1,273,-7.00949
CCCC1CCCC1,298,-7.34944
CCCC1CCCC1,323,-7.61732
CCCCCCCCCCI,273,-5.16431
CCCCCCCCCCI,298,-5.79629
CCCCCCCCCCI,323,-6.25921
CCCCCNCCCCC,298,-6.54046
CCCCCNCCCCC,323,-6.98266
CCC(C)CCCC(C)C,273,-6.77557
CCC(C)CCCC(C)C,298,-7.20194
CCC(C)CCCC(C)C,323,-7.53546
CCCC(C)S,273,-7.26136
CCCC(C)S,298,-7.56765
CCCC(C)S,323,-7.82416
CCCCCCC(C1CCCCC1)C1CCCCC1,298,-3.41857
CCCCCCC(C1CCCCC1)C1CCCCC1,323,-4.60404
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,298,-1.96743
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,323,-3.82415
COC(=O)C(C)(C)O,273,-5.10204
COC(=O)C(C)(C)O,298,-6.02036
COC(=O)C(C)(C)O,323,-6.63806
Ic1ccccc1-c1ccccc1,273,-1.73436
Ic1ccccc1-c1ccccc1,298,-3.89394
Ic1ccccc1-c1ccccc1,323,-5.02106
ClCCCCCCCl,273,-4.68062
ClCCCCCCCl,298,-5.33779
ClCCCCCCCl,323,-5.88542
CCCCCOC(=O)CCCC,273,-5.74969
CCCCCOC(=O)CCCC,298,-6.31606
CCCCCOC(=O)CCCC,323,-6.76576
CCCCCCCCc1ccccc1,273,-5.45137
CCCCCCCCc1ccccc1,298,-6.07431
CCCCCCCCc1ccccc1,323,-6.53102
CCCCC(C)CCC,298,-7.43452
CCCCC(C)CCC,323,-7.72442
CCCCCCCOC(=O)CC,298,-6.54934
CCCCCCCOC(=O)CC,323,-6.93553
CC1CCC(C)C(C)C1,298,-7.10787
CC1CCC(C)C(C)C1,323,-7.39796
CCCCCCCCOC(=O)CCCCCCC,298,-5.51411
CCCCCCCCOC(=O)CCCCCCC,323,-5.92737
CCCCCC(=O)OC(C)C,298,-6.84745
CCCCCC(=O)OC(C)C,323,-7.20959
CCCCCCCCCC(=O)OC(C)C,298,-6.04712
CCCCCCCCCC(=O)OC(C)C,323,-6.51361
CCCOC(=O)c1ccccc1,298,-6.06576
CCCOC(=O)c1ccccc1,323,-6.56124
CC(C1CCCCC1)C1CCCCC1,273,-3.93991
CC(C1CCCCC1)C1CCCCC1,298,-4.93085
CC(C1CCCCC1)C1CCCCC1,323,-5.62288
CCCCCCCCCCCCCC(CCCCCC)c1ccccc1,298,-3.91666
