mol1,mol2,Property
CCCCCCCCCCC,CCCO,-0.285563
CCCO,CCCCCCCCCCC,-0.150533
CCCCCCCCCCC,CCCO,-0.221506
CCCO,CCCCCCCCCCC,-0.203187
CCCCCCCCCCC,CCCO,-0.154968
CCCO,CCCCCCCCCCC,-0.285305
CCCCCCCCCCC,CCCO,-0.091816
CCCO,CCCCCCCCCCC,-0.40283
CCCCCCCCCCC,CCCO,-0.0374205
CCCO,CCCCCCCCCCC,-0.565278
CCCCCCCCCCC,CCCO,-0.00790416
CCCO,CCCCCCCCCCC,-0.728316
CCCCCCCCCCC,CCCO,-0.728132
CCCO,CCCCCCCCCCC,-0.0222415
CCCCCCCCCCC,CCCO,-0.485069
CCCO,CCCCCCCCCCC,-0.0638017
CCCCCCCCCCC,CCCO,-0.359096
CCCO,CCCCCCCCCCC,-0.105082
CCCCCCCCCCC,CCCO,-0.281753
CCCO,CCCCCCCCCCC,-0.146461
CCCCCCCCCCC,CCCO,-0.217063
CCCO,CCCCCCCCCCC,-0.199574
CCCCCCCCCCC,CCCO,-0.152096
CCCO,CCCCCCCCCCC,-0.279676
CCCCCCCCCCC,CCCO,-0.091416
CCCO,CCCCCCCCCCC,-0.392586
CCCCCCCCCCC,CCCO,-0.0387263
CCCO,CCCCCCCCCCC,-0.550107
CCCCCCCCCCC,CCCO,-0.00893379
CCCO,CCCCCCCCCCC,-0.715405
CCCCCCCCCCC,CCCO,-0.715579
CCCO,CCCCCCCCCCC,-0.0207008
CCCCCCCCCCC,CCCO,-0.481798
CCCO,CCCCCCCCCCC,-0.0607951
CCCCCCCCCCC,CCCO,-0.354849
CCCO,CCCCCCCCCCC,-0.102474
CCCCCCCCCCC,CCCO,-0.275034
CCCO,CCCCCCCCCCC,-0.14517
CCCCCCCCCCC,CCCO,-0.210101
CCCO,CCCCCCCCCCC,-0.1984
CCCCCCCCCCC,CCCO,-0.147516
CCCO,CCCCCCCCCCC,-0.275483
CCCCCCCCCCC,CCCO,-0.0900801
CCCO,CCCCCCCCCCC,-0.382344
CCCCCCCCCCC,CCCO,-0.039682
CCCO,CCCCCCCCCCC,-0.533199
CCCCCCCCCCC,CCCO,-0.00989075
CCCO,CCCCCCCCCCC,-0.69923
CCCCCCCCCCC,CCCO,-0.707636
CCCO,CCCCCCCCCCC,-0.0196019
CCCCCCCCCCC,CCCO,-0.478457
CCCO,CCCCCCCCCCC,-0.0590252
CCCCCCCCCCC,CCCO,-0.348664
CCCO,CCCCCCCCCCC,-0.101699
CCCCCCCCCCC,CCCO,-0.266051
CCCO,CCCCCCCCCCC,-0.145868
CCCCCCCCCCC,CCCO,-0.201277
CCCO,CCCCCCCCCCC,-0.198875
CCCCCCCCCCC,CCCO,-0.141691
CCCO,CCCCCCCCCCC,-0.272175
CCCCCCCCCCC,CCCO,-0.0880403
CCCO,CCCCCCCCCCC,-0.371989
CCCCCCCCCCC,CCCO,-0.0403388
CCCO,CCCCCCCCCCC,-0.514974
CCCCCCCCCCC,CCCO,-0.0107678
CCCO,CCCCCCCCCCC,-0.680519
CCCCCCCCCCC,CCCO,-0.702648
CCCO,CCCCCCCCCCC,-0.0188587
CCCCCCCCCCC,CCCO,-0.474582
CCCO,CCCCCCCCCCC,-0.0581992
CCCCCCCCCCC,CCCO,-0.340795
CCCO,CCCCCCCCCCC,-0.102233
CCCCCCCCCCC,CCCO,-0.25537
CCCO,CCCCCCCCCCC,-0.147868
CCCCCCCCCCC,CCCO,-0.191162
CCCO,CCCCCCCCCCC,-0.200311
CCCCCCCCCCC,CCCO,-0.135031
CCCO,CCCCCCCCCCC,-0.269271
CCCCCCCCCCC,CCCO,-0.0854991
CCCO,CCCCCCCCCCC,-0.361416
CCCCCCCCCCC,CCCO,-0.0407418
CCCO,CCCCCCCCCCC,-0.495797
CCCCCCCCCCC,CCCO,-0.0115555
CCCO,CCCCCCCCCCC,-0.659917
CCCCCCCCCCC,CCCO,-0.699167
CCCO,CCCCCCCCCCC,-0.0183992
CCCCCCCCCCC,CCCO,-0.469778
CCCO,CCCCCCCCCCC,-0.0580603
CCCCCCCCCCC,CCCO,-0.33147
CCCO,CCCCCCCCCCC,-0.103613
CCCCCCCCCCC,CCCO,-0.243484
CCCO,CCCCCCCCCCC,-0.150571
CCCCCCCCCCC,CCCO,-0.180258
CCCO,CCCCCCCCCCC,-0.20211
CCCCCCCCCCC,CCCO,-0.127888
CCCO,CCCCCCCCCCC,-0.266358
CCCCCCCCCCC,CCCO,-0.0826373
CCCO,CCCCCCCCCCC,-0.350542
CCCCCCCCCCC,CCCO,-0.0409303
CCCO,CCCCCCCCCCC,-0.475991
CCCCCCCCCCC,CCCO,-0.0122477
CCCO,CCCCCCCCCCC,-0.637985
CCCCCCCCCCC,CCCO,-0.695943
CCCO,CCCCCCCCCCC,-0.0181558
CCCCCCCCCCC,CCCO,-0.463705
CCCO,CCCCCCCCCCC,-0.0583847
CCCCCCCCCCC,CCCO,-0.320891
CCCO,CCCCCCCCCCC,-0.105437
CCCCCCCCCCC,CCCO,-0.230827
CCCO,CCCCCCCCCCC,-0.153454
CCCCCCCCCCC,CCCO,-0.169
CCCO,CCCCCCCCCCC,-0.203752
CCCCCCCCCCC,CCCO,-0.120571
CCCO,CCCCCCCCCCC,-0.263075
CCCCCCCCCCC,CCCO,-0.0796072
CCCO,CCCCCCCCCCC,-0.339294
CCCCCCCCCCC,CCCO,-0.0409418
CCCO,CCCCCCCCCCC,-0.455836
CCCCCCCCCCC,CCCO,-0.0128411
CCCO,CCCCCCCCCCC,-0.615216
CCCCCCCCCCC,CCCO,-0.691886
CCCO,CCCCCCCCCCC,-0.0180723
CCCCCCCCCCC,CCCO,-0.456077
CCCO,CCCCCCCCCCC,-0.0589743
CCCCCCCCCCC,CCCO,-0.309242
CCCO,CCCCCCCCCCC,-0.107356
CCCCCCCCCCC,CCCO,-0.217777
CCCO,CCCCCCCCCCC,-0.156067
CCCCCCCCCCC,CCCO,-0.157768
CCCO,CCCCCCCCCCC,-0.204789
CCCCCCCCCCC,CCCO,-0.11335
CCCO,CCCCCCCCCCC,-0.259117
CCCCCCCCCCC,CCCO,-0.0765452
CCCO,CCCCCCCCCCC,-0.327611
CCCCCCCCCCC,CCCO,-0.0408053
CCCO,CCCCCCCCCCC,-0.435576
CCCCCCCCCCC,CCCO,-0.0133294
CCCO,CCCCCCCCCCC,-0.592039
CCCCCCCCCCC,CCCO,-0.686058
CCCO,CCCCCCCCCCC,-0.0180968
CCCCCCCCCCC,CCCO,-0.446651
CCCO,CCCCCCCCCCC,-0.0596587
CCCCCCCCCCC,CCCO,-0.296685
CCCO,CCCCCCCCCCC,-0.109065
CCCCCCCCCCC,CCCO,-0.204665
CCCO,CCCCCCCCCCC,-0.158017
CCCCCCCCCCC,CCCO,-0.146891
CCCO,CCCCCCCCCCC,-0.204835
CCCCCCCCCCC,CCCO,-0.106456
CCCO,CCCCCCCCCCC,-0.254216
CCCCCCCCCCC,CCCO,-0.073569
CCCO,CCCCCCCCCCC,-0.315444
CCCCCCCCCCC,CCCO,-0.0405512
CCCO,CCCCCCCCCCC,-0.415426
CCCCCCCCCCC,CCCO,-0.0137106
CCCO,CCCCCCCCCCC,-0.568829
CCCCCCCCCCC,CCCO,-0.677648
CCCO,CCCCCCCCCCC,-0.0181854
CCCCCCCCCCC,CCCO,-0.435224
CCCO,CCCCCCCCCCC,-0.0602873
CCCCCCCCCCC,CCCO,-0.283362
CCCO,CCCCCCCCCCC,-0.110302
CCCCCCCCCCC,CCCO,-0.191781
CCCO,CCCCCCCCCCC,-0.158969
CCCCCCCCCCC,CCCO,-0.136655
CCCO,CCCCCCCCCCC,-0.203557
CCCCCCCCCCC,CCCO,-0.10009
CCCO,CCCCCCCCCCC,-0.248147
CCCCCCCCCCC,CCCO,-0.0707798
CCCO,CCCCCCCCCCC,-0.302748
CCCCCCCCCCC,CCCO,-0.0402034
CCCO,CCCCCCCCCCC,-0.395572
CCCCCCCCCCC,CCCO,-0.0139823
CCCO,CCCCCCCCCCC,-0.545916
CCCCCCCCCCC,CCCO,-0.665958
CCCO,CCCCCCCCCCC,-0.0182984
CCCCCCCCCCC,CCCO,-0.421623
CCCO,CCCCCCCCCCC,-0.0607303
CCCCCCCCCCC,CCCO,-0.269406
CCCO,CCCCCCCCCCC,-0.110835
CCCCCCCCCCC,CCCO,-0.179373
CCCO,CCCCCCCCCCC,-0.158629
CCCCCCCCCCC,CCCO,-0.127306
CCCO,CCCCCCCCCCC,-0.200672
CCCCCCCCCCC,CCCO,-0.0944261
CCCO,CCCCCCCCCCC,-0.240717
CCCCCCCCCCC,CCCO,-0.0682671
CCCO,CCCCCCCCCCC,-0.289492
CCCCCCCCCCC,CCCO,-0.039784
CCCO,CCCCCCCCCCC,-0.376172
CCCCCCCCCCC,CCCO,-0.0141436
CCCO,CCCCCCCCCCC,-0.523583
CCCCCCCCCCC,CCCO,-0.650394
CCCO,CCCCCCCCCCC,-0.0184013
CCCCCCCCCCC,CCCO,-0.405712
CCCO,CCCCCCCCCCC,-0.0608727
CCCCCCCCCCC,CCCO,-0.254932
CCCO,CCCCCCCCCCC,-0.110471
CCCCCCCCCCC,CCCO,-0.167659
CCCO,CCCCCCCCCCC,-0.15675
CCCCCCCCCCC,CCCO,-0.119056
CCCO,CCCCCCCCCCC,-0.195935
CCCCCCCCCCC,CCCO,-0.089614
CCCO,CCCCCCCCCCC,-0.231762
CCCCCCCCCCC,CCCO,-0.0661056
CCCO,CCCCCCCCCCC,-0.275647
CCCCCCCCCCC,CCCO,-0.0393117
CCCO,CCCCCCCCCCC,-0.357371
CCCCCCCCCCC,CCCO,-0.0141922
CCCO,CCCCCCCCCCC,-0.502076
CCCCCCCCCCC,CCCO,-0.630448
CCCO,CCCCCCCCCCC,-0.0184654
CCCCCCCCCCC,CCCO,-0.387376
CCCO,CCCCCCCCCCC,-0.0606187
CCCCCCCCCCC,CCCCO,-0.00832354
CCCCO,CCCCCCCCCCC,-0.851463
CCCCCCCCCCC,CCCCO,-0.958854
CCCCO,CCCCCCCCCCC,-0.0153594
CCCCCCCCCCC,CCCCO,-0.71315
CCCCO,CCCCCCCCCCC,-0.0587251
CCCCCCCCCCC,CCCCO,-0.514078
CCCCO,CCCCCCCCCCC,-0.124726
CCCCCCCCCCC,CCCCO,-0.356067
CCCCO,CCCCCCCCCCC,-0.208952
CCCCCCCCCCC,CCCCO,-0.232083
CCCCO,CCCCCCCCCCC,-0.309734
CCCCCCCCCCC,CCCCO,-0.146574
CCCCO,CCCCCCCCCCC,-0.413295
CCCCCCCCCCC,CCCCO,-0.0813077
CCCCO,CCCCCCCCCCC,-0.532771
CCCCCCCCCCC,CCCCO,-0.0374755
CCCCO,CCCCCCCCCCC,-0.66287
CCCCCCCCCCC,CCCCO,-0.00982208
CCCCO,CCCCCCCCCCC,-0.819042
CCCCCCCCCCC,CCCCO,-0.943225
CCCCO,CCCCCCCCCCC,-0.0151035
CCCCCCCCCCC,CCCCO,-0.69639
CCCCO,CCCCCCCCCCC,-0.0587123
CCCCCCCCCCC,CCCCO,-0.495471
CCCCO,CCCCCCCCCCC,-0.125308
CCCCCCCCCCC,CCCCO,-0.338226
CCCCO,CCCCCCCCCCC,-0.209056
CCCCCCCCCCC,CCCCO,-0.218328
CCCCO,CCCCCCCCCCC,-0.306402
CCCCCCCCCCC,CCCCO,-0.138383
CCCCO,CCCCCCCCCCC,-0.403127
CCCCCCCCCCC,CCCCO,-0.0786926
CCCCO,CCCCCCCCCCC,-0.512365
CCCCCCCCCCC,CCCCO,-0.0380498
CCCCO,CCCCCCCCCCC,-0.633216
CCCCCCCCCCC,CCCCO,-0.0106778
CCCCO,CCCCCCCCCCC,-0.788773
CCCCCCCCCCC,CCCCO,-0.930828
CCCCO,CCCCCCCCCCC,-0.015728
CCCCCCCCCCC,CCCCO,-0.677301
CCCCO,CCCCCCCCCCC,-0.0604668
CCCCCCCCCCC,CCCCO,-0.474965
CCCCO,CCCCCCCCCCC,-0.127469
CCCCCCCCCCC,CCCCO,-0.3203
CCCCO,CCCCCCCCCCC,-0.209766
CCCCCCCCCCC,CCCCO,-0.205536
CCCCO,CCCCCCCCCCC,-0.302851
CCCCCCCCCCC,CCCCO,-0.13095
CCCCO,CCCCCCCCCCC,-0.393034
CCCCCCCCCCC,CCCCO,-0.0759506
CCCCO,CCCCCCCCCCC,-0.493685
CCCCCCCCCCC,CCCCO,-0.0379002
CCCCO,CCCCCCCCCCC,-0.606997
CCCCCCCCCCC,CCCCO,-0.0110458
CCCCO,CCCCCCCCCCC,-0.760223
CCCCCCCCCCC,CCCCO,-0.919521
CCCCO,CCCCCCCCCCC,-0.0168949
CCCCCCCCCCC,CCCCO,-0.656312
CCCCO,CCCCCCCCCCC,-0.0632284
CCCCCCCCCCC,CCCCO,-0.453301
CCCCO,CCCCCCCCCCC,-0.130362
CCCCCCCCCCC,CCCCO,-0.302628
CCCCO,CCCCCCCCCCC,-0.210453
CCCCCCCCCCC,CCCCO,-0.193695
CCCCO,CCCCCCCCCCC,-0.298736
CCCCCCCCCCC,CCCCO,-0.124214
CCCCO,CCCCCCCCCCC,-0.382714
CCCCCCCCCCC,CCCCO,-0.0731763
CCCCO,CCCCCCCCCCC,-0.476138
CCCCCCCCCCC,CCCCO,-0.0372388
CCCCO,CCCCCCCCCCC,-0.583292
CCCCCCCCCCC,CCCCO,-0.0110579
CCCCO,CCCCCCCCCCC,-0.733011
CCCCCCCCCCC,CCCCO,-0.907447
CCCCO,CCCCCCCCCCC,-0.0183045
CCCCCCCCCCC,CCCCO,-0.6338
CCCCO,CCCCCCCCCCC,-0.0663332
CCCCCCCCCCC,CCCCO,-0.431125
CCCCO,CCCCCCCCCCC,-0.133249
CCCCCCCCCCC,CCCCO,-0.285503
CCCCO,CCCCCCCCCCC,-0.210575
CCCCCCCCCCC,CCCCO,-0.182789
CCCCO,CCCCCCCCCCC,-0.293762
CCCCCCCCCCC,CCCCO,-0.118122
CCCCO,CCCCCCCCCCC,-0.371908
CCCCCCCCCCC,CCCCO,-0.0704547
CCCCO,CCCCCCCCCCC,-0.459206
CCCCCCCCCCC,CCCCO,-0.0362522
CCCCO,CCCCCCCCCCC,-0.561289
CCCCCCCCCCC,CCCCO,-0.0108335
CCCCO,CCCCCCCCCCC,-0.7068
CCCCCCCCCCC,CCCCO,-0.892994
CCCCO,CCCCCCCCCCC,-0.0196998
CCCCCCCCCCC,CCCCO,-0.610095
CCCCO,CCCCCCCCCCC,-0.0692054
CCCCCCCCCCC,CCCCO,-0.409
CCCCO,CCCCCCCCCCC,-0.135491
CCCCCCCCCCC,CCCCO,-0.269176
CCCCO,CCCCCCCCCCC,-0.209664
CCCCCCCCCCC,CCCCO,-0.172801
CCCCO,CCCCCCCCCCC,-0.287671
CCCCCCCCCCC,CCCCO,-0.112627
CCCCO,CCCCCCCCCCC,-0.360389
CCCCCCCCCCC,CCCCO,-0.067856
CCCCO,CCCCCCCCCCC,-0.442438
CCCCCCCCCCC,CCCCO,-0.035103
CCCCO,CCCCCCCCCCC,-0.540273
CCCCCCCCCCC,CCCCO,-0.417807
CCCCO,CCCCCCCCCCC,-0.230761
CCCCCCCCCCC,CCCCO,-0.296931
CCCCO,CCCCCCCCCCC,-0.329897
CCCCCCCCCCC,CCCCO,-0.188251
CCCCO,CCCCCCCCCCC,-0.462572
CCCCCCCCCCC,CCCCO,-0.0880381
CCCCO,CCCCCCCCCCC,-0.646762
CCCCCCCCCCC,CCCCO,-0.0225575
CCCCO,CCCCCCCCCCC,-0.839297
CCCCCCCCCCC,CCCCO,0.00187824
CCCCO,CCCCCCCCCCC,-0.966934
CCCCCCCCCCC,CCCCO,-0.54943
CCCCO,CCCCCCCCCCC,-0.142908
CCCCCCCCCCC,CCCCO,-0.404859
CCCCO,CCCCCCCCCCC,-0.220055
CCCCCCCCCCC,CCCCO,-0.279237
CCCCO,CCCCCCCCCCC,-0.322751
CCCCCCCCCCC,CCCCO,-0.176341
CCCCO,CCCCCCCCCCC,-0.448028
CCCCCCCCCCC,CCCCO,-0.0872074
CCCCO,CCCCCCCCCCC,-0.611632
CCCCCCCCCCC,CCCCO,-0.0288121
CCCCO,CCCCCCCCCCC,-0.783772
CCCCCCCCCCC,CCCCO,-0.0026846
CCCCO,CCCCCCCCCCC,-0.924812
CCCCCCCCCCC,CCCCO,-0.542093
CCCCO,CCCCCCCCCCC,-0.132331
CCCCCCCCCCC,CCCCO,-0.389867
CCCCO,CCCCCCCCCCC,-0.213557
CCCCCCCCCCC,CCCCO,-0.26253
CCCCO,CCCCCCCCCCC,-0.317409
CCCCCCCCCCC,CCCCO,-0.165479
CCCCO,CCCCCCCCCCC,-0.435312
CCCCCCCCCCC,CCCCO,-0.0857006
CCCCO,CCCCCCCCCCC,-0.581575
CCCCCCCCCCC,CCCCO,-0.0331515
CCCCO,CCCCCCCCCCC,-0.736865
CCCCCCCCCCC,CCCCO,-0.00601103
CCCCO,CCCCCCCCCCC,-0.886535
CCCCCCCCCCC,CCCCO,-0.980173
CCCCO,CCCCCCCCCCC,-0.0168878
CCCCCCCCCCC,CCCCO,-0.727105
CCCCO,CCCCCCCCCCC,-0.0613777
CCCCCCCCCCC,CCCCO,-0.52994
CCCCO,CCCCCCCCCCC,-0.126695
CCCCCCCCCCC,CCCCO,-0.37343
CCCCO,CCCCCCCCCCC,-0.210176
CCCCCCCCCCC,CCCCO,-0.246815
CCCCO,CCCCCCCCCCC,-0.313247
CCCCCCCCCCC,CCCCO,-0.155582
CCCCO,CCCCCCCCCCC,-0.42389
CCCCCCCCCCC,CCCCO,-0.083686
CCCCO,CCCCCCCCCCC,-0.555584
CCCCCCCCCCC,CCCCO,-0.035934
CCCCO,CCCCCCCCCCC,-0.697021
CCCCCCCCCCC,CCCCO,-0.0104747
CCCCO,CCCCCCCCCCC,-0.681296
CCCCCCCCCCC,CCCCO,-0.874772
CCCCO,CCCCCCCCCCC,-0.0208529
CCCCCCCCCCC,CCCCO,-0.585497
CCCCO,CCCCCCCCCCC,-0.0713413
CCCCCCCCCCC,CCCCO,-0.387418
CCCCO,CCCCCCCCCCC,-0.136536
CCCCCCCCCCC,CCCCO,-0.253864
CCCCO,CCCCCCCCCCC,-0.207312
CCCCCCCCCCC,CCCCO,-0.163711
CCCCO,CCCCCCCCCCC,-0.280251
CCCCCCCCCCC,CCCCO,-0.107684
CCCCO,CCCCCCCCCCC,-0.34797
CCCCCCCCCCC,CCCCO,-0.0654435
CCCCO,CCCCCCCCCCC,-0.42544
CCCCCCCCCCC,CCCCO,-0.0339343
CCCCO,CCCCCCCCCCC,-0.519623
CCCCCCCCCCC,CCCCO,-0.0100715
CCCCO,CCCCCCCCCCC,-0.656237
CCCCCCCCCCC,CCCCO,-0.851585
CCCCO,CCCCCCCCCCC,-0.021571
CCCCCCCCCCC,CCCCO,-0.560268
CCCCO,CCCCCCCCCCC,-0.0723094
CCCCCCCCCCC,CCCCO,-0.366805
CCCCO,CCCCCCCCCCC,-0.135902
CCCCCCCCCCC,CCCCO,-0.239755
CCCCO,CCCCCCCCCCC,-0.203177
CCCCCCCCCCC,CCCCO,-0.155501
CCCCO,CCCCCCCCCCC,-0.271317
CCCCCCCCCCC,CCCCO,-0.103252
CCCCO,CCCCCCCCCCC,-0.334484
CCCCCCCCCCC,CCCCO,-0.06327
CCCCO,CCCCCCCCCCC,-0.407869
CCCCCCCCCCC,CCCCO,-0.0328704
CCCCO,CCCCCCCCCCC,-0.498795
CCCCCCCCCCC,CCCCO,-0.00970393
CCCCO,CCCCCCCCCCC,-0.631396
CCCCCCCCCCC,CCCCO,-0.822404
CCCCO,CCCCCCCCCCC,-0.0216824
CCCCCCCCCCC,CCCCO,-0.534639
CCCCO,CCCCCCCCCCC,-0.0717323
CCCCCCCCCCC,CCCCO,-0.347528
CCCCO,CCCCCCCCCCC,-0.133182
CCCCCCCCCCC,CCCCO,-0.227002
CCCCO,CCCCCCCCCCC,-0.196961
CCCCCCCCCCC,CCCCO,-0.148151
CCCCO,CCCCCCCCCCC,-0.260713
CCCCCCCCCCC,CCCCO,-0.0992934
CCCCO,CCCCCCCCCCC,-0.319795
CCCCCCCCCCC,CCCCO,-0.061383
CCCCO,CCCCCCCCCCC,-0.38943
CCCCCCCCCCC,CCCCO,-0.0320182
CCCCO,CCCCCCCCCCC,-0.477315
CCCCCCCCCCC,CCCCO,-0.0094384
CCCCO,CCCCCCCCCCC,-0.606577
CCCCCCCCCCC,CCCCO,-0.786357
CCCCO,CCCCCCCCCCC,-0.0210418
CCCCCCCCCCC,CCCCO,-0.508813
CCCCO,CCCCCCCCCCC,-0.0692879
CCCCCCCCCCC,CCCCO,-0.329908
CCCCO,CCCCCCCCCCC,-0.128019
CCCCCCCCCCC,CCCCO,-0.215741
CCCCO,CCCCCCCCCCC,-0.188412
CCCCCCCCCCC,CCCCO,-0.14164
CCCCO,CCCCCCCCCCC,-0.248314
CCCCCCCCCCC,CCCCO,-0.0957744
CCCCO,CCCCCCCCCCC,-0.303784
CCCCCCCCCCC,CCCCO,-0.0598201
CCCCO,CCCCCCCCCCC,-0.369866
CCCCCCCCCCC,CCCCO,-0.0314742
CCCCO,CCCCCCCCCCC,-0.454771
CCCCCCCCCCC,CCCCO,-0.00933746
CCCCO,CCCCCCCCCCC,-0.581604
CCCCCCCCCCC,CCCCO,-0.742697
CCCCO,CCCCCCCCCCC,-0.0195244
CCCCCCCCCCC,CCCCO,-0.482972
CCCCO,CCCCCCCCCCC,-0.0647007
CCCCCCCCCCC,CCCCO,-0.314216
CCCCO,CCCCCCCCCCC,-0.120116
CCCCCCCCCCC,CCCCO,-0.206084
CCCCO,CCCCCCCCCCC,-0.177321
CCCCCCCCCCC,CCCCO,-0.135946
CCCCO,CCCCCCCCCCC,-0.234011
CCCCCCCCCCC,CCCCO,-0.0926626
CCCCO,CCCCCCCCCCC,-0.286356
CCCCCCCCCCC,CCCCO,-0.0586148
CCCCO,CCCCCCCCCCC,-0.348958
CCCCCCCCCCC,CCCCO,-0.0313173
CCCCO,CCCCCCCCCCC,-0.430806
CCCCCCCCCCC,CCCCO,-0.00945052
CCCCO,CCCCCCCCCCC,-0.556327
CCCCCCCCCCC,CCCCO,-0.690798
CCCCO,CCCCCCCCCCC,-0.0170231
CCCCCCCCCCC,CCCCO,-0.457277
CCCCO,CCCCCCCCCCC,-0.0577351
CCCCCCCCCCC,CCCCO,-0.300689
CCCCO,CCCCCCCCCCC,-0.109216
CCCCCCCCCCC,CCCCO,-0.198122
CCCCO,CCCCCCCCCCC,-0.163508
CCCCCCCCCCC,CCCCO,-0.131049
CCCCO,CCCCCCCCCCC,-0.21772
CCCCCCCCCCC,CCCCO,-0.0899291
CCCCO,CCCCCCCCCCC,-0.267431
CCCCCCCCCCC,CCCCO,-0.0577954
CCCCO,CCCCCCCCCCC,-0.326517
CCCCCCCCCCC,CCCCO,-0.0316186
CCCCO,CCCCCCCCCCC,-0.405109
CCCCCCCCCCC,CCCCO,-0.0098241
CCCCO,CCCCCCCCCCC,-0.530613
CCCCCCCCCCC,CCCCO,-0.630139
CCCCO,CCCCCCCCCCC,-0.013447
CCCCCCCCCCC,CCCCO,-0.431867
CCCCO,CCCCCCCCCCC,-0.0481928
CCCCCCCCCCC,CCCCO,-0.289522
CCCCO,CCCCCCCCCCC,-0.0951077
CCCCCCCCCCC,CCCCO,-0.191931
CCCCO,CCCCCCCCCCC,-0.146827
CCCCCCCCCCC,CCCCO,-0.126926
CCCCO,CCCCCCCCCCC,-0.19937
CCCCCCCCCCC,CCCCO,-0.0875457
CCCCO,CCCCCCCCCCC,-0.246943
CCCCCCCCCCC,CCCCO,-0.0573844
CCCCO,CCCCCCCCCCC,-0.302384
CCCCCCCCCCC,CCCCO,-0.0324395
CCCCO,CCCCCCCCCCC,-0.377417
CCCCCCCCCCC,CCCCO,-0.0104959
CCCCO,CCCCCCCCCCC,-0.504348
CCCCCCCCCCC,CCCCO,-1.01138
CCCCO,CCCCCCCCCCC,-0.0199803
CCCCCCCCCCC,CCCCO,-0.262564
CCCCO,CCCCCCCCCCC,-0.317375
CCCCCCCCCCC,CCCCO,-0.161036
CCCCO,CCCCCCCCCCC,-0.441945
CCCCCCCCCCC,CCCCO,-0.0852279
CCCCO,CCCCCCCCCCC,-0.582671
CCCCCCCCCCC,CCCCO,-0.0316114
CCCCO,CCCCCCCCCCC,-0.74302
CCCCCCCCCCC,CCCCO,-0.00614786
CCCCO,CCCCCCCCCCC,-0.885303
CCCCCCCCCCC,CCCCO,-0.981376
CCCCO,CCCCCCCCCCC,-0.0167536
CCCCCCCCCCC,CCCCO,-0.728542
CCCCO,CCCCCCCCCCC,-0.0610183
CCCCCCCCCCC,CCCCO,-0.527179
CCCCO,CCCCCCCCCCC,-0.127878
CCCCCCCCCCC,CCCCO,-0.370765
CCCCO,CCCCCCCCCCC,-0.211945
CCCCCCCCCCC,CCCCO,-0.246847
CCCCO,CCCCCCCCCCC,-0.313216
CCCCCCCCCCC,CCCCO,-0.15152
CCCCO,CCCCCCCCCCC,-0.429954
CCCCCCCCCCC,CCCCO,-0.0832631
CCCCO,CCCCCCCCCCC,-0.556564
CCCCCCCCCCC,CCCCO,-0.0344776
CCCCO,CCCCCCCCCCC,-0.702842
CCCCCCCCCCC,CCCCO,-0.0084859
CCCCO,CCCCCCCCCCC,-0.850012
CCCCCCCCCCC,CCCCO,-0.959981
CCCCO,CCCCCCCCCCC,-0.0152334
CCCCCCCCCCC,CCCCO,-0.714585
CCCCO,CCCCCCCCCCC,-0.0583667
CCCCCCCCCCC,CCCCO,-0.511272
CCCCO,CCCCCCCCCCC,-0.125927
CCCCCCCCCCC,CCCCO,-0.353407
CCCCO,CCCCCCCCCCC,-0.210717
CCCCCCCCCCC,CCCCO,-0.232115
CCCCO,CCCCCCCCCCC,-0.309703
CCCCCCCCCCC,CCCCO,-0.142848
CCCCO,CCCCCCCCCCC,-0.418857
CCCCCCCCCCC,CCCCO,-0.0809259
CCCCO,CCCCCCCCCCC,-0.533658
CCCCCCCCCCC,CCCCO,-0.0360926
CCCCO,CCCCCCCCCCC,-0.668398
CCCCCCCCCCC,CCCCO,-0.00999882
CCCCO,CCCCCCCCCCC,-0.817453
CCCCCCCCCCC,CCCCO,-0.944348
CCCCO,CCCCCCCCCCC,-0.0149776
CCCCCCCCCCC,CCCCO,-0.69784
CCCCO,CCCCCCCCCCC,-0.0583497
CCCCCCCCCCC,CCCCO,-0.492652
CCCCO,CCCCCCCCCCC,-0.126514
CCCCCCCCCCC,CCCCO,-0.335615
CCCCO,CCCCCCCCCCC,-0.21079
CCCCCCCCCCC,CCCCO,-0.218356
CCCCO,CCCCCCCCCCC,-0.306373
CCCCCCCCCCC,CCCCO,-0.134954
CCCCO,CCCCCCCCCCC,-0.408246
CCCCCCCCCCC,CCCCO,-0.0783432
CCCCO,CCCCCCCCCCC,-0.513175
CCCCCCCCCCC,CCCCO,-0.0367314
CCCCO,CCCCCCCCCCC,-0.638485
CCCCCCCCCCC,CCCCO,-0.0108638
CCCCO,CCCCCCCCCCC,-0.787113
CCCCCCCCCCC,CCCCO,-0.931991
CCCCO,CCCCCCCCCCC,-0.015598
CCCCCCCCCCC,CCCCO,-0.678777
CCCCO,CCCCCCCCCCC,-0.0600983
CCCCCCCCCCC,CCCCO,-0.47216
CCCCO,CCCCCCCCCCC,-0.128669
CCCCCCCCCCC,CCCCO,-0.317767
CCCCO,CCCCCCCCCCC,-0.211447
CCCCCCCCCCC,CCCCO,-0.205564
CCCCO,CCCCCCCCCCC,-0.302824
CCCCCCCCCCC,CCCCO,-0.127783
CCCCO,CCCCCCCCCCC,-0.39776
CCCCCCCCCCC,CCCCO,-0.075628
