MolFrac_1,T
0.9526,298.15
0.0118,298.15
0.0312,298.15
0.0523,298.15
0.0786,298.15
0.099,298.15
0.1259,298.15
0.1728,298.15
0.2037,298.15
0.2298,298.15
0.2646,298.15
0.3048,298.15
0.3392,298.15
0.4055,298.15
0.4419,298.15
0.4758,298.15
0.5112,298.15
0.5558,298.15
0.5903,298.15
0.633,298.15
0.6711,298.15
0.7054,298.15
0.7412,298.15
0.7802,298.15
0.8328,298.15
0.8664,298.15
0.8935,298.15
0.9187,298.15
0.9388,298.15
0.9709,298.15
0.0104,298.15
0.0212,298.15
0.0381,298.15
0.0898,298.15
0.1063,298.15
0.129,298.15
0.164,298.15
0.1944,298.15
0.2231,298.15
0.2623,298.15
0.3079,298.15
0.327,298.15
0.3856,298.15
0.4114,298.15
0.4443,298.15
0.4782,298.15
0.5424,298.15
0.5729,298.15
0.6163,298.15
0.6419,298.15
0.6779,298.15
0.7205,298.15
0.7508,298.15
0.7957,298.15
0.8278,298.15
0.8577,298.15
0.8744,298.15
0.9181,298.15
0.9513,298.15
0.9752,298.15
0.0053,298.15
0.0087,298.15
0.0251,298.15
0.0368,298.15
0.068,298.15
0.081,298.15
0.105,298.15
0.1254,298.15
0.1752,298.15
0.2146,298.15
0.2627,298.15
0.2934,298.15
0.3347,298.15
0.3651,298.15
0.4217,298.15
0.471,298.15
0.5445,298.15
0.574,298.15
0.6281,298.15
0.6683,298.15
0.7088,298.15
0.7716,298.15
0.812,298.15
0.8595,298.15
0.8867,298.15
0.9185,298.15
0.0,303.15
0.0998,303.15
0.2001,303.15
0.2995,303.15
0.4007,303.15
0.5002,303.15
0.599,303.15
0.7013,303.15
0.8005,303.15
0.9002,303.15
1.0,303.15
0.0,303.15
0.1008,303.15
0.1999,303.15
0.3008,303.15
0.3993,303.15
0.5055,303.15
0.6002,303.15
0.6998,303.15
0.7997,303.15
0.8749,303.15
1.0,303.15
0.0,303.15
0.1001,303.15
0.2008,303.15
0.3002,303.15
0.4017,303.15
0.4997,303.15
0.6008,303.15
0.6993,303.15
0.7981,303.15
0.8965,303.15
1.0,303.15
0.08428,293.15
0.12924,293.15
0.19647,293.15
0.28829,293.15
0.38309,293.15
0.4997399999999999,293.15
0.5976100000000001,293.15
0.6939,293.15
0.79772,293.15
0.90499,293.15
0.93036,293.15
0.05501,303.15
0.1135,303.15
0.18969,303.15
0.28284,303.15
0.40556,303.15
0.50873,303.15
0.5968600000000001,303.15
0.69511,303.15
0.80303,303.15
0.9043,303.15
0.93493,303.15
0.06751,313.15
0.12176,313.15
0.19842,313.15
0.2903,313.15
0.40445,313.15
0.5172899999999999,313.15
0.59535,313.15
0.6931,313.15
0.8053100000000001,313.15
0.90533,313.15
0.93551,313.15
0.0893,293.15
0.1370299999999999,293.15
0.2168699999999999,293.15
0.31015,293.15
0.39061,293.15
0.50622,293.15
0.60944,293.15
0.6977,293.15
0.79498,293.15
0.85724,293.15
0.92222,293.15
0.1391599999999999,303.15
0.2270599999999999,303.15
0.31496,303.15
0.40735,303.15
0.51464,303.15
0.60696,303.15
0.69572,303.15
0.79942,303.15
0.86308,303.15
0.91983,303.15
0.0744399999999999,313.15
0.1338099999999999,313.15
0.22494,313.15
0.31229,313.15
0.39361,313.15
0.49682,313.15
0.6048600000000001,313.15
0.69807,313.15
0.8007,313.15
0.8660200000000001,313.15
0.93188,313.15
0.07168,293.15
0.1120599999999999,293.15
0.19087,293.15
0.28519,293.15
0.38911,293.15
0.49931,293.15
0.59849,293.15
0.69358,293.15
0.77972,293.15
0.89669,293.15
0.9584,293.15
0.10221,303.15
0.19902,303.15
0.23238,303.15
0.30882,303.15
0.36896,303.15
0.5068699999999999,303.15
0.56443,303.15
0.64591,303.15
0.73932,303.15
0.79897,303.15
0.9128,303.15
0.05003,313.15
0.09664,313.15
0.17165,313.15
0.21203,313.15
0.2687,313.15
0.39375,313.15
0.4962899999999999,313.15
0.59597,313.15
0.6942,313.15
0.79368,313.15
0.90852,313.15
0.95892,313.15
0.0,298.15
0.0977,298.15
0.2029,298.15
0.3028,298.15
0.4001,298.15
0.4982,298.15
0.6039,298.15
0.7027,298.15
0.8032,298.15
0.9022,298.15
1.0,298.15
0.0,303.15
0.0977,303.15
0.2029,303.15
0.3028,303.15
0.4001,303.15
0.4982,303.15
0.6039,303.15
0.7027,303.15
0.8032,303.15
0.9022,303.15
1.0,303.15
0.0,308.15
0.0977,308.15
0.2029,308.15
0.3028,308.15
0.4001,308.15
0.4982,308.15
0.6039,308.15
0.7027,308.15
0.8032,308.15
0.9022,308.15
1.0,308.15
0.0,298.15
0.1037,298.15
0.203,298.15
0.3009,298.15
0.4005,298.15
0.4992,298.15
0.6048,298.15
0.705,298.15
0.8022,298.15
0.8954,298.15
1.0,298.15
0.0,303.15
0.1037,303.15
0.203,303.15
0.3009,303.15
0.4005,303.15
0.4992,303.15
0.6048,303.15
0.705,303.15
0.8022,303.15
0.8954,303.15
1.0,303.15
0.0,308.15
0.1037,308.15
0.203,308.15
0.3009,308.15
0.4005,308.15
0.4992,308.15
0.6048,308.15
0.705,308.15
0.8022,308.15
0.8954,308.15
1.0,308.15
0.0,298.15
0.1027,298.15
0.2003,298.15
0.3048,298.15
0.4033,298.15
0.5064,298.15
0.6021,298.15
0.7042,298.15
0.8031,298.15
0.9017,298.15
1.0,298.15
0.0,303.15
0.1027,303.15
0.2003,303.15
0.3048,303.15
0.4033,303.15
0.5064,303.15
0.6021,303.15
0.7042,303.15
0.8031,303.15
0.9017,303.15
1.0,303.15
0.0,308.15
0.1027,308.15
0.2003,308.15
0.3048,308.15
0.4033,308.15
0.5064,308.15
0.6021,308.15
0.7042,308.15
0.8031,308.15
0.9017,308.15
1.0,308.15
0.0,298.15
0.1004,298.15
0.2033,298.15
0.3013,298.15
0.4018,298.15
0.5019,298.15
0.6012,298.15
0.7037,298.15
0.8037,298.15
0.9012,298.15
1.0,298.15
0.0,303.15
0.1004,303.15
0.2033,303.15
0.3013,303.15
0.4018,303.15
0.5019,303.15
0.6012,303.15
0.7037,303.15
0.8037,303.15
0.9012,303.15
1.0,303.15
0.0,308.15
0.1004,308.15
0.2033,308.15
0.3013,308.15
0.4018,308.15
0.5019,308.15
0.6012,308.15
0.7037,308.15
0.8037,308.15
0.9012,308.15
1.0,308.15
0.0,298.15
0.0992,298.15
0.2037,298.15
0.3031,298.15
0.4005,298.15
0.5016,298.15
0.6027,298.15
0.7039,298.15
0.8019,298.15
0.9008,298.15
1.0,298.15
0.0,303.15
0.0992,303.15
0.2037,303.15
0.3031,303.15
0.4005,303.15
0.5016,303.15
0.6027,303.15
0.7039,303.15
0.8019,303.15
0.9008,303.15
1.0,303.15
0.0,308.15
0.0992,308.15
0.2037,308.15
0.3031,308.15
0.4005,308.15
0.5016,308.15
0.6027,308.15
0.7039,308.15
0.8019,308.15
0.9008,308.15
1.0,308.15
0.0,298.15
0.0961,298.15
0.2041,298.15
0.3012,298.15
0.4005,298.15
0.5029,298.15
0.6026,298.15
0.7029,298.15
0.804,298.15
0.9017,298.15
1.0,298.15
0.0,303.15
0.0961,303.15
0.2041,303.15
0.3012,303.15
0.4005,303.15
0.5029,303.15
0.6026,303.15
0.7029,303.15
0.804,303.15
0.9017,303.15
1.0,303.15
0.0,308.15
0.0961,308.15
0.2041,308.15
0.3012,308.15
0.4005,308.15
0.5029,308.15
0.6026,308.15
0.7029,308.15
0.804,308.15
0.9017,308.15
1.0,308.15
0.1097,298.15
0.1824,298.15
0.2345,298.15
0.2757,298.15
0.3294,298.15
0.3683,298.15
0.5137,298.15
0.6046,298.15
0.7164,298.15
0.8442,298.15
0.1027,298.15
0.1721,298.15
0.2449,298.15
0.3566,298.15
0.4208,298.15
0.4919,298.15
0.6427,298.15
0.716,298.15
0.7162,298.15
0.8043,298.15
0.9158,298.15
0.0224,298.15
0.0828,298.15
0.1137,298.15
0.1181,298.15
0.1535,298.15
0.1753,298.15
0.3802,298.15
0.4893,298.15
0.5834,298.15
0.6904,298.15
0.8119,298.15
0.8465,298.15
0.8953,298.15
0.9679,298.15
0.0701,298.15
0.1113,298.15
0.2006,298.15
0.2669,298.15
0.2955,298.15
0.325,298.15
0.3379,298.15
0.3948,298.15
0.4863,298.15
0.6318,298.15
0.6706,298.15
0.7243,298.15
0.7712,298.15
0.8602,298.15
0.9459,298.15
0.0451,298.15
0.0943,298.15
0.1375,298.15
0.225,298.15
0.3467,298.15
0.4784,298.15
0.6212,298.15
0.7364,298.15
0.8599,298.15
0.9441,298.15
0.0152,298.15
0.0779,298.15
0.1327,298.15
0.1841,298.15
0.2993,298.15
0.4701,298.15
0.6163,298.15
0.7539,298.15
0.9071,298.15
0.986,298.15
0.0,303.15
0.1013,303.15
0.1998,303.15
0.3007,303.15
0.3991,303.15
0.5006,303.15
0.6004,303.15
0.6957,303.15
0.8003,303.15
0.904,303.15
1.0,303.15
0.0,303.15
0.1001,303.15
0.2004,303.15
0.2897,303.15
0.398,303.15
0.5098,303.15
0.5982,303.15
0.6828,303.15
0.77,303.15
0.8931,303.15
1.0,303.15
0.0,303.15
0.1064,303.15
0.1924,303.15
0.2954,303.15
0.3832,303.15
0.5033,303.15
0.6097,303.15
0.6734,303.15
0.7804,303.15
0.9074,303.15
1.0,303.15
0.0,303.15
0.0949,303.15
0.2003,303.15
0.2883,303.15
0.4,303.15
0.5026,303.15
0.6064,303.15
0.6984,303.15
0.7809,303.15
0.8763,303.15
1.0,303.15
0.0,303.15
0.1042,303.15
0.1986,303.15
0.2934,303.15
0.401,303.15
0.5111,303.15
0.5985,303.15
0.7108,303.15
0.8081,303.15
0.8863,303.15
1.0,303.15
0.0,303.15
0.0982,303.15
0.1991,303.15
0.4046,303.15
0.5046,303.15
0.5634,303.15
0.694,303.15
0.807,303.15
0.8877,303.15
0.9316,303.15
1.0,303.15
0.0,303.15
0.1016,303.15
0.1991,303.15
0.2997,303.15
0.4016,303.15
0.5004,303.15
0.5969,303.15
0.6966,303.15
0.8044,303.15
0.8662,303.15
1.0,303.15
0.0,303.15
0.1003,303.15
0.2011,303.15
0.3001,303.15
0.3996,303.15
0.5,303.15
0.5999,303.15
0.6958,303.15
0.7975,303.15
0.898,303.15
1.0,303.15
0.0,303.15
0.1004,303.15
0.1995,303.15
0.3035,303.15
0.4004,303.15
0.4902,303.15
0.5977,303.15
0.6985,303.15
0.7997,303.15
0.8948,303.15
1.0,303.15
0.0,303.15
0.1523,303.15
0.3071,303.15
0.446,303.15
0.5963,303.15
0.756,303.15
0.9011,303.15
1.0,303.15
0.0,313.15
0.1523,313.15
0.3071,313.15
0.446,313.15
0.5963,313.15
0.756,313.15
0.9011,313.15
1.0,313.15
0.0,323.15
0.1523,323.15
0.3071,323.15
0.446,323.15
0.5963,323.15
0.756,323.15
0.9011,323.15
1.0,323.15
0.0,303.15
0.024,303.15
0.1062,303.15
0.253,303.15
0.3927,303.15
0.5454,303.15
0.6998,303.15
0.9543,303.15
1.0,303.15
0.0,313.15
0.024,313.15
0.1062,313.15
0.253,313.15
0.3927,313.15
0.5454,313.15
0.6998,313.15
0.9543,313.15
1.0,313.15
0.0,323.15
0.024,323.15
0.1062,323.15
0.253,323.15
0.3927,323.15
0.5454,323.15
0.6998,323.15
0.9543,323.15
1.0,323.15
0.0,303.15
0.0983,303.15
0.2464,303.15
0.3954,303.15
0.5452,303.15
0.696,303.15
0.8476,303.15
1.0,303.15
0.0,313.15
0.0983,313.15
0.2464,313.15
0.3954,313.15
0.5452,313.15
0.696,313.15
0.8476,313.15
1.0,313.15
0.0,323.15
0.0983,323.15
0.2464,323.15
0.3954,323.15
0.5452,323.15
0.696,323.15
0.8476,323.15
1.0,323.15
0.0,303.15
0.1169,303.15
0.2094,303.15
0.3171,303.15
0.3921,303.15
0.4922,303.15
0.6159,303.15
0.712,303.15
0.7802,303.15
0.8995,303.15
1.0,303.15
0.0,313.15
0.1169,313.15
0.2094,313.15
0.3171,313.15
0.3921,313.15
0.4922,313.15
0.6159,313.15
0.712,313.15
0.7802,313.15
0.8995,313.15
1.0,313.15
0.0,303.15
0.0988,303.15
0.1893,303.15
0.3012,303.15
0.4041,303.15
0.4964,303.15
0.59,303.15
0.693,303.15
0.7809,303.15
0.8947,303.15
1.0,303.15
0.0,313.15
0.0988,313.15
0.1893,313.15
0.3012,313.15
0.4041,313.15
0.4964,313.15
0.59,313.15
0.693,313.15
0.7809,313.15
0.8947,313.15
1.0,313.15
0.0,303.15
0.0951,303.15
0.1888,303.15
0.2886,303.15
0.3967,303.15
0.4924,303.15
0.5903,303.15
0.6884,303.15
0.7951,303.15
0.8941,303.15
1.0,303.15
0.0,313.15
0.0951,313.15
0.1888,313.15
0.2886,313.15
0.3967,313.15
0.4924,313.15
0.5903,313.15
0.6884,313.15
0.7951,313.15
0.8941,313.15
1.0,313.15
0.0,303.15
0.0971,303.15
0.2014,303.15
0.3007,303.15
0.4003,303.15
0.5004,303.15
0.5841,303.15
0.6901,303.15
0.7836,303.15
0.8845,303.15
1.0,303.15
0.0,313.15
0.0971,313.15
0.2014,313.15
0.3007,313.15
0.4003,313.15
0.5004,313.15
0.5841,313.15
0.6901,313.15
0.7836,313.15
0.8845,313.15
1.0,313.15
0.0,303.15
0.1034,303.15
0.1705,303.15
0.2901,303.15
0.3817,303.15
0.5001,303.15
0.5958,303.15
0.6955,303.15
0.7942,303.15
0.9007,303.15
0.0,313.15
0.1034,313.15
0.1705,313.15
0.2901,313.15
0.3817,313.15
0.5001,313.15
0.5958,313.15
0.6955,313.15
0.7942,313.15
0.9007,313.15
0.0,303.15
0.0975,303.15
0.197,303.15
0.2901,303.15
0.3789,303.15
0.4808,303.15
0.5861,303.15
0.685,303.15
0.7862,303.15
0.8807,303.15
0.0,313.15
0.0975,313.15
0.197,313.15
0.2901,313.15
0.3789,313.15
0.4808,313.15
0.5861,313.15
0.685,313.15
0.7862,313.15
0.8807,313.15
0.0,303.15
0.0912,303.15
0.1863,303.15
0.2846,303.15
0.3857,303.15
0.4878,303.15
0.5882,303.15
0.6862,303.15
0.7892,303.15
0.8929,303.15
0.0,313.15
0.0912,313.15
0.1863,313.15
0.2846,313.15
0.3857,313.15
0.4878,313.15
0.5882,313.15
0.6862,313.15
0.7892,313.15
0.8929,313.15
0.0,303.15
0.0981,303.15
0.1964,303.15
0.286,303.15
0.3857,303.15
0.4851,303.15
0.5846,303.15
0.6877,303.15
0.7856,303.15
0.8866,303.15
0.0,313.15
0.0981,313.15
0.1964,313.15
0.286,313.15
0.3857,313.15
0.4851,313.15
0.5846,313.15
0.6877,313.15
0.7856,313.15
0.8866,313.15
0.0,303.15
0.0942,303.15
0.1946,303.15
0.3116,303.15
0.4115,303.15
0.5186,303.15
0.6176,303.15
0.7061,303.15
0.8005,303.15
0.9058,303.15
1.0,303.15
0.0,313.15
0.0942,313.15
0.1946,313.15
0.3116,313.15
0.4115,313.15
0.5186,313.15
0.6176,313.15
0.7061,313.15
0.8005,313.15
0.9058,313.15
1.0,313.15
0.0,303.15
0.1059,303.15
0.2109,303.15
0.3116,303.15
0.401,303.15
0.513,303.15
0.5913,303.15
0.7036,303.15
0.8073,303.15
0.885,303.15
0.0,313.15
0.1059,313.15
0.2109,313.15
0.3116,313.15
0.401,313.15
0.513,313.15
0.5913,313.15
0.7036,313.15
0.8073,313.15
0.885,313.15
0.0,303.15
0.0954,303.15
0.1904,303.15
0.2859,303.15
0.4163,303.15
0.5205,303.15
0.615,303.15
0.7107,303.15
0.8108,303.15
0.8924,303.15
0.0,313.15
0.0954,313.15
0.1904,313.15
0.2859,313.15
0.4163,313.15
0.5205,313.15
0.615,313.15
0.7107,313.15
0.8108,313.15
0.8924,313.15
0.0,303.15
0.0952,303.15
0.1918,303.15
0.2881,303.15
0.3825,303.15
0.5157,303.15
0.616,303.15
0.7094,303.15
0.8061,303.15
0.9023,303.15
0.0,313.15
0.0952,313.15
0.1918,313.15
0.2881,313.15
0.3825,313.15
0.5157,313.15
0.616,313.15
0.7094,313.15
0.8061,313.15
0.9023,313.15
0.0,303.15
0.0952,303.15
0.1932,303.15
0.2891,303.15
0.3853,303.15
0.5194,303.15
0.6089,303.15
0.717,303.15
0.8156,303.15
0.9054,303.15
0.0,313.15
0.0952,313.15
0.1932,313.15
0.2891,313.15
0.3853,313.15
0.5194,313.15
0.6089,313.15
0.717,313.15
0.8156,313.15
0.9054,313.15
0.0,303.15
0.0971,303.15
0.1988,303.15
0.2871,303.15
0.3825,303.15
0.4806,303.15
0.5852,303.15
0.6925,303.15
0.7882,303.15
0.8977,303.15
0.0,313.15
0.0971,313.15
0.1988,313.15
0.2871,313.15
0.3825,313.15
0.4806,313.15
0.5852,313.15
0.6925,313.15
0.7882,313.15
0.8977,313.15
0.0,303.15
0.1006,303.15
0.1963,303.15
0.2905,303.15
0.3847,303.15
0.5117,303.15
0.618,303.15
0.7197,303.15
0.8159,303.15
0.895,303.15
0.0,313.15
0.1006,313.15
0.1963,313.15
0.2905,313.15
0.3847,313.15
0.5117,313.15
0.618,313.15
0.7197,313.15
0.8159,313.15
0.895,313.15
0.0,293.15
0.0794,293.15
0.1323,293.15
0.2487,293.15
0.3578,293.15
0.4971,293.15
0.5795,293.15
0.6669,293.15
0.7278,293.15
0.835,293.15
0.9009,293.15
1.0,293.15
0.0,303.15
0.0794,303.15
0.1323,303.15
0.2487,303.15
0.3578,303.15
0.4971,303.15
0.5795,303.15
0.6669,303.15
0.7278,303.15
0.835,303.15
0.9009,303.15
1.0,303.15
0.0,313.15
0.0794,313.15
0.1323,313.15
0.2487,313.15
0.3578,313.15
0.4971,313.15
0.5795,313.15
0.6669,313.15
0.7278,313.15
0.835,313.15
0.9009,313.15
1.0,313.15
0.0,298.15
0.0313,298.15
0.0674,298.15
0.1102,298.15
0.1626,298.15
0.2322,298.15
0.3032,298.15
0.4194,298.15
0.4653,298.15
0.5382,298.15
0.622,298.15
0.7228,298.15
0.8446,298.15
1.0,298.15
0.0,303.15
0.0313,303.15
0.0674,303.15
0.1102,303.15
0.1626,303.15
0.2322,303.15
0.3032,303.15
0.4194,303.15
0.4653,303.15
0.5382,303.15
0.622,303.15
0.7228,303.15
0.8446,303.15
1.0,303.15
0.0,313.15
0.0313,313.15
0.0674,313.15
0.1102,313.15
0.1626,313.15
0.2322,313.15
0.3032,313.15
0.4194,313.15
0.4653,313.15
0.5382,313.15
0.622,313.15
0.7228,313.15
0.8446,313.15
1.0,313.15
0.0,298.15
0.0434,298.15
0.0649,298.15
0.0966,298.15
0.1312,298.15
0.1769,298.15
0.2724,298.15
0.3481,298.15
0.4784,298.15
0.5814,298.15
0.7166,298.15
0.8347,298.15
0.9177,298.15
0.9724,298.15
1.0,298.15
0.0,303.15
0.0434,303.15
0.0649,303.15
0.0966,303.15
0.1312,303.15
0.1769,303.15
0.2724,303.15
0.3481,303.15
0.4784,303.15
0.5814,303.15
0.7166,303.15
0.8347,303.15
0.9177,303.15
0.9724,303.15
1.0,303.15
0.0,313.15
0.0434,313.15
0.0649,313.15
0.0966,313.15
0.1312,313.15
0.1769,313.15
0.2724,313.15
0.3481,313.15
0.4784,313.15
0.5814,313.15
0.7166,313.15
0.8347,313.15
0.9177,313.15
0.9724,313.15
1.0,313.15
0.0,303.15
0.0714,303.15
0.1586,303.15
0.2422,303.15
0.32,303.15
0.3836,303.15
0.5273,303.15
0.5975,303.15
0.6822,303.15
0.7619,303.15
0.8279,303.15
0.917,303.15
1.0,303.15
0.0,308.15
0.0714,308.15
0.1586,308.15
0.2422,308.15
0.32,308.15
0.3836,308.15
0.5273,308.15
0.5975,308.15
0.6822,308.15
0.7619,308.15
0.8279,308.15
0.917,308.15
1.0,308.15
0.0,313.15
0.0714,313.15
0.1586,313.15
0.2422,313.15
0.32,313.15
0.3836,313.15
0.5273,313.15
0.5975,313.15
0.6822,313.15
0.7619,313.15
0.8279,313.15
0.917,313.15
1.0,313.15
0.0,318.15
0.0714,318.15
0.1586,318.15
0.2422,318.15
0.32,318.15
0.3836,318.15
0.5273,318.15
0.5975,318.15
0.6822,318.15
0.7619,318.15
0.8279,318.15
0.917,318.15
1.0,318.15
0.0,323.15
0.0714,323.15
0.1586,323.15
0.2422,323.15
0.32,323.15
0.3836,323.15
0.5273,323.15
0.5975,323.15
0.6822,323.15
0.7619,323.15
0.8279,323.15
0.917,323.15
1.0,323.15
0.0,303.15
0.0716,303.15
0.1365,303.15
0.2357,303.15
0.3142,303.15
0.3842,303.15
0.4597,303.15
0.5389,303.15
0.609,303.15
0.6872,303.15
0.7741,303.15
0.7928,303.15
0.926,303.15
1.0,303.15
0.0,308.15
0.0716,308.15
0.1365,308.15
0.2357,308.15
0.3142,308.15
0.3842,308.15
0.4597,308.15
0.5389,308.15
0.609,308.15
0.6872,308.15
0.7741,308.15
0.7928,308.15
0.926,308.15
1.0,308.15
0.0,313.15
0.0716,313.15
0.1365,313.15
0.2357,313.15
0.3142,313.15
0.3842,313.15
0.4597,313.15
0.5389,313.15
0.609,313.15
0.6872,313.15
0.7741,313.15
0.7928,313.15
0.926,313.15
1.0,313.15
0.0,318.15
0.0716,318.15
0.1365,318.15
0.2357,318.15
0.3142,318.15
0.3842,318.15
0.4597,318.15
0.5389,318.15
0.609,318.15
0.6872,318.15
0.7741,318.15
0.7928,318.15
0.926,318.15
1.0,318.15
0.0,323.15
0.0716,323.15
0.1365,323.15
0.2357,323.15
0.3142,323.15
0.3842,323.15
0.4597,323.15
0.5389,323.15
0.609,323.15
0.6872,323.15
0.7741,323.15
0.7928,323.15
0.926,323.15
1.0,323.15
0.0,303.15
0.0961,303.15
0.1755,303.15
0.2494,303.15
0.3192,303.15
0.3902,303.15
0.4629,303.15
0.5342,303.15
0.614,303.15
0.6891,303.15
0.7654,303.15
0.8114,303.15
0.921,303.15
1.0,303.15
0.0,308.15
0.0961,308.15
0.1755,308.15
0.2494,308.15
0.3192,308.15
0.3902,308.15
0.4629,308.15
0.5342,308.15
0.614,308.15
0.6891,308.15
0.7654,308.15
0.8114,308.15
0.921,308.15
1.0,308.15
0.0,313.15
0.0961,313.15
0.1755,313.15
0.2494,313.15
0.3192,313.15
0.3902,313.15
0.4629,313.15
0.5342,313.15
0.614,313.15
0.6891,313.15
0.7654,313.15
0.8114,313.15
0.921,313.15
1.0,313.15
0.0,318.15
0.0961,318.15
0.1755,318.15
0.2494,318.15
0.3192,318.15
0.3902,318.15
0.4629,318.15
0.5342,318.15
0.614,318.15
0.6891,318.15
0.7654,318.15
0.8114,318.15
0.921,318.15
1.0,318.15
0.0,323.15
0.0961,323.15
0.1755,323.15
0.2494,323.15
0.3192,323.15
0.3902,323.15
0.4629,323.15
0.5342,323.15
0.614,323.15
0.6891,323.15
0.7654,323.15
0.8114,323.15
0.921,323.15
1.0,323.15
0.0,308.15
0.0729,308.15
0.186,308.15
0.2947,308.15
0.3853,308.15
0.4846,308.15
0.5886,308.15
0.715,308.15
0.8181,308.15
0.924,308.15
1.0,308.15
0.0,308.15
0.1121,308.15
0.2394,308.15
0.3419,308.15
0.4564,308.15
0.5574,308.15
0.6538,308.15
0.7649,308.15
0.8343,308.15
0.9252,308.15
1.0,308.15
0.0,308.15
0.1142,308.15
0.2059,308.15
0.3069,308.15
0.4265,308.15
0.5415,308.15
0.6392,308.15
0.7266,308.15
0.8278,308.15
0.9307,308.15
1.0,308.15
0.0,298.15
0.1084,298.15
0.2069,298.15
0.306,298.15
0.3993,298.15
0.5032,298.15
0.6002,298.15
0.6945,298.15
0.7947,298.15
0.8975,298.15
1.0,298.15
0.0,303.15
0.1084,303.15
0.2069,303.15
0.306,303.15
0.3993,303.15
0.5032,303.15
0.6002,303.15
0.6945,303.15
0.7947,303.15
0.8975,303.15
1.0,303.15
0.0,308.15
0.1084,308.15
0.2069,308.15
0.306,308.15
0.3993,308.15
0.5032,308.15
0.6002,308.15
0.6945,308.15
0.7947,308.15
0.8975,308.15
1.0,308.15
0.0,298.15
0.1064,298.15
0.2055,298.15
0.3,298.15
0.3972,298.15
0.5005,298.15
0.5976,298.15
0.6985,298.15
0.7953,298.15
0.8963,298.15
1.0,298.15
0.0,303.15
0.1064,303.15
0.2055,303.15
0.3,303.15
0.3972,303.15
0.5005,303.15
0.5976,303.15
0.6985,303.15
0.7953,303.15
0.8963,303.15
1.0,303.15
0.0,308.15
0.1064,308.15
0.2055,308.15
0.3,308.15
0.3972,308.15
0.5005,308.15
0.5976,308.15
0.6985,308.15
0.7953,308.15
0.8963,308.15
1.0,308.15
0.0,298.15
0.1089,298.15
0.2034,298.15
0.3024,298.15
0.3976,298.15
0.5011,298.15
0.6018,298.15
0.6992,298.15
0.7963,298.15
0.8948,298.15
1.0,298.15
0.0,303.15
0.1089,303.15
0.2034,303.15
0.3024,303.15
0.3976,303.15
0.5011,303.15
0.6018,303.15
0.6992,303.15
0.7963,303.15
0.8948,303.15
1.0,303.15
0.0,308.15
0.1089,308.15
0.2034,308.15
0.3024,308.15
0.3976,308.15
0.5011,308.15
0.6018,308.15
0.6992,308.15
0.7963,308.15
0.8948,308.15
1.0,308.15
0.0,298.15
0.1072,298.15
0.2035,298.15
0.2998,298.15
0.395,298.15
0.5,298.15
0.5984,298.15
0.6981,298.15
0.7972,298.15
0.8941,298.15
1.0,298.15
0.0,303.15
0.1072,303.15
0.2035,303.15
0.2998,303.15
0.395,303.15
0.5,303.15
0.5984,303.15
0.6981,303.15
0.7972,303.15
0.8941,303.15
1.0,303.15
0.0,308.15
0.1072,308.15
0.2035,308.15
0.2998,308.15
0.395,308.15
0.5,308.15
0.5984,308.15
0.6981,308.15
0.7972,308.15
0.8941,308.15
1.0,308.15
0.0,298.15
0.1031,298.15
0.2072,298.15
0.3021,298.15
0.4246,298.15
0.5042,298.15
0.5986,298.15
0.6914,298.15
0.7906,298.15
0.8909,298.15
1.0,298.15
0.0,303.15
0.1031,303.15
0.2072,303.15
0.3021,303.15
0.4246,303.15
0.5042,303.15
0.5986,303.15
0.6914,303.15
0.7906,303.15
0.8909,303.15
1.0,303.15
0.0,308.15
0.1031,308.15
0.2072,308.15
0.3021,308.15
0.4246,308.15
0.5042,308.15
0.5986,308.15
0.6914,308.15
0.7906,308.15
0.8909,308.15
1.0,308.15
0.0,298.15
0.1135,298.15
0.2057,298.15
0.3099,298.15
0.4032,298.15
0.501,298.15
0.6028,298.15
0.7006,298.15
0.7991,298.15
0.8962,298.15
1.0,298.15
0.0,303.15
0.1135,303.15
0.2057,303.15
0.3099,303.15
0.4032,303.15
0.501,303.15
0.6028,303.15
0.7006,303.15
0.7991,303.15
0.8962,303.15
1.0,303.15
0.0,308.15
0.1135,308.15
0.2057,308.15
0.3099,308.15
0.4032,308.15
0.501,308.15
0.6028,308.15
0.7006,308.15
0.7991,308.15
0.8962,308.15
1.0,308.15
0.0,298.15
0.1201,298.15
0.2122,298.15
0.3072,298.15
0.4085,298.15
0.5014,298.15
0.5972,298.15
0.6998,298.15
0.7999,298.15
0.8947,298.15
1.0,298.15
0.0,303.15
0.1201,303.15
0.2122,303.15
0.3072,303.15
0.4085,303.15
0.5014,303.15
0.5972,303.15
0.6998,303.15
0.7999,303.15
0.8947,303.15
1.0,303.15
0.0,308.15
0.1201,308.15
0.2122,308.15
0.3072,308.15
0.4085,308.15
0.5014,308.15
0.5972,308.15
0.6998,308.15
0.7999,308.15
0.8947,308.15
1.0,308.15
0.0,298.15
0.1104,298.15
0.2044,298.15
0.3028,298.15
0.398,298.15
0.4946,298.15
0.5986,298.15
0.6952,298.15
0.7996,298.15
0.8934,298.15
1.0,298.15
0.0,303.15
0.1104,303.15
0.2044,303.15
0.3028,303.15
0.398,303.15
0.4946,303.15
0.5986,303.15
0.6952,303.15
0.7996,303.15
0.8934,303.15
1.0,303.15
0.0,308.15
0.1104,308.15
